cls_elec,ct,disp,int,mod_pauli,pol,index
-852.7191,-52.7666,-49.8194,-584.7249,433.1675,-62.5873,1
-851.8152,-53.054,-49.8124,-584.8682,432.8693,-63.0559,2
-849.0705,-53.8768,-49.7896,-585.1681,431.9942,-64.4254,3
-844.3842,-55.1241,-49.7708,-585.2765999999999,430.5969,-66.5944,4
-837.5803,-56.6458,-49.7757,-584.6675,428.7591,-69.4248,5
-828.3964,-58.3055,-49.8331,-582.7329,426.5797,-72.7776,6
-816.4715,-60.0255,-49.9848,-578.857,424.1764,-76.5516,7
-801.3466,-61.8028,-50.3245,-572.4684,421.7293,-80.7238,8
-782.5269,-63.7105,-50.9992,-562.9476,419.6572,-85.3682,9
-759.7765,-65.8861,-52.2719,-549.4155000000001,419.2186,-90.6996,10
-795.1135,-44.566,-42.1385,-602.4241000000001,328.0034,-48.6095,11
-794.2372,-44.7843,-42.132,-602.3826,327.7852,-49.0143,12
-791.5761,-45.4134,-42.1243,-602.1732,327.1436,-50.203,13
-787.0307,-46.3798,-42.1239,-601.5237000000001,326.1149,-52.1042,14
-780.4273,-47.5783,-42.1447,-600.0124999999999,324.7538,-54.616,15
-771.504,-48.9077,-42.2073,-597.1284,323.1278,-57.6372,16
-759.8951,-50.3068,-42.3556,-592.3358000000001,321.3193,-61.0976,17
-745.118,-51.7693,-42.6684,-585.083,319.4574,-64.9847,18
-726.6004,-53.3548,-43.2904,-574.77,317.8429,-69.3673,19
-703.8746,-55.1815,-44.4475,-560.552,317.3863,-74.4347,20
-747.5976,-37.5275,-35.6933,-610.8130000000001,248.9264,-38.921,21
-746.7477,-37.6913,-35.6926,-610.6441,248.7661,-39.2786,22
-744.1666,-38.1677,-35.6944,-610.0690999999999,248.2938,-40.3342,23
-739.7568,-38.9096,-35.7025,-608.8672999999999,247.5338,-42.0322,24
-733.3471,-39.8437,-35.7311,-606.6944,246.5227,-44.2952,25
-724.6785,-40.8958,-35.7971,-603.1145999999999,245.3068,-47.05,26
-713.3849,-42.0204,-35.9354,-597.6379,243.9443,-50.2415,27
-698.9717,-43.2163,-36.2213,-589.7407000000001,242.5288,-53.8602,28
-680.8169,-44.5301,-36.7902,-578.8333,241.2782,-57.9743,29
-658.2883,-46.0611,-37.8391,-564.0965000000001,240.8527,-62.7607,30
-707.8366,-31.4287,-30.306,-612.4742,189.3518,-32.2547,31
-707.012,-31.5508,-30.305,-612.2099999999998,189.2336,-32.5758,32
-704.5073,-31.9102,-30.3025,-611.3601,188.8847,-33.5248,33
-700.2271,-32.4776,-30.3099,-609.7529,188.3214,-35.0597,34
-694.0034,-33.2008,-30.347,-607.1017999999999,187.5683,-37.1189,35
-685.5812,-34.0273,-30.4213,-603.0136999999999,186.6571,-39.641,36
-674.597,-34.9265,-30.5541,-597.0336,185.6295,-42.5855,37
-660.5519,-35.9017,-30.8109,-588.6596,184.5538,-45.9489,38
-642.7936,-36.9909,-31.3089,-577.3014999999999,183.5896,-49.7977,39
-620.5764,-38.2742,-32.2491,-562.1839,183.2172,-54.3014,40
-674.0778,-26.1802,-25.8206,-609.3109000000001,144.3835,-27.6158,41
-673.2772,-26.271,-25.822,-608.9808999999999,144.2961,-27.9068,42
-670.8453,-26.5412,-25.8201,-607.9345999999999,144.0376,-28.7656,43
-666.6887,-26.9726,-25.8344,-606.0346999999999,143.6188,-30.1578,44
-660.643,-27.5306,-25.8699,-603.0226000000001,143.0566,-32.0357,45
-652.4577,-28.1796,-25.9373,-598.5521000000001,142.3726,-34.3501,46
-641.774,-28.8983,-26.0525,-592.1961,141.5967,-37.068,47
-628.0935,-29.6934,-26.2837,-583.4765999999998,140.7793,-40.1853,48
-610.7475,-30.5986,-26.7322,-571.8039999999999,140.0384,-43.7641,49
-588.9141,-31.6803,-27.5738,-556.4189999999999,139.7254,-47.9762,50
-645.0026,-21.7096,-22.0342,-602.7745,110.3752,-24.4033,51
-644.2248,-21.7782,-22.0328,-602.3926999999999,110.3103,-24.6672,52
-641.8621,-21.9816,-22.0335,-601.2079,110.1182,-25.4489,53
-637.8233,-22.3093,-22.0477,-599.0918,109.8062,-26.7177,54
-631.9475,-22.7404,-22.0828,-595.8198000000001,109.3855,-28.4346,55
-623.9893,-23.2499,-22.1472,-591.0752,108.8713,-30.5601,56
-613.5954,-23.8256,-22.2598,-584.4579000000001,108.2848,-33.0619,57
-600.2715,-24.4755,-22.4615,-575.4899999999999,107.6637,-35.9452,58
-583.3421,-25.2315,-22.847,-563.5934,107.0957,-39.2685,59
-561.9359,-26.1507,-23.5961,-548.0341999999999,106.8397,-43.1912,60
-619.6163,-17.9816,-18.84,-593.8684999999999,84.6058,-22.0364,61
-618.8602,-18.034,-18.8408,-593.4535,84.5575,-22.276,62
-616.5633,-18.1885,-18.8457,-592.1685,84.4144,-22.9854,63
-612.6366,-18.4388,-18.859,-589.8952000000002,84.1814,-24.1422,64
-606.9229,-18.7729,-18.8922,-586.4357,83.8662,-25.7139,65
-599.1817,-19.1743,-18.9469,-581.4903,83.4791,-27.6665,66
-589.0663,-19.6372,-19.0411,-574.6809,83.0355,-29.9718,67
-576.0883,-20.1713,-19.2194,-565.5481,82.5632,-32.6323,68
-559.572,-20.8072,-19.5621,-553.5154,82.1284,-35.7025,69
-538.6165,-21.5932,-20.2256,-537.8538,81.9231,-39.3416,70
-597.1652,-14.9196,-16.1543,-583.3978000000001,65.0409,-20.1996,71
-596.4298,-14.96,-16.1551,-582.9567999999999,65.0049,-20.4168,72
-594.1954,-15.0787,-16.1565,-581.5945,64.8981,-21.062,73
-590.3754,-15.2722,-16.1693,-579.2091,64.7238,-22.116,74
-584.816,-15.533,-16.1993,-575.6153,64.4872,-23.5542,75
-577.2822,-15.8514,-16.2512,-570.5342,64.1955,-25.3449,76
-567.4337,-16.2258,-16.3341,-563.5976000000002,63.8597,-27.4637,77
-554.7897,-16.6684,-16.489,-554.3582000000001,63.5005,-29.9116,78
