cls_elec,ct,disp,int,mod_pauli,pol,index
-2114.6564,-52.5055,-41.0835,-2022.6463999999996,749.4067,-563.8077,1
-2113.9854,-52.7349,-41.2597,-2021.2525999999998,750.3218,-563.5944,2
-2112.0461,-53.4236,-41.8302,-2017.0176000000001,753.2779,-562.9956,3
-2109.1002,-54.582,-42.9003,-2009.7636,758.983,-562.1641,4
-2105.7449,-56.2461,-44.5698,-1999.0407000000002,768.9105,-561.3904,5
-2103.25,-58.4961,-47.1349,-1984.1350000000002,785.9064,-561.1604,6
-2104.2914,-61.4928,-51.0796,-1963.6341000000002,815.4984,-562.2687,7
-2114.5539,-65.5851,-57.038,-1934.4564,868.7751,-566.0545,8
-2146.3085,-71.6279,-66.2172,-1890.1787000000004,968.9336,-574.9587,9
-2226.5551,-82.1601,-80.4,-1816.3767000000003,1166.6655,-593.927,10
-2033.5662,-56.5476,-34.5962,-2090.5472999999997,567.7349,-533.5722,11
-2032.7748,-56.7564,-34.745,-2089.2043,568.383,-533.3111,12
-2030.4399,-57.38,-35.2432,-2085.1639,570.4765,-532.5773,13
-2026.7082,-58.4324,-36.1155,-2078.2205,574.5178,-531.4822,14
-2021.9395,-59.949,-37.5552,-2068.1465,581.5579,-530.2607,15
-2016.9547,-61.9951,-39.7082,-2054.3172000000004,593.6432,-529.3024,16
-2013.5861,-64.6746,-43.0251,-2035.7301,614.7957,-529.24,17
-2015.9146,-68.2002,-48.0984,-2010.1461,653.2087,-531.1416,18
-2033.1112,-73.1042,-55.9018,-1972.6630000000002,726.3602,-536.906,19
-2086.1213,-81.011,-68.2781,-1912.3121999999998,873.386,-550.2878,20
-1957.859,-62.2322,-29.1785,-2123.7423999999996,430.9922,-505.4649,21
-1957.0003,-62.4198,-29.3074,-2122.4502999999995,431.4537,-505.1765,22
-1954.4397,-62.9846,-29.7068,-2118.5325,432.9442,-504.3456,23
-1950.2439,-63.9446,-30.4607,-2111.8964,435.8217,-503.0689,24
-1944.6058,-65.34,-31.6358,-2102.279,440.8376,-501.535,25
-1938.0224,-67.2312,-33.4581,-2089.3031,449.4651,-500.0565,26
-1931.7065,-69.6918,-36.2729,-2072.1871,464.6301,-499.146,27
-1928.5325,-72.8586,-40.5731,-2049.2564,492.3788,-499.671,28
-1935.2751,-77.072,-47.2961,-2016.9238000000003,545.8495,-503.1301,29
-1968.041,-83.3703,-57.9324,-1966.5869,655.1446,-512.3878,30
-1886.9925,-69.1484,-24.6234,-2131.9057000000003,327.8479,-478.9893,31
-1886.101,-69.3179,-24.7359,-2130.6621999999998,328.1779,-478.6853,32
-1883.426,-69.8326,-25.0649,-2126.8750999999997,329.2435,-477.7951,33
-1878.9794,-70.7165,-25.6963,-2120.4941,331.3009,-476.4028,34
-1872.837,-72.0136,-26.6885,-2111.3068,334.8888,-474.6565,35
-1865.2656,-73.7793,-28.2821,-2099.0795,341.0696,-472.8221,36
-1857.0244,-76.0774,-30.6196,-2083.0701,351.9716,-471.3203,37
-1850.0852,-78.9986,-34.2977,-2062.1935,372.0517,-470.8637,38
-1849.3818,-82.7689,-40.0369,-2033.6744,411.1662,-472.653,39
-1867.1888,-88.0793,-49.2979,-1991.0743,492.4004,-478.9087,40
