cls_elec,ct,disp,int,mod_pauli,pol,index
-1105.8468,-55.9201,-31.0286,-688.4132000000001,561.9549,-57.5726,1
-1104.6916,-56.1799,-31.0251,-688.5416,561.5732,-58.2182,2
-1101.1855,-56.9294,-31.0151,-688.7844,560.4499,-60.1043,3
-1095.2035,-58.0862,-30.9934,-688.726,558.6469,-63.0898,4
-1086.5287,-59.5405,-30.9665,-687.7572,556.2598,-66.9813,5
-1074.8385,-61.1893,-30.9438,-685.1483000000001,553.4116,-71.5883,6
-1059.6888,-62.965,-30.9462,-680.1227999999999,550.2559,-76.7787,7
-1040.5029,-64.8544,-30.9954,-671.8515,547.0114,-82.5102,8
-1016.5992,-66.9032,-31.1063,-659.3723,544.0973,-88.8609,9
-987.3612,-69.231,-31.2965,-641.3740000000001,542.5613,-96.0466,10
-1016.8522,-42.709,-25.0521,-720.8491,408.6755,-44.9113,11
-1015.7402,-42.8849,-25.052,-720.7339,408.4089,-45.4657,12
-1012.3641,-43.3955,-25.0508,-720.2808999999999,407.6221,-47.0926,13
-1006.6008,-44.1922,-25.0385,-719.1718999999999,406.3525,-49.6929,14
-998.2354,-45.2103,-25.0298,-716.943,404.6581,-53.1256,15
-986.9459,-46.3892,-25.0361,-713.0018,402.6151,-57.2457,16
-972.2825,-47.6901,-25.0697,-706.6671000000001,400.3227,-61.9475,17
-953.6456,-49.1147,-25.1393,-697.1613,397.9303,-67.192,18
-930.2831,-50.712,-25.281,-683.5772,395.7328,-73.0339,19
-901.3817,-52.5817,-25.5208,-664.6633,394.4727,-79.6518,20
-945.1628,-32.6877,-20.4523,-735.7500999999999,298.9659,-36.4132,21
-944.092,-32.8088,-20.4509,-735.4688000000001,298.7779,-36.895,22
-940.8402,-33.1628,-20.4467,-734.5411,298.2218,-38.3132,23
-935.2868,-33.7212,-20.4495,-732.7323999999999,297.3201,-40.595,24
-927.22,-34.4428,-20.4585,-729.6498,296.1078,-43.6363,25
-916.3211,-35.29,-20.4806,-724.7862999999999,294.6326,-47.3272,26
-902.1406,-36.2457,-20.5193,-717.5279999999999,292.9581,-51.5805,27
-884.0686,-37.3246,-20.5976,-707.1623,291.1871,-56.3586,28
-861.3108,-38.5792,-20.7512,-692.8158999999999,289.5278,-61.7025,29
-832.9229,-40.1001,-21.0083,-673.2916,288.5085,-67.7688,30
-886.3055,-25.1781,-16.9109,-738.767,220.0598,-30.4323,31
-885.2738,-25.2632,-16.91,-738.374,219.9261,-30.8531,32
-882.1402,-25.5138,-16.9051,-737.1253999999999,219.5299,-32.0962,33
-876.7868,-25.9134,-16.9085,-734.831,218.8847,-34.107,34
-869.0058,-26.4351,-16.9227,-731.1573000000001,218.0119,-36.8056,35
-858.4837,-27.055,-16.9544,-725.6605,216.9403,-40.1077,36
-844.7745,-27.7683,-17.0037,-717.7782,215.7111,-43.9428,37
-827.2661,-28.5986,-17.0868,-706.8342000000002,214.3943,-48.277,38
-805.1418,-29.5997,-17.2396,-691.9829,213.1381,-53.1399,39
-777.3729,-30.8581,-17.498,-672.0820000000001,212.3199,-58.6729,40
-837.0739,-19.6228,-14.1297,-733.8947,163.0194,-26.0877,41
-836.0791,-19.6831,-14.1315,-733.427,162.9237,-26.457,42
-833.0574,-19.8633,-14.1352,-731.9675000000001,162.6394,-27.551,43
-827.8936,-20.1554,-14.144,-729.3456,162.1748,-29.3274,44
-820.3848,-20.5413,-14.1594,-725.2688,161.5426,-31.7259,45
-810.2233,-21.0055,-14.1883,-719.337,160.7604,-34.6803,46
-796.9693,-21.5503,-14.2359,-711.0333999999999,159.8541,-38.132,47
-780.0137,-22.203,-14.3198,-699.7163999999999,158.8711,-42.051,48
-758.5301,-23.0163,-14.4745,-684.5652999999999,157.9164,-46.4608,49
-731.438,-24.0737,-14.7329,-664.4721999999999,157.2611,-51.4887,50
-795.1569,-15.5602,-11.9367,-723.848,121.5647,-22.7589,51
-794.1969,-15.6034,-11.9382,-723.3272,121.4957,-23.0844,52
-791.2808,-15.7348,-11.9411,-721.716,121.2905,-24.0498,53
-786.2963,-15.9519,-11.9479,-718.8652,120.9541,-25.6232,54
-779.0456,-16.2439,-11.9679,-714.5206000000001,120.494,-27.7572,55
-769.2277,-16.601,-11.9942,-708.3008,119.9208,-30.3987,56
-756.4105,-17.029,-12.0414,-699.7302,119.2502,-33.4995,57
-739.9911,-17.5568,-12.1221,-688.1894,118.5136,-37.033,58
-719.142,-18.2323,-12.2678,-672.881,117.7848,-41.0237,59
-692.7535,-19.1351,-12.5172,-652.7313,117.2591,-45.5846,60
-758.8773,-12.6048,-10.1685,-710.5015,91.2669,-20.1178,61
-757.9502,-12.6361,-10.1664,-709.9423,91.2169,-20.4065,62
-755.1334,-12.7327,-10.1624,-708.2218000000001,91.0681,-21.2614,63
-750.318,-12.8965,-10.165,-705.2135,90.8234,-22.6574,64
-743.3115,-13.122,-10.185,-700.6899999999999,90.4873,-24.5588,65
-733.8199,-13.4038,-10.2191,-694.298,90.0659,-26.9211,66
-721.4198,-13.75,-10.2666,-685.5719,89.5684,-29.7039,67
-705.517,-14.1879,-10.3381,-673.9145000000001,89.0148,-32.8863,68
-685.2883,-14.7618,-10.4668,-658.5509000000001,88.4559,-36.4899,69
-659.6101,-15.5457,-10.7044,-638.4457,88.0322,-40.6177,70
-727.0079,-10.459,-8.7446,-695.1672,68.9911,-17.9468,71
-726.1116,-10.482,-8.7404,-694.582,68.9547,-18.2027,72
-723.3884,-10.5541,-8.7349,-692.7938,68.8463,-18.9627,73
-718.7324,-10.6787,-8.7404,-689.6891,68.6676,-20.2052,74
-711.9564,-10.8557,-8.7602,-685.0505,68.4214,-21.8996,75
-702.7738,-11.0837,-8.7849,-678.5419,68.1109,-24.0104,76
-690.7708,-11.371,-8.8238,-669.7305,67.7411,-26.506,77
-675.3632,-11.743,-8.8919,-658.0429,67.3241,-29.3689,78
-655.7362,-12.241,-9.0193,-642.7208,66.8938,-32.6181,79
-630.7623,-12.9323,-9.2394,-622.7352000000001,66.5501,-36.3513,80
-698.6425,-8.8898,-7.5321,-678.6697000000001,52.5097,-16.115,81
