cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-735.6688,-93.6814,-55.3444,-299.40250000000003,729.2499,-143.9578,1,2.7471488736000005
-663.7857,-75.895,-47.4752,-341.95809999999994,561.5252,-116.3274,2,2.8471488736
-605.9059,-62.2484,-40.7191,-371.32469999999995,433.0634,-95.5147,3,2.9471488735999998
-558.8923,-51.742,-34.9251,-390.6577,334.5181,-79.6164,4,3.0471488736000003
-520.3245,-43.5868,-29.9739,-402.38219999999995,258.8041,-67.3011,5,3.1471488736
-488.3394,-37.1495,-25.7603,-408.4069,200.54,-57.6977,6,3.2471488736000005
-461.5038,-31.9547,-22.1152,-410.14180000000005,155.6325,-50.2006,7,3.3471488736
-438.7155,-27.6952,-19.0422,-408.7258,120.9644,-44.2373,8,3.447148873599999
-419.1264,-24.1118,-16.3939,-404.9915,94.1585,-39.5179,9,3.547148873600001
-402.083,-21.0431,-14.1267,-399.61,73.3997,-35.7569,10,3.6471488736
-387.0809,-18.3847,-12.2005,-393.0492,57.2998,-32.6829,11,3.7471488736000005
-373.7293,-16.0618,-10.5355,-385.68940000000003,44.7954,-30.1582,12,3.847148873600001
-361.7247,-14.0273,-9.1143,-377.83590000000004,35.0704,-28.04,13,3.9471488735999998
-350.83,-12.246,-7.8838,-369.6804,27.4976,-26.2182,14,4.0471488736
-340.8594,-10.6946,-6.8167,-361.38349999999997,21.5935,-24.6063,15,4.1471488736
-331.6661,-9.3494,-5.912,-353.07989999999995,16.9851,-23.1375,16,4.2471488736000005
-323.1337,-8.1882,-5.1312,-344.85099999999994,13.384,-21.7819,17,4.347148873599999
-315.1691,-7.1915,-4.4417,-336.75640000000004,10.567,-20.5211,18,4.4471488736
-307.6972,-6.3421,-3.8549,-328.84400000000005,8.3606,-19.3104,19,4.5471488736
-300.657,-5.6192,-3.3541,-321.14559999999994,6.6304,-18.1457,20,4.647148873599999
-293.9989,-5.0028,-2.9103,-313.68149999999997,5.2718,-17.0413,21,4.7471488736000005
-287.6815,-4.4769,-2.5218,-306.46610000000004,4.2034,-15.9893,22,4.8471488736
-281.6706,-4.0272,-2.1947,-299.5069,3.3618,-14.9762,23,4.9471488736
-275.9375,-3.6403,-1.9144,-292.7993,2.6975,-14.0046,24,5.047148873599999
-270.4577,-3.3031,-1.6653,-286.3402,2.1722,-13.0863,25,5.147148873600001
-265.2105,-3.0066,-1.4503,-280.13100000000003,1.7557,-12.2193,26,5.2471488736000005
-260.1778,-2.7437,-1.2679,-274.168,1.4246,-11.4032,27,5.3471488736
-255.3441,-2.509,-1.1095,-268.4397,1.1606,-10.6377,28,5.4471488736
-250.6956,-2.2972,-0.9683,-262.9318,0.9494,-9.9201,29,5.547148873599999
-246.2202,-2.1045,-0.8473,-257.6392,0.7799,-9.2471,30,5.647148873600001
