cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-622.8992,-71.3248,-24.165,-353.0637999999999,528.4407,-163.1155,1,1.7928627104000006
-619.8984,-59.7252,-20.0028,-442.3594,401.5249,-144.2579,2,1.8928627104000002
-611.1348,-49.8902,-16.5603,-502.5624,305.18,-130.1571,3,1.9928627103999998
-598.7046,-41.8447,-13.72,-541.3123,232.149,-119.192,4,2.0928627104000004
-584.041,-35.4986,-11.3702,-564.3323,176.8077,-110.2302,5,2.1928627104
-568.1267,-30.6561,-9.4371,-575.9153,134.8507,-102.5461,6,2.2928627104000006
-551.6348,-27.0625,-7.8401,-579.2079000000001,103.0087,-95.6792,7,2.3928627104
-535.024,-24.4368,-6.5078,-576.5547,78.8114,-89.3975,8,2.4928627104
-518.6018,-22.5143,-5.4123,-569.7045,60.3966,-83.5727,9,2.5928627104000004
-502.5699,-21.0761,-4.4847,-559.9110000000001,46.3613,-78.1416,10,2.6928627104
-487.0549,-19.9508,-3.7196,-548.1508,35.6475,-73.073,11,2.7928627104000006
-472.1309,-19.0221,-3.066,-535.0872,27.4566,-68.3248,12,2.8928627103999993
-457.8355,-18.2119,-2.5357,-521.2692000000001,21.1844,-63.8705,13,2.9928627104000007
-444.1811,-17.4756,-2.0829,-507.049,16.3738,-59.6832,14,3.0928627104000013
-431.1636,-16.7942,-1.7092,-492.71549999999996,12.6779,-55.7264,15,3.1928627104
-418.7678,-16.1585,-1.4032,-478.47130000000004,9.8335,-51.9753,16,3.2928627104000006
-406.9718,-15.5647,-1.136,-464.4438,7.6406,-48.4119,17,3.3928627104
-395.7493,-15.0117,-0.9354,-450.7644,5.947,-45.015,18,3.4928627104
-385.0723,-14.4971,-0.7586,-437.46669999999995,4.6367,-41.7754,19,3.5928627104000004
-374.9117,-14.0142,-0.6139,-424.613,3.6213,-38.6945,20,3.6928627104
-365.2387,-13.5576,-0.505,-412.23769999999996,2.8333,-35.7697,21,3.7928627104000006
-356.0248,-13.121,-0.4048,-400.33060000000006,2.2209,-33.0009,22,3.8928627104
-347.243,-12.6967,-0.3286,-388.91610000000003,1.7443,-30.3921,23,3.992862710399999
-338.8671,-12.2763,-0.2735,-377.9906,1.3729,-27.9466,24,4.0928627104
-330.8725,-11.8547,-0.2195,-367.5274,1.0832,-25.6639,25,4.192862710400001
-323.2361,-11.4272,-0.1768,-357.52709999999996,0.857,-23.544,26,4.2928627104000014
-315.9359,-10.9914,-0.1502,-347.98179999999996,0.68,-21.5843,27,4.3928627104
-308.9517,-10.5458,-0.1227,-338.86,0.5414,-19.7812,28,4.4928627104
-302.2644,-10.0907,-0.0959,-330.1462,0.4327,-18.1279,29,4.5928627104
-295.8563,-9.628,-0.0817,-321.83449999999993,0.3473,-16.6158,30,4.692862710400001
-289.7109,-9.161,-0.0724,-313.9008,0.2799,-15.2364,31,4.792862710400001
-283.8128,-8.6932,-0.0581,-306.3178,0.2267,-13.9804,32,4.8928627104
-278.1478,-8.2273,-0.0451,-299.0748,0.1845,-12.8391,33,4.992862710400001
-272.7027,-7.7666,-0.0405,-292.1615,0.151,-11.8027,34,5.092862710400001
-267.4652,-7.3149,-0.0377,-285.5558,0.1241,-10.8621,35,5.1928627104
-262.4237,-6.8757,-0.0303,-279.2353,0.1026,-10.0082,36,5.292862710400001
-257.5677,-6.4514,-0.0228,-273.1899,0.0852,-9.2332,37,5.392862710400001
-252.8871,-6.0438,-0.0206,-267.4101,0.0711,-8.5297,38,5.492862710400002
-248.3729,-5.6552,-0.0209,-261.87960000000004,0.0597,-7.8903,39,5.5928627103999995
-244.0163,-5.2871,-0.0179,-256.5795,0.0502,-7.3084,40,5.692862710400001
-239.8093,-4.9409,-0.0128,-251.49900000000002,0.0424,-6.7784,41,5.792862710400001
-235.7444,-4.6171,-0.0098,-246.6303,0.036,-6.295,42,5.8928627104
-231.8145,-4.316,-0.0104,-241.96420000000003,0.0306,-5.8539,43,5.9928627104
-228.0132,-4.0381,-0.0112,-237.4874,0.026,-5.4509,44,6.092862710400001
-224.3341,-3.7836,-0.0092,-233.1869,0.0222,-5.0822,45,6.192862710399999
-220.7716,-3.5524,-0.0061,-229.05530000000002,0.019,-4.7442,46,6.292862710400001
-217.3203,-3.3444,-0.0044,-225.0869,0.0162,-4.434,47,6.392862710400002
-213.9749,-3.1594,-0.0049,-221.27429999999998,0.0139,-4.149,48,6.492862710400001
-210.7308,-2.997,-0.0059,-217.60859999999997,0.0119,-3.8868,49,6.592862710400001
-207.5835,-2.857,-0.0051,-214.08059999999998,0.0102,-3.6452,50,6.692862710399999
-204.5286,-2.739,-0.0031,-210.6843,0.0087,-3.4223,51,6.792862710400001
-201.5622,-2.6426,-0.0015,-207.41519999999997,0.0074,-3.2163,52,6.8928627104
-198.6805,-2.5674,-0.0012,-204.2685,0.0063,-3.0257,53,6.9928627104
-195.88,-2.5127,-0.0023,-201.23879999999997,0.0054,-2.8492,54,7.092862710400001
-193.1573,-2.478,-0.0034,-198.31969999999998,0.0046,-2.6856,55,7.192862710400001
-178.287,0.2338,-0.0017,-179.9717,0.0016,-1.9184,56,7.7928627104
