cls_elec,ct,disp,int,mod_pauli,pol,index
-1017.2642,-12.5273,-24.6717,-714.0894999999999,398.6697,-58.296,1
-1016.1786,-12.5415,-24.7279,-713.0681999999999,398.6999,-58.3201,2
-1012.9031,-12.5966,-24.9074,-709.9725000000001,398.8371,-58.4025,3
-1007.3879,-12.7098,-25.2419,-704.7103999999999,399.1993,-58.5701,4
-999.5788,-12.9009,-25.7851,-697.0877,400.0556,-58.8785,5
-989.4831,-13.2044,-26.6265,-686.8035999999998,401.9322,-59.4218,6
-977.3323,-13.6792,-27.9044,-673.3522000000002,405.9224,-60.3587,7
-963.9722,-14.4352,-29.829,-655.7576,414.4356,-61.9568,8
-951.8102,-15.7287,-32.7116,-632.0959,432.8515,-64.6969,9
-947.1571,-18.2532,-36.978,-597.9661,473.9484,-69.5262,10
-956.148,-10.8288,-21.3456,-748.8425000000001,292.7834,-53.3035,11
-955.0751,-10.8358,-21.3941,-747.826,292.8053,-53.3263,12
-951.8307,-10.8748,-21.5477,-744.7579000000001,292.9006,-53.4053,13
-946.3415,-10.9707,-21.8335,-739.5666999999999,293.1453,-53.5663,14
-938.5016,-11.1382,-22.297,-732.0795000000002,293.7195,-53.8622,15
-928.2135,-11.3989,-23.0196,-722.0274,294.9823,-54.3777,16
-915.4983,-11.7946,-24.1306,-708.9776999999999,297.6989,-55.2531,17
-900.7742,-12.4025,-25.8217,-692.1868999999999,303.528,-56.7165,18
-885.568,-13.3948,-28.3868,-670.1902,316.318,-59.1586,19
-874.3415,-15.2436,-32.245,-639.7014999999999,345.4318,-63.3032,20
-904.2914,-9.7353,-18.4153,-765.8534000000001,216.0079,-49.4193,21
-903.2406,-9.7384,-18.456,-764.8505,216.0242,-49.4397,22
-900.0584,-9.7688,-18.5861,-761.8243,216.0927,-49.5037,23
-894.6571,-9.8548,-18.8281,-756.7161999999998,216.262,-49.6382,24
-886.8982,-10.0088,-19.2234,-749.3689999999999,216.6523,-49.8909,25
-876.6153,-10.2443,-19.841,-739.5316,217.5132,-50.3442,26
-863.685,-10.5886,-20.8005,-726.8324,219.3677,-51.126,27
-848.2205,-11.098,-22.2771,-710.6644,223.3781,-52.4469,28
-831.0979,-11.8903,-24.5423,-689.8943,232.2773,-54.6411,29
-815.3677,-13.2825,-28.0077,-662.0454,252.9066,-58.2941,30
-859.5418,-8.9804,-15.859,-770.6149,160.0897,-46.3234,31
-858.518,-8.9821,-15.8935,-769.6245,160.1046,-46.3355,32
-855.4147,-9.0089,-16.0014,-766.6540000000001,160.1518,-46.3808,33
-850.136,-9.0891,-16.2034,-761.6406,160.2697,-46.4818,34
-842.5235,-9.2338,-16.5377,-754.4418999999999,160.536,-46.6829,35
-832.3671,-9.4517,-17.0655,-744.8130000000001,161.1333,-47.062,36
-819.4461,-9.7618,-17.8917,-732.4272000000001,162.4137,-47.7413,37
-803.6595,-10.2046,-19.1762,-716.7692999999999,165.1847,-48.9137,38
-785.4059,-10.8618,-21.1689,-696.9343,171.3886,-50.8863,39
-766.6641,-11.9453,-24.2643,-671.0277,186.0089,-54.1629,40
-820.3375,-8.4167,-13.5914,-766.9109000000001,119.1719,-43.7372,41
-819.3431,-8.4186,-13.6202,-765.9422999999999,119.1829,-43.7433,42
-816.3266,-8.4443,-13.7102,-763.0336,119.2174,-43.7699,43
-811.1881,-8.5194,-13.8794,-758.1258,119.2993,-43.8382,44
-803.7579,-8.6554,-14.1598,-751.0767,119.4867,-43.9903,45
-793.7993,-8.8601,-14.6075,-741.6632999999999,119.8988,-44.2952,46
-781.0282,-9.1475,-15.3137,-729.5702000000001,120.7895,-44.8703,47
-765.195,-9.5461,-16.4252,-714.3459000000001,122.7175,-45.8971,48
-746.3529,-10.1131,-18.1736,-695.2443,127.0619,-47.6666,49
-725.6712,-10.9906,-20.923,-670.7814,137.439,-50.6356,50
-785.535,-7.9574,-11.6341,-757.4934,89.095,-41.4619,51
-784.5705,-7.9613,-11.6569,-756.5490000000001,89.1025,-41.4628,52
-781.6436,-7.9864,-11.7325,-753.7086999999999,89.1264,-41.4726,53
-776.6523,-8.0561,-11.8731,-748.9109,89.1833,-41.5127,54
-769.422,-8.1836,-12.1061,-742.0157999999999,89.3151,-41.6192,55
-759.7005,-8.3772,-12.4832,-732.8109000000001,89.6066,-41.8566,56
-747.1637,-8.6483,-13.087,-720.9984999999999,90.2315,-42.331,57
-731.462,-9.0177,-14.0449,-706.1614999999999,91.5813,-43.2182,58
