cls_elec,ct,disp,int,mod_pauli,pol,index
-2469.3379,-198.2856,-44.3636,-1804.4843999999998,1213.7761,-306.2734,1
-2468.2514,-199.5106,-44.3985,-1805.2684000000002,1213.4661,-306.574,2
-2464.9754,-203.0204,-44.5153,-1807.3646,1212.5837,-307.4372,3
-2459.4692,-208.3743,-44.7443,-1810.0524,1211.2929,-308.7575,4
-2451.6967,-215.0314,-45.1389,-1812.3179,1209.9373,-310.3882,5
-2441.7023,-222.5425,-45.7863,-1813.0634,1209.168,-312.2003,6
-2429.79,-230.6725,-46.8236,-1811.1381000000001,1210.3033,-314.1553,7
-2416.9497,-239.4391,-48.4622,-1805.1254000000001,1216.1225,-316.3969,8
-2405.8793,-249.1095,-51.008,-1792.6351000000002,1232.7729,-319.4112,9
-2403.4898,-260.3878,-54.8904,-1768.5644,1274.4968,-324.2932,10
-2306.4131,-161.6695,-38.4395,-1882.2736000000002,899.6523,-275.4038,11
-2305.3355,-162.5882,-38.4709,-1882.5888000000002,899.4469,-275.6411,12
-2302.0787,-165.2468,-38.5775,-1883.3568,898.8687,-276.3225,13
-2296.5747,-169.3482,-38.7844,-1884.0677,898.0288,-277.3892,14
-2288.7296,-174.4954,-39.1403,-1883.9621000000002,897.1631,-278.7599,15
-2278.4706,-180.3533,-39.7231,-1882.1862999999998,896.7208,-280.3601,16
-2265.8689,-186.7544,-40.6544,-1877.8256999999999,897.6164,-282.1644,17
-2251.4462,-193.7234,-42.1274,-1869.7523999999999,901.8137,-284.2691,18
-2236.9454,-201.4831,-44.4374,-1856.1082999999999,913.7509,-286.9933,19
-2227.2871,-210.5432,-48.0132,-1832.9954000000002,943.9637,-291.1156,20
-2170.1908,-134.8146,-33.2585,-1920.214,669.1881,-251.1382,21
-2169.1333,-135.518,-33.2896,-1920.2026,669.0522,-251.3139,22
-2165.9319,-137.569,-33.3841,-1920.0478,668.6685,-251.8313,23
-2160.5021,-140.7691,-33.5705,-1919.3747000000003,668.1234,-252.6564,24
-2152.7128,-144.8314,-33.8887,-1917.6028999999996,667.5722,-253.7422,25
-2142.4138,-149.497,-34.4018,-1914.045,667.3257,-255.0581,26
-2129.5157,-154.6335,-35.2261,-1907.9489,668.0287,-256.6023,27
-2114.2054,-160.2684,-36.5431,-1898.3926,671.0782,-258.4539,28
-2097.5178,-166.5807,-38.6216,-1883.9018,679.675,-260.8567,29
-2082.8534,-173.9598,-41.8802,-1861.4787000000001,701.5952,-264.3805,30
