cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-1614.5968,-47.772,-14.5003,-794.7713999999999,1364.1038,-482.0061,1,1.6447553162000004
-1533.7988,-44.4778,-14.2908,-1035.954,1005.3861,-448.7727,2,1.7447553162
-1459.6892,-43.3236,-13.5646,-1194.9913000000001,742.2492,-420.6631,3,1.8447553161999997
-1391.7305,-43.8691,-12.579,-1294.9276,549.2683,-396.0173,4,1.9447553162000002
-1329.3013,-45.946,-11.4687,-1352.8647,407.5908,-373.7395,5,2.0447553162
-1271.8187,-49.3898,-10.3382,-1381.286,303.3643,-353.1036,6,2.1447553162000004
-1218.7663,-53.927,-9.209,-1389.2161,226.4805,-333.7943,7,2.2447553162
-1169.6898,-59.2305,-8.1372,-1383.0932,169.6207,-315.6564,8,2.3447553161999997
-1124.1884,-65.0275,-7.136,-1367.5672,127.4298,-298.6451,9,2.4447553162
-1081.907,-71.1491,-6.2005,-1345.9289999999999,96.0357,-282.7081,10,2.5447553162
-1042.532,-77.5873,-5.3556,-1320.5502000000001,72.5947,-267.67,11,2.6447553162000004
-1005.7866,-84.4342,-4.5861,-1293.1007,55.0406,-253.3344,12,2.7447553162
-971.4274,-91.833,-3.9017,-1264.7772,41.8476,-239.4627,13,2.8447553161999997
-939.24,-99.9273,-3.3004,-1236.4059,31.904,-225.8422,14,2.9447553162
-909.0355,-108.8169,-2.781,-1208.5744,24.3789,-212.3199,15,3.0447553162
-880.6459,-118.5132,-2.324,-1181.6526,18.6773,-198.8468,16,3.1447553162000004
-853.9216,-128.9685,-1.9375,-1155.9005000000002,14.3353,-185.4082,17,3.2447553162
-828.7285,-140.0713,-1.6118,-1131.4528,11.0294,-172.0706,18,3.3447553162000005
-804.9455,-151.6636,-1.3356,-1108.3934,8.5019,-158.9506,19,3.4447553161999993
-782.4631,-163.5675,-1.1049,-1086.7473,6.5666,-146.1784,20,3.5447553162
-761.182,-175.6034,-0.9131,-1066.5026,5.0882,-133.8923,21,3.6447553162000013
-741.0118,-187.6172,-0.7564,-1047.6398,3.9505,-122.2049,22,3.7447553162
-721.8702,-199.4766,-0.6258,-1030.1099,3.0775,-111.2148,23,3.8447553161999997
-703.6825,-211.0815,-0.5168,-1013.8566,2.4084,-100.9842,24,3.9447553162
-686.3803,-222.3613,-0.4292,-998.8233000000001,1.8892,-91.5417,25,4.044755316200001
-669.9016,-233.2698,-0.3578,-984.9367000000001,1.4895,-82.897,26,4.1447553162
-654.1896,-243.7866,-0.2982,-972.1243999999999,1.1837,-75.0337,27,4.2447553162
-639.1925,-253.9112,-0.2492,-960.323,0.9437,-67.9138,28,4.3447553162
-624.863,-263.6521,-0.2098,-949.4613,0.7551,-61.4915,29,4.4447553162
-611.1579,-273.0231,-0.1776,-939.4664,0.6109,-55.7187,30,4.544755316200001
-598.0375,-282.0455,-0.151,-930.2792000000001,0.4975,-50.5427,31,4.6447553162
-585.4654,-290.7437,-0.1282,-921.8409,0.4043,-45.9079,32,4.7447553162
-573.4081,-299.1426,-0.1092,-914.0891999999999,0.3309,-41.7602,33,4.8447553162000005
-561.8349,-307.2663,-0.0935,-906.9682999999999,0.2753,-38.0489,34,4.944755316200001
-550.7174,-315.134,-0.0808,-900.4297999999999,0.2299,-34.7275,35,5.0447553162
-540.0293,-322.7655,-0.0702,-894.4277999999999,0.1896,-31.7524,36,5.1447553162
-529.7465,-330.179,-0.0612,-888.9149,0.1564,-29.0846,37,5.2447553162
-519.8464,-337.3893,-0.0534,-883.8471,0.1312,-26.6892,38,5.3447553162000005
-510.3082,-344.4077,-0.0468,-879.1876,0.1107,-24.5356,39,5.444755316199999
-501.1126,-351.2442,-0.0413,-874.9026999999999,0.0919,-22.5965,40,5.544755316200001
-492.2416,-357.9078,-0.0365,-870.9577000000002,0.0755,-20.8473,41,5.6447553162
-483.6783,-364.4056,-0.0322,-867.3186,0.0639,-19.2664,42,5.744755316199999
-475.4071,-370.7436,-0.0285,-863.9585000000001,0.0557,-17.835,43,5.8447553162
-467.4135,-376.9269,-0.0252,-860.8539000000001,0.0483,-16.5366,44,5.944755316200001
-459.6838,-382.9596,-0.0225,-857.9824,0.0401,-15.3566,45,6.044755316199999
-452.2051,-388.8454,-0.0201,-855.3204999999999,0.0322,-14.2821,46,6.1447553162
-444.9655,-394.5879,-0.0181,-852.8472,0.0263,-13.302,47,6.244755316200001
-437.9538,-400.1908,-0.0162,-850.5448,0.0224,-12.4064,48,6.3447553162
-431.1594,-405.6573,-0.0146,-848.3988,0.0193,-11.5868,49,6.444755316200001
-424.5724,-410.99,-0.0131,-846.3947000000001,0.0162,-10.8354,50,6.544755316199999
-418.1835,-416.1917,-0.0119,-844.5194,0.0131,-10.1454,51,6.6447553162
-411.9839,-421.2653,-0.0107,-842.7597000000001,0.011,-9.5108,52,6.7447553162
-405.9654,-426.2139,-0.0097,-841.1052999999999,0.0099,-8.9262,53,6.8447553162
-400.12,-431.0404,-0.0088,-839.5468999999999,0.0091,-8.3868,54,6.944755316200001
-394.4406,-435.7471,-0.008,-838.0761000000001,0.008,-7.8884,55,7.044755316200001
-383.5519,-444.8217,-0.0066,-835.3760000000001,0.0045,-7.0003,56,7.2447553162
-378.3299,-449.2123,-0.0061,-834.1492,0.0032,-6.6041,57,7.3447553162
-373.2481,-453.5043,-0.0055,-832.9913,0.0027,-6.2361,58,7.444755316200001
-368.3011,-457.6955,-0.0051,-831.8931,0.0025,-5.8939,59,7.544755316200001
-363.4834,-461.7858,-0.0046,-830.8468,0.0023,-5.5753,60,7.6447553162
