cls_elec,ct,disp,int,mod_pauli,pol,index
-740.8483,-43.3889,-49.0678,-534.9236999999999,357.8075,-59.4262,1
-740.0531,-43.5798,-49.0824,-534.8009,357.6223,-59.7079,2
-737.6393,-44.13,-49.0887,-534.3144000000001,357.0779,-60.5343,3
-733.5204,-44.9835,-49.1328,-533.2796999999999,356.2072,-61.8502,4
-727.5476,-46.0634,-49.2393,-531.3753,355.063,-63.588,5
-719.5047,-47.2989,-49.4482,-528.2104999999999,353.7227,-65.6814,6
-709.113,-48.6526,-49.8532,-523.4006,352.3174,-68.0992,7
-696.0752,-50.134,-50.6209,-516.5743,351.1404,-70.8846,8
-680.2626,-51.7962,-52.0142,-507.2660000000001,350.9992,-74.1922,9
-662.3851,-53.765,-54.5932,-494.741,354.3488,-78.3465,10
-697.1738,-37.127,-42.1205,-547.9991,277.583,-49.1608,11
-696.3996,-37.2776,-42.1261,-547.7722,277.4432,-49.4121,12
-694.0487,-37.715,-42.1495,-547.0338,277.0316,-50.1522,13
-690.0351,-38.3994,-42.1953,-545.6007000000001,276.3719,-51.3428,14
-684.2092,-39.2746,-42.296,-543.21,275.502,-52.9322,15
-676.3503,-40.2842,-42.4454,-539.4755,274.4783,-54.8739,16
-666.1624,-41.4001,-42.8272,-534.1431,273.3964,-57.1498,17
-653.2964,-42.6343,-43.5045,-526.7674999999999,272.4691,-59.8014,18
-637.4756,-44.0337,-44.7886,-516.9811,272.2843,-62.9675,19
-618.9923,-45.7062,-47.0863,-504.0504,274.6624,-66.928,20
-660.4468,-32.0626,-36.246,-554.4468,215.6587,-41.3501,21
-659.6929,-32.1814,-36.2565,-554.153,215.5528,-41.575,22
-657.4034,-32.5286,-36.2756,-553.2099000000001,215.2411,-42.2434,23
-653.4931,-33.0774,-36.3255,-551.4807000000001,214.7403,-43.325,24
-647.8131,-33.7858,-36.4188,-548.7209999999999,214.0781,-44.7814,25
-640.141,-34.613,-36.586,-544.6237,213.2958,-46.5795,26
-630.1715,-35.5375,-36.9034,-538.8585,212.464,-48.7101,27
-617.5216,-36.5718,-37.5015,-531.0706,211.7386,-51.2143,28
-601.809,-37.7579,-38.5995,-520.8389999999999,211.5489,-54.2215,29
-583.0139,-39.1872,-40.6749,-507.6172,213.2439,-57.9851,30
-629.1813,-27.826,-31.1717,-555.8906000000001,167.7896,-35.5012,31
-628.447,-27.9193,-31.1868,-555.5512,167.7094,-35.7075,32
-626.2169,-28.1948,-31.1945,-554.4493,167.4729,-36.316,33
-622.4069,-28.635,-31.2398,-552.4948999999999,167.0921,-37.3053,34
-616.8696,-29.2085,-31.3133,-549.4499,166.5873,-38.6458,35
-609.3834,-29.8871,-31.4764,-545.0701,165.9892,-40.3124,36
-599.6385,-30.6572,-31.7609,-539.0074,165.3504,-42.3012,37
-587.2307,-31.5274,-32.2911,-530.9188999999999,164.7862,-44.6559,38
-571.7044,-32.5383,-33.2855,-520.4112,164.612,-47.495,39
-552.8079,-33.7679,-35.1097,-506.91889999999995,165.8269,-51.0603,40
-602.2353,-24.2245,-26.8745,-553.6701,130.7321,-31.0679,41
-601.5199,-24.2989,-26.8781,-553.2818,130.6712,-31.2561,42
-599.3469,-24.5197,-26.897,-552.0851,130.4914,-31.8129,43
-595.6337,-24.8717,-26.92,-549.9439,130.2015,-32.72,44
-590.235,-25.3352,-27.0139,-546.7225999999999,129.8163,-33.9548,45
-582.9311,-25.8938,-27.1623,-542.1261000000001,129.3587,-35.4976,46
-573.4113,-26.5364,-27.3748,-535.8036,128.8685,-37.3496,47
-561.2595,-27.2726,-27.8575,-527.5112,128.4318,-39.5534,48
