cls_elec,ct,disp,int,mod_pauli,pol,index
-2355.8217,-46.6251,-28.1042,-2064.9685,881.2701,-515.6876,1
-2355.0105,-46.7919,-28.2237,-2063.5416999999998,881.9532,-515.4688,2
-2352.6352,-47.3027,-28.6047,-2059.1672000000003,884.2028,-514.8274,3
-2348.9056,-48.1847,-29.2932,-2051.6311,888.6028,-513.8504,4
-2344.3067,-49.4978,-30.3717,-2040.5157000000002,896.3741,-512.7136,5
-2339.8785,-51.3346,-31.9618,-2025.0265999999997,909.8746,-511.7263,6
-2337.8149,-53.8315,-34.247,-2003.6549999999997,933.6383,-511.3999,7
-2342.7482,-57.2627,-37.458,-1973.4218999999998,976.6662,-512.6192,8
-2364.5605,-62.3059,-41.8783,-1928.0973000000001,1057.5585,-516.9111,9
-2424.7062,-70.8434,-47.8269,-1854.1731,1216.4201,-527.2167,10
-2249.8707,-48.566,-24.9909,-2153.6888999999996,653.5855,-483.8468,11
-2248.9507,-48.7149,-25.0962,-2152.307,654.0692,-483.6144,12
-2246.217,-49.1617,-25.4235,-2148.0947,655.6473,-482.9398,13
-2241.7729,-49.9248,-26.0189,-2140.8741999999997,658.7299,-481.8875,14
-2235.8851,-51.0578,-26.9572,-2130.3184,664.1736,-480.5919,15
-2229.186,-52.6466,-28.3504,-2115.8652,673.617,-479.2992,16
-2223.118,-54.7975,-30.3765,-2096.3997999999997,690.3029,-478.4107,17
-2220.9146,-57.679,-33.2672,-2069.7257,720.7534,-478.6183,18
-2229.8088,-61.7148,-37.321,-2031.2501999999997,778.7043,-481.1099,19
-2266.1468,-68.104,-42.9025,-1970.6898,894.5447,-488.0812,20
-2153.4266,-52.8094,-22.0381,-2196.6674,486.3932,-454.7865,21
-2152.4515,-52.934,-22.1293,-2195.3216,486.7355,-454.5423,22
-2149.5313,-53.3182,-22.4133,-2191.2418000000002,487.8518,-453.8308,23
-2144.6965,-53.9888,-22.9267,-2184.2928,490.0316,-452.7124,24
-2138.0632,-54.9943,-23.74,-2174.2287,493.8607,-451.2919,25
-2129.9749,-56.4027,-24.9608,-2160.5997,500.5067,-449.768,26
-2121.3286,-58.301,-26.7467,-2142.5760999999998,512.2797,-448.4795,27
-2114.3166,-60.8081,-29.3324,-2118.5519000000004,533.8799,-447.9747,28
-2114.1496,-64.1917,-33.0211,-2085.1108000000004,575.4511,-449.1995,29
-2133.1613,-69.2478,-38.2061,-2034.5137000000002,659.9151,-453.8136,30
-2065.0256,-58.4216,-19.2979,-2207.5933,363.2261,-428.0743,31
-2064.0294,-58.5273,-19.375,-2206.2869,363.4675,-427.8227,32
-2061.0316,-58.8686,-19.6206,-2202.3278999999998,364.2676,-427.0747,33
-2056.0146,-59.4829,-20.065,-2195.6388,365.8116,-425.8879,34
-2048.9913,-60.4091,-20.7686,-2186.0002000000004,368.5322,-424.3634,35
-2040.1037,-61.6951,-21.828,-2173.0668,373.2341,-422.6741,36
-2029.8563,-63.4121,-23.4012,-2156.1897,381.5729,-421.093,37
-2019.6708,-65.6496,-25.7021,-2134.1877,396.9388,-420.104,38
-2013.2201,-68.5815,-29.0401,-2104.5459,426.7717,-420.4759,39
-2019.7051,-72.7452,-33.8192,-2061.378,488.4027,-423.5112,40
-1983.5592,-64.5148,-16.7943,-2196.3096,272.1554,-403.5967,41
-1982.5629,-64.6161,-16.8615,-2195.0431,272.3291,-403.3317,42
