cls_elec,ct,disp,int,mod_pauli,pol,index
-1176.0985,-56.8139,-39.0506,-724.2190000000002,590.872,-43.128,1
-1174.8726,-57.1501,-39.0493,-724.1883999999999,590.5407,-43.6571,2
-1171.1539,-58.0995,-39.0506,-723.946,589.5632,-45.2052,3
-1164.8171,-59.5211,-39.0671,-723.0663000000001,588.0079,-47.6689,4
-1155.6467,-61.2561,-39.1185,-720.9497000000001,585.9784,-50.9068,5
-1143.329,-63.175,-39.2328,-716.8984999999999,583.6249,-54.7866,6
-1127.4483,-65.2033,-39.4562,-710.1536,581.1834,-59.2292,7
-1107.5068,-67.334,-39.8704,-699.8857,579.0755,-64.25,8
-1083.0243,-69.628,-40.6147,-685.0769,578.182,-69.9919,9
-1053.8798,-72.2142,-41.9233,-664.1956,580.6088,-76.7871,10
-1079.0643,-41.0123,-33.2248,-761.0792,427.6224,-35.4002,11
-1077.884,-41.244,-33.2249,-760.8052,427.3957,-35.848,12
-1074.3019,-41.9004,-33.2311,-759.8688999999999,426.7305,-37.166,13
-1068.1928,-42.8916,-33.2563,-757.9580000000001,425.6676,-39.2849,14
-1059.3394,-44.1194,-33.3165,-754.6162000000002,424.2703,-42.1112,15
-1047.4207,-45.5042,-33.435,-749.2739999999999,422.6384,-45.5525,16
-1031.9991,-47.0041,-33.6499,-741.2710999999999,420.9318,-49.5498,17
-1012.5192,-48.6204,-34.0308,-729.8456,419.4403,-54.1155,18
-988.3571,-50.401,-34.7064,-714.0377,418.7903,-59.3635,19
-959.0448,-52.4451,-35.8889,-692.4592000000001,420.4879,-65.5683,20
-1001.2968,-29.9162,-28.2747,-777.7347000000001,311.8593,-30.1063,21
-1000.1606,-30.0773,-28.2769,-777.3043,311.7038,-30.4933,22
-996.7115,-30.5359,-28.2867,-775.9231,311.247,-31.636,23
-990.8253,-31.2352,-28.3154,-773.3468999999999,310.5153,-33.4863,24
-982.2858,-32.1154,-28.3771,-769.2121000000001,309.5426,-35.9764,25
-970.7702,-33.1285,-28.4907,-763.0292,308.3989,-39.0387,26
-955.8311,-34.2512,-28.689,-754.206,307.1944,-42.6291,27
-936.8799,-35.4908,-29.034,-742.0262,306.1353,-46.7568,28
-913.2001,-36.8905,-29.6403,-725.5835000000001,305.6654,-51.518,29
