cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-3336.7822,-1035.186,-51.6132,-340.3407999999997,4872.332,-789.0914,1,1.2660764668
-2803.9212,-763.5654,-45.4023,-767.4504000000001,3342.7325,-497.294,2,1.3660764668
-2411.9659,-558.0885,-39.4056,-1050.3315,2302.7404,-343.6119,3,1.4660764668000001
-2120.8215,-411.7572,-33.8502,-1226.1222,1595.8161,-255.5094,4,1.5660764668000002
-1900.7949,-308.0351,-28.8789,-1325.738,1114.1016,-202.1307,5,1.6660764668000003
-1730.7903,-233.7129,-24.5253,-1373.2116,784.3375,-168.5206,6,1.7660764668
-1596.1375,-179.7215,-20.7587,-1386.0653000000002,557.1688,-146.6164,7,1.8660764668
-1486.7453,-140.0914,-17.5565,-1376.5807,399.4608,-131.6483,8,1.9660764668000001
-1395.7014,-110.8044,-14.8428,-1353.1734999999996,289.0149,-120.8398,9,2.0660764668000002
-1318.2638,-89.1202,-12.5618,-1321.4352999999999,210.9774,-112.4669,10,2.1660764668
-1251.1571,-73.107,-10.6193,-1285.0961,155.2996,-105.5123,11,2.2660764668000004
-1192.09,-61.4029,-9.006,-1246.5574,115.2254,-99.2839,12,2.3660764668
-1139.4312,-52.9945,-7.6285,-1207.3976,86.125,-93.4684,13,2.4660764667999997
-1091.994,-47.1644,-6.4771,-1168.5840999999998,64.8361,-87.7847,14,2.5660764668000002
-1048.8945,-43.3211,-5.4936,-1130.7655,49.1252,-82.1815,15,2.6660764668
-1009.4585,-41.0131,-4.6569,-1094.2655,37.4652,-76.6022,16,2.7660764668000004
-973.1605,-39.8662,-3.9442,-1059.2911000000001,28.7506,-71.0708,17,2.8660764668
-939.5829,-39.5939,-3.3404,-1025.9434,22.197,-65.6232,18,2.9660764667999997
-908.3879,-39.937,-2.8151,-994.2441,17.2447,-60.3488,19,3.0660764668000002
-879.2987,-40.7405,-2.3786,-964.2173,13.4624,-55.2619,20,3.1660764668
-852.0855,-41.8598,-2.004,-935.8195000000001,10.5648,-50.435,21,3.2660764668000004
-826.5552,-43.2035,-1.6862,-909.0048999999999,8.3391,-45.8991,22,3.3660764668
-802.544,-44.7046,-1.4193,-883.7397,6.6058,-41.6776,23,3.4660764667999997
-779.9115,-46.3253,-1.1944,-859.9599999999999,5.2531,-37.7819,24,3.5660764668000002
-758.5363,-48.0522,-1.008,-837.6022,4.1967,-34.2024,25,3.6660764668000008
-738.3124,-49.8625,-0.8479,-816.6188999999999,3.3534,-30.9495,26,3.7660764668000004
-719.1468,-51.755,-0.715,-796.9408999999999,2.6761,-28.0002,27,3.8660764668
-700.9567,-53.7364,-0.6069,-778.4844999999999,2.144,-25.3285,28,3.9660764667999997
-683.6688,-55.8037,-0.5142,-761.1881000000001,1.7238,-22.9252,29,4.0660764668
-667.2168,-57.9553,-0.436,-744.9981000000001,1.3793,-20.7693,30,4.166076466800001
-651.5414,-60.1966,-0.3727,-729.8428999999999,1.099,-18.8312,31,4.2660764668
-636.5885,-62.5257,-0.3198,-715.6471,0.8802,-17.0933,32,4.3660764668
-622.3093,-64.9403,-0.2744,-702.3556,0.7061,-15.5377,33,4.466076466800001
-608.659,-67.4368,-0.2361,-689.9187999999999,0.5576,-14.1445,34,4.566076466800001
-595.597,-70.0111,-0.2033,-678.2755000000001,0.4326,-12.8967,35,4.6660764668
-583.0858,-72.6584,-0.175,-667.3610999999999,0.3373,-11.7792,36,4.7660764668
-571.0913,-75.374,-0.1519,-657.1229999999999,0.2693,-10.7751,37,4.8660764668
-559.5818,-78.1509,-0.1327,-647.5208,0.2161,-9.8715,38,4.966076466800001
-548.5284,-80.9811,-0.1163,-638.5156000000001,0.1686,-9.0584,39,5.066076466799999
-537.9044,-83.8552,-0.1015,-630.0613,0.1274,-8.3276,40,5.166076466800001
-527.6851,-86.765,-0.0887,-622.1109,0.0968,-7.6689,41,5.2660764668
-517.8476,-89.7032,-0.0779,-614.6251000000002,0.0772,-7.0736,42,5.3660764668
-508.3708,-92.6625,-0.0689,-607.5729,0.0636,-6.5343,43,5.4660764668
-499.2352,-95.6352,-0.0611,-600.9276,0.0494,-6.0455,44,5.5660764668
-490.4226,-98.6139,-0.0542,-594.6597,0.0334,-5.6024,45,5.6660764668
-481.916,-101.5925,-0.0481,-588.7365,0.0195,-5.1994,46,5.7660764668
-473.6997,-104.5647,-0.0427,-583.1273,0.0121,-4.8323,47,5.866076466800001
-465.7591,-107.5247,-0.038,-577.8075,0.0116,-4.4973,48,5.966076466800001
-458.0805,-110.4679,-0.034,-572.7591,0.0141,-4.1908,49,6.066076466799999
-450.6511,-113.39,-0.0304,-567.9667999999999,0.0151,-3.9104,50,6.166076466799999
-443.4589,-116.2866,-0.0273,-563.4143,0.012,-3.6535,51,6.2660764667999995
-436.4927,-119.1539,-0.0246,-559.0822,0.0066,-3.4176,52,6.366076466800001
-429.7421,-121.9888,-0.0223,-554.9517999999999,0.0021,-3.2007,53,6.4660764668
-423.1971,-124.7886,-0.0201,-551.0059999999999,0.0008,-3.001,54,6.566076466800001
-416.8485,-127.5513,-0.0183,-547.2323999999999,0.0024,-2.8167,55,6.6660764668
-410.6876,-130.2757,-0.0166,-543.6216000000001,0.0049,-2.6466,56,6.7660764668
-404.7061,-132.9593,-0.0151,-540.1636,0.0062,-2.4893,57,6.8660764668
-398.8964,-135.6007,-0.0139,-536.8497000000001,0.0049,-2.3436,58,6.966076466799999
