cls_elec,cls_elec_3b,ct,ct_3b,disp,disp_3b,has_ion,int,int_3b,mod_pauli,mod_pauli_3b,pol,pol_3b,index
2.7899,0.0,-0.1062,0.0012999999999999887,-2.0675,-0.0034999999999998366,0.0,1.1666999999999998,0.0681000000000001,0.9097,-0.0046000000000000485,-0.3592,0.0749,46
3.9,-2.220446049250313e-16,-0.0777,0.00019999999999998838,-1.8745,-0.008400000000000019,0.0,2.1331999999999995,-0.24030000000000024,0.7859,-0.007299999999999973,-0.6005,-0.2248,47
-44.6771,-7.105427357601002e-15,-13.3112,0.032500000000002416,-11.4371,-0.012199999999999989,0.0,-18.313200000000002,0.11489999999999068,58.461,0.08419999999999561,-7.3488,0.010399999999999743,48
5.9136,-9.999999999976694e-5,-0.21,-0.007599999999999989,-3.7282,-0.033700000000000174,0.0,3.2109999999999994,-0.07999999999999982,1.9471,-0.019099999999999867,-0.7115,-0.019500000000000017,49
-0.7726,4.440892098500626e-16,-0.1671,-0.0006000000000000033,-2.9461,-0.01179999999999981,0.0,-3.1393999999999997,-0.16949999999999948,1.47,-0.002000000000000113,-0.7236,-0.15510000000000002,50
4.123,4.440892098500626e-16,-0.0698,0.00019999999999999315,-1.4938,-0.0029000000000000137,0.0,2.8689000000000004,-0.11089999999999953,0.7102,-0.0038999999999999578,-0.4007,-0.10429999999999999,51
2.5058,-9.999999999998899e-5,-0.0676,0.0007000000000000008,-1.4547,-0.0011000000000001148,0.0,1.4113999999999995,-0.018200000000000098,0.7116,-0.0019000000000000009,-0.2837,-0.015799999999999995,52
-68.1457,-0.00010000000000331966,-19.4968,-1.1027999999999984,-18.0721,0.1830000000000016,0.0,-37.535399999999996,-3.5183999999999847,80.6611,-0.49399999999998556,-12.4819,-2.104499999999999,53
-33.4209,-7.105427357601002e-15,-7.7486,-0.06309999999999949,-8.1049,-0.002400000000000624,0.0,-19.117700000000006,-0.2796000000000065,34.7932,-0.007899999999999352,-4.6365,-0.20619999999999994,54
-32.4967,7.105427357601002e-15,-6.5478,0.024399999999999977,-7.7026,-0.0019000000000000128,0.0,-19.886199999999995,0.14160000000000839,30.6901,-0.026599999999998403,-3.8292,0.14569999999999972,55
6.492,2.7755575615628914e-16,-0.1055,3.903127820947816e-18,-1.7793,-0.0015000000000000221,0.0,5.3996,-0.013799999999999778,1.1253,0.0020999999999999357,-0.3329,-0.014399999999999972,56
-6.5397,8.881784197001252e-16,-0.2024,-0.0005999999999999894,-2.6593,-0.002200000000000202,0.0,-7.4677,-0.017999999999999683,2.3762,-0.006700000000000372,-0.4425,-0.008500000000000008,57
-4.8314,0.0,-0.111,1.3877787807814457e-17,-1.3892,-0.0011999999999998678,0.0,-5.9395,0.02450000000000023,0.6543,-0.0016999999999999238,-0.2622,0.027400000000000008,58
