cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-11.9795,-0.0256,-0.1865,1.0,-12.880600000000001,0.0367,-0.7257,1
-20.3819,-0.6166,-2.8396,1.0,-24.3682,2.6319,-3.162,2
-51.7902,-8.5661,-9.0546,1.0,-48.1866,30.0798,-8.8555,3
-56.8783,-13.4851,-10.2597,1.0,-49.938,41.8176,-11.1325,4
-25.0613,-0.5295,-1.948,1.0,-28.8449,1.4336,-2.7397,5
-11.2295,-0.041,-0.186,1.0,-12.186300000000001,0.0405,-0.7703,6
-5.0384,-0.0213,-0.1736,1.0,-5.863800000000001,0.0325,-0.663,7
-67.583,-15.9605,-11.5479,1.0,-54.426500000000004,53.0802,-12.4153,8
-3.4413,-0.2895,-1.3258,1.0,-6.361700000000001,0.7936,-2.0987,9
-63.5232,-12.8047,-10.7093,1.0,-54.01390000000001,43.9073,-10.884,10
-12.7345,-2.1415,-5.3591,0.0,-9.212,13.0515,-2.0284,11
-0.0341,-0.0006,-0.0374,0.0,-0.08239999999999999,0.0001,-0.0104,12
-1.0975,-0.0026,-0.0946,0.0,-1.2169999999999999,0.0028,-0.0251,13
-40.4115,-11.0323,-9.7979,0.0,-14.517899999999997,52.7219,-5.9981,14
-37.9399,-10.2707,-9.5167,0.0,-14.1461,49.1462,-5.565,15
1.6538,-0.2323,-1.8877,0.0,0.4398999999999998,1.4092,-0.5031,16
-4.1431,-0.0293,-0.6013,0.0,-4.81,0.1481,-0.1844,17
-0.0803,-0.0031,-0.123,0.0,-0.23199999999999996,0.0045,-0.0301,18
2.8472,-0.1929,-1.822,0.0,1.7862000000000002,1.2918,-0.3379,19
1.1422,-0.1685,-1.6971,0.0,0.0169,1.1354,-0.3951,20
-45.919,-13.2827,-10.5398,0.0,-14.887099999999995,61.792,-6.9376,21
3.5403,-0.2814,-2.3659,0.0,2.6452999999999993,2.2008,-0.4485,22
-1.3942,-0.0417,-1.1051,0.0,-2.2303,0.5174,-0.2067,23
-18.0084,-2.3188,-5.3183,0.0,-14.3793,13.3881,-2.1219,24
-37.2376,-10.3934,-9.6915,0.0,-12.512999999999996,50.4528,-5.6433,25
-6.8984,-0.1825,-1.8829,0.0,-7.8914,1.4012,-0.3288,26
-32.259,-9.869,-9.1673,0.0,-11.394999999999998,45.1214,-5.2211,27
-7.8613,-1.6659,-5.2497,0.0,-5.5813999999999995,10.9175,-1.722,28
0.0149,-0.0027,-0.0991,0.0,-0.11109999999999999,0.0029,-0.0271,29
0.0399,-0.0002,-0.0156,0.0,0.0205,-0.0,-0.0036,30
-0.2096,-0.0006,-0.0372,0.0,-0.2561,0.0001,-0.0088,31
-22.7236,-4.538,-8.4305,0.0,-7.254600000000002,31.6205,-3.183,32
-1.0929,-0.0019,-0.0832,0.0,-1.1987999999999999,0.0019,-0.0227,33
1.5531,-0.0074,-0.1917,0.0,1.3136999999999999,0.012,-0.0523,34
0.6569,-0.0025,-0.1187,0.0,0.5124000000000001,0.0043,-0.0276,35
0.0942,-0.0024,-0.1068,0.0,-0.028999999999999995,0.0036,-0.0176,36
-4.0055,-0.0606,-0.8573,0.0,-4.757599999999999,0.3258,-0.16,37
2.7154,-0.0572,-1.1735,0.0,1.8502,0.5553,-0.1898,38
-39.7896,-10.34,-9.7314,0.0,-14.625800000000002,50.8653,-5.6301,39
-2.0027,-0.3269,-2.6599,0.0,-2.8583000000000003,2.658,-0.5268,40
0.3245,-0.0921,-1.1004,0.0,-0.6824,0.4732,-0.2876,41
-0.2237,-0.0039,-0.1347,0.0,-0.3894,0.0058,-0.0329,42
-18.2591,-3.9665,-6.758,0.0,-9.816400000000002,22.2078,-3.0406,43
0.8515,-0.0014,-0.0799,0.0,0.7437,0.0014,-0.0279,44
-22.8351,-5.473,-7.4161,0.0,-11.432200000000002,27.5412,-3.2492,45
-39.2388,-11.1772,-9.8849,0.0,-13.079999999999995,53.2036,-5.9827,46
-1.0388,-0.0014,-0.0771,0.0,-1.1390999999999998,0.0012,-0.023,47
0.0867,-0.085,-1.1092,0.0,-0.8916,0.4937,-0.2778,48
-19.8176,-3.1945,-6.2913,0.0,-13.602699999999997,18.3318,-2.6311,49
-1.5385,-0.0024,-0.0812,0.0,-1.6438,0.0019,-0.0236,50
-39.5131,-10.9935,-9.8135,0.0,-13.75,52.4919,-5.9218,51
1.7062,-0.193,-1.795,0.0,0.6185999999999998,1.2466,-0.3462,52
-0.7765,-0.0019,-0.0898,0.0,-0.8792,0.0022,-0.0132,53
1.1749,-0.1967,-1.8758,0.0,0.06949999999999992,1.3606,-0.3935,54
-17.1582,-2.6214,-5.7484,0.0,-12.1861,15.2483,-1.9064,55
-11.9795,-0.0256,-0.1865,1.0,-12.880600000000001,0.0367,-0.7257,56
-20.3819,-0.6166,-2.8396,1.0,-24.3682,2.6319,-3.162,57
-51.7902,-8.5661,-9.0546,1.0,-48.1866,30.0798,-8.8555,58
-56.8783,-13.4851,-10.2597,1.0,-49.938,41.8176,-11.1325,59
-25.0613,-0.5295,-1.948,1.0,-28.8449,1.4336,-2.7397,60
-11.2295,-0.041,-0.186,1.0,-12.186300000000001,0.0405,-0.7703,61
-5.0384,-0.0213,-0.1736,1.0,-5.863800000000001,0.0325,-0.663,62
-67.583,-15.9605,-11.5479,1.0,-54.426500000000004,53.0802,-12.4153,63
-3.4413,-0.2895,-1.3258,1.0,-6.361700000000001,0.7936,-2.0987,64
-63.5232,-12.8047,-10.7093,1.0,-54.01390000000001,43.9073,-10.884,65
-12.7345,-2.1415,-5.3591,0.0,-9.212,13.0515,-2.0284,66
-0.0341,-0.0006,-0.0374,0.0,-0.08239999999999999,0.0001,-0.0104,67
-1.0975,-0.0026,-0.0946,0.0,-1.2169999999999999,0.0028,-0.0251,68
-40.4115,-11.0323,-9.7979,0.0,-14.517899999999997,52.7219,-5.9981,69
-37.9399,-10.2707,-9.5167,0.0,-14.1461,49.1462,-5.565,70
1.6538,-0.2323,-1.8877,0.0,0.4398999999999998,1.4092,-0.5031,71
-4.1431,-0.0293,-0.6013,0.0,-4.81,0.1481,-0.1844,72
-0.0803,-0.0031,-0.123,0.0,-0.23199999999999996,0.0045,-0.0301,73
2.8472,-0.1929,-1.822,0.0,1.7862000000000002,1.2918,-0.3379,74
1.1422,-0.1685,-1.6971,0.0,0.0169,1.1354,-0.3951,75
-45.919,-13.2827,-10.5398,0.0,-14.887099999999995,61.792,-6.9376,76
3.5403,-0.2814,-2.3659,0.0,2.6452999999999993,2.2008,-0.4485,77
-1.3942,-0.0417,-1.1051,0.0,-2.2303,0.5174,-0.2067,78
