cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-73.7965,-18.7178,-11.9714,1.0,-60.9991,59.1975,-15.7109,1
-70.1575,-12.5075,-11.0564,1.0,-60.19010000000001,46.0836,-12.5523,2
-27.1912,-0.5056,-1.8317,1.0,-31.2388,1.3501,-3.0604,3
-67.6607,-14.8237,-10.9324,1.0,-59.275000000000006,47.7792,-13.6374,4
-6.1471,-0.0211,-0.1589,1.0,-7.0573,0.0285,-0.7587,5
-4.4544,-0.2353,-1.3583,1.0,-7.6141,0.8131,-2.3792,6
-9.1593,-0.0407,-0.3421,1.0,-10.5416,0.0947,-1.0942,7
-5.4999,-0.3483,-1.3633,1.0,-8.8751,0.884,-2.5476,8
-66.883,-14.1645,-10.5518,1.0,-60.359300000000005,44.5115,-13.2715,9
-5.0127,-0.426,-1.5662,1.0,-8.6646,1.1104,-2.7701,10
-73.7965,-18.7178,-11.9714,1.0,-60.9991,59.1975,-15.7109,56
-70.1575,-12.5075,-11.0564,1.0,-60.19010000000001,46.0836,-12.5523,57
-27.1912,-0.5056,-1.8317,1.0,-31.2388,1.3501,-3.0604,58
-67.6607,-14.8237,-10.9324,1.0,-59.275000000000006,47.7792,-13.6374,59
-6.1471,-0.0211,-0.1589,1.0,-7.0573,0.0285,-0.7587,60
-4.4544,-0.2353,-1.3583,1.0,-7.6141,0.8131,-2.3792,61
-9.1593,-0.0407,-0.3421,1.0,-10.5416,0.0947,-1.0942,62
-5.4999,-0.3483,-1.3633,1.0,-8.8751,0.884,-2.5476,63
-66.883,-14.1645,-10.5518,1.0,-60.359300000000005,44.5115,-13.2715,64
-5.0127,-0.426,-1.5662,1.0,-8.6646,1.1104,-2.7701,65
-66.4488,-16.8891,-11.257,1.0,-57.1845,52.0173,-14.6069,111
-55.443,-6.2814,-8.1078,1.0,-55.69849999999999,23.2878,-9.1541,112
-60.642,-9.12,-9.1123,1.0,-58.5139,31.0421,-10.6817,113
-58.7157,-10.9671,-9.2468,1.0,-56.9213,33.562,-11.5537,114
-19.703,-0.377,-1.7802,1.0,-23.4317,1.2404,-2.8119,115
-6.4948,-0.2097,-1.1102,1.0,-9.3759,0.5897,-2.1509,116
-10.1513,-0.0487,-0.3817,1.0,-11.632600000000002,0.1121,-1.163,117
-11.9316,-0.5081,-2.5123,1.0,-16.107799999999997,2.2505,-3.4063,118
-72.3017,-15.3788,-11.3199,1.0,-62.1086,50.9036,-14.0118,119
-3.6417,-0.2864,-1.0504,1.0,-6.593300000000001,0.6062,-2.221,120
-76.6239,-21.7447,-12.7191,1.0,-60.150600000000004,68.2488,-17.3117,166
-12.8675,-0.0313,-0.1841,1.0,-13.902000000000001,0.0413,-0.8604,167
-10.7674,-0.0491,-0.2246,1.0,-11.9648,0.055,-0.9787,168
-7.4617,-0.012,-0.1084,1.0,-8.1722,0.0183,-0.6084,169
-62.2209,-10.9794,-10.1377,1.0,-56.182599999999994,38.8143,-11.6589,170
-23.5439,-0.5948,-2.5878,1.0,-27.917,2.3489,-3.5394,171
-13.0999,-0.3835,-2.3068,1.0,-17.03,1.8835,-3.1233,172
-9.7943,-0.0094,-0.1019,1.0,-10.4821,0.0148,-0.5913,173
-64.6548,-8.8659,-10.296,1.0,-57.25919999999999,37.2863,-10.7288,174
-68.0424,-12.1554,-10.5488,1.0,-60.6364,42.428,-12.3178,175
-22.686,-0.6021,-2.5263,1.0,-27.051000000000002,2.2795,-3.5161,221
-69.3166,-15.1896,-11.2913,1.0,-58.9477,50.6797,-13.8299,222
-13.9564,-0.0339,-0.2027,1.0,-15.044599999999999,0.0477,-0.8993,223
-81.1246,-23.653,-13.3333,1.0,-60.9642,75.611,-18.4643,224
-58.7885,-10.3059,-9.25,1.0,-56.5367,33.037,-11.2293,225
-61.5162,-8.8056,-9.3873,1.0,-58.17379999999999,32.1229,-10.5876,226
-5.5492,-0.0191,-0.1553,1.0,-6.4322,0.0255,-0.7341,227
-24.0977,-0.7085,-2.9885,1.0,-28.6286,3.0302,-3.8641,228
-10.2513,-0.012,-0.1157,1.0,-11.0043,0.0176,-0.6429,229
-4.2411,-0.1755,-0.9298,1.0,-6.855499999999999,0.4572,-1.9663,230
-13.7837,-0.4156,-2.4757,1.0,-17.8026,2.1264,-3.254,276
-64.5875,-10.8615,-9.8235,1.0,-60.15210000000001,36.7292,-11.6088,277
-24.6939,-0.6807,-2.8088,1.0,-29.211700000000004,2.7242,-3.7525,278
-5.6321,-0.1482,-0.7292,1.0,-7.9355,0.3196,-1.7456,279
-67.0411,-11.7402,-10.4191,1.0,-60.1239,41.1777,-12.1012,280
-13.8663,-0.0298,-0.1948,1.0,-14.918700000000001,0.046,-0.8738,281
