cls_elec,cls_elec_3b,ct,ct_3b,disp,disp_3b,has_ion,int,int_3b,mod_pauli,mod_pauli_3b,pol,pol_3b,index
2.0004,0.0,-0.5985,-0.0012999999999999678,-4.5988,-0.028499999999999304,0.0,0.38200000000000045,-0.024899999999998257,4.4625,-0.03209999999999891,-0.8836,0.03699999999999992,46
-77.8674,0.0,-20.4326,-1.2725999999999997,-17.39,0.06989999999999785,0.0,-46.254900000000006,-4.197100000000005,83.0882,-0.17430000000000234,-13.6531,-2.820100000000001,47
-36.7018,0.00010000000000331966,-7.4954,0.017799999999999372,-8.3041,-0.00590000000000046,0.0,-23.133300000000002,0.08409999999999584,34.0969,-0.02650000000000574,-4.7289,0.09859999999999935,48
-5.555,4.440892098500626e-16,-0.1266,-0.0031999999999999945,-2.1127,-0.013499999999999845,0.0,-7.231299999999999,-0.0760999999999994,0.9754,-0.0010000000000000009,-0.4124,-0.05840000000000001,49
-49.639,9.999999999621423e-5,-12.8461,-0.2710999999999986,-10.9316,-0.013899999999999468,0.0,-25.864500000000007,-1.3359000000000094,55.5091,-0.0834000000000076,-7.9569,-0.9675999999999999,50
-5.6405,0.0,-0.0405,0.0014000000000000002,-0.7712,-0.0012999999999999956,0.0,-6.4751,0.04150000000000001,0.1306,0.00040000000000000105,-0.1535,0.041,51
-3.7296,2.220446049250313e-16,-0.0353,-0.00019999999999999706,-0.6674,-0.0022999999999999826,0.0,-4.4536999999999995,0.016300000000000266,0.111,0.0003000000000000075,-0.1324,0.018500000000000013,52
-66.4657,0.0,-20.0107,-0.3401999999999994,-12.6413,-0.014300000000000423,0.0,-26.5314,-1.4859000000000009,84.5033,-0.03900000000000148,-11.917,-1.0923999999999996,53
-77.3511,0.0,-20.8396,-1.149099999999999,-18.4566,0.11729999999999663,0.0,-40.354200000000006,-3.7804999999999955,89.819,-0.43149999999999267,-13.5259,-2.3172000000000006,54
-39.8374,-9.999999999621423e-5,-10.197,0.1728000000000005,-9.6412,-0.006600000000000605,0.0,-19.5125,0.9394999999999962,45.4442,0.12629999999999342,-5.2811,0.6470999999999991,55
3.7525,-9.999999999976694e-5,-0.0719,0.0020999999999999942,-2.0376,-0.013099999999999667,0.0,1.9548000000000003,-0.15229999999999938,0.7889,-0.006699999999999928,-0.4771,-0.1345,56
-41.5921,8.881784197001252e-16,-12.6252,-0.09009999999999825,-10.6376,-0.009800000000000753,0.0,-16.830900000000003,-0.6771000000000043,55.4276,-0.09280000000000604,-7.4036,-0.48440000000000005,57
-7.2716,-9.999999999976694e-5,-0.1362,0.0024000000000000132,-1.9843,-0.0027999999999999137,0.0,-9.1158,0.022900000000000365,0.6882,0.003200000000000036,-0.4119,0.020199999999999996,58
-36.6507,-0.00010000000000331966,-10.0582,-0.1363999999999983,-9.912,-0.009100000000000108,0.0,-17.4351,-0.7778000000000027,45.5957,0.015399999999999636,-6.4099,-0.6476000000000006,59
-2.5291,0.0,-0.0742,-0.0011000000000000003,-1.3216,-0.011100000000000027,0.0,-3.9838,-0.056600000000000025,0.2838,0.0004999999999999935,-0.3427,-0.04489999999999999,60
-34.3684,-8.881784197001252e-16,-11.5724,0.12290000000000077,-9.7271,-0.0055000000000008376,0.0,-11.430700000000003,0.5398999999999953,50.3028,0.05879999999999609,-6.0656,0.3637000000000002,61
-39.3761,-6.106226635438361e-16,-11.7666,-0.07039999999999962,-9.5969,-0.009400000000000505,0.0,-17.2329,-0.42860000000000104,50.167,-0.025600000000000046,-6.6603,-0.32320000000000026,62
-84.2633,0.0001000000000015433,-25.804,-1.6036999999999972,-19.3899,0.02929999999999927,0.0,-40.664100000000005,-5.213500000000002,105.3309,-0.20200000000000382,-16.5378,-3.4372000000000007,63
-39.3682,-1.3322676295501878e-15,-11.6653,0.023900000000000563,-9.3574,-0.0014000000000009005,0.0,-16.427600000000005,0.10319999999999524,50.1868,0.005999999999996441,-6.2235,0.07470000000000047,64
-42.3978,3.774758283725532e-15,-11.7824,-0.08930000000000007,-9.4621,-0.004500000000000254,0.0,-20.115899999999996,-0.41729999999999834,50.1755,-0.008400000000002092,-6.6491,-0.3150999999999997,65
-45.9898,9.999999999799059e-5,-11.9476,-0.21839999999999876,-9.9917,-0.016100000000000503,0.0,-24.9833,-1.1057000000000008,50.2599,-0.013599999999999841,-7.3141,-0.8576999999999997,66
5.6957,-9.999999999976694e-5,-0.1124,-0.00040000000000001146,-1.5737,-0.0030000000000003357,0.0,4.3615,-0.021700000000000164,0.6949,-0.0038000000000000256,-0.343,-0.014400000000000024,67
-40.1026,3.0704605524789486e-15,-12.4731,0.023399999999999165,-9.8451,-0.0024999999999998634,0.0,-13.829100000000007,0.06299999999999327,55.2758,-0.025400000000008537,-6.6841,0.06749999999999944,68
-38.9816,-9.999999999621423e-5,-10.8588,0.02639999999999887,-9.2467,-0.0015000000000000568,0.0,-17.049800000000005,0.1306999999999947,47.9573,0.005999999999993122,-5.92,0.09989999999999899,69
-4.3275,0.0,-0.0699,0.0007000000000000062,-1.0731,-0.0016000000000000458,0.0,-5.3004,-0.012900000000000023,0.3963,-0.0010999999999999899,-0.2262,-0.010899999999999993,70
-4.8997,0.0,-0.0489,-0.0005000000000000004,-0.8153,-0.0025000000000000577,0.0,-5.900899999999999,-0.04690000000000005,0.1215,-0.0011999999999999927,-0.2585,-0.0427,71
-32.5756,9.999999999976694e-5,-12.6448,0.015600000000000502,-11.8464,-0.012699999999998601,0.0,-7.596900000000003,0.004000000000000059,56.4614,-0.15030000000000077,-6.9915,0.15129999999999916,72
-29.0391,-3.552713678800501e-15,-5.9278,-0.027099999999999902,-7.3408,-0.0026000000000001577,0.0,-19.0816,-0.2050000000000045,26.9864,-0.03610000000000113,-3.7603,-0.13919999999999977,73
0.457,5.551115123125783e-17,-0.0429,0.0005999999999999964,-1.0748,-0.0036999999999999256,0.0,-0.6823,-0.08619999999999986,0.2634,-0.0020000000000000018,-0.285,-0.08109999999999998,74
-32.5159,-3.552713678800501e-15,-7.4842,0.08499999999999996,-8.5134,-0.014400000000001079,0.0,-18.409,0.4406000000000021,34.203,0.00920000000000698,-4.0985,0.3607999999999998,75
-41.9438,-8.881784197001252e-16,-12.539,-0.04339999999999914,-9.816,-0.0013999999999999152,0.0,-15.938300000000002,-0.2466999999999994,55.2931,-0.007999999999999351,-6.9326,-0.1939000000000001,76
-41.7464,0.00010000000000093268,-12.5628,-0.06589999999999874,-9.8571,-0.0028000000000000455,0.0,-15.936500000000002,-0.38840000000000086,55.2731,-0.02840000000000248,-7.0433,-0.29140000000000055,77
-91.6784,0.0,-29.0596,-1.7739999999999991,-20.4428,0.03100000000000236,0.0,-40.862599999999986,-5.632099999999993,118.8794,-0.05559999999999832,-18.5612,-3.833499999999998,78
-38.7263,-0.00010000000000331966,-10.2018,-0.0619000000000014,-8.8243,-0.0017999999999975813,0.0,-20.212699999999998,-0.33170000000000055,43.3305,0.002200000000001978,-5.7908,-0.27010000000000023,79
-2.5384,0.0,-0.031,-0.0009999999999999974,-0.5377,-0.0006999999999998952,0.0,-3.2359000000000004,-0.05189999999999989,0.0622,0.00010000000000000026,-0.191,-0.050300000000000004,80
