cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-4.0121,-0.0302,-0.511,0.0,-4.5575,0.1088,-0.113,11
-1.4692,-0.0378,-0.7122,0.0,-2.1725,0.2109,-0.1642,12
-40.0593,-11.6864,-9.293,0.0,-17.1377,50.1807,-6.2797,13
1.099,-0.0019,-0.0428,0.0,1.0386,0.0001,-0.0158,14
0.9446,-0.0061,-0.1701,0.0,0.7427,0.0076,-0.0333,15
-41.2201,-12.4929,-9.7527,0.0,-14.8885,55.301,-6.7238,16
-0.1515,-0.001,-0.0218,0.0,-0.1794,0.0,-0.0051,17
-0.7658,-0.0021,-0.0606,0.0,-0.8457,0.0004,-0.0176,18
-3.111,-0.025,-0.3784,0.0,-3.5551000000000004,0.0559,-0.0966,19
7.4817,-0.5292,-3.3471,0.0,7.1369,4.1749,-0.6434,20
-33.796,-7.4434,-7.6559,0.0,-20.3626,32.973,-4.4403,21
-33.7888,-7.4811,-7.7444,0.0,-19.698500000000003,34.0145,-4.6987,22
-2.4875,-0.0871,-1.4181,0.0,-3.3404,0.86,-0.2077,23
-4.4069,-0.0519,-0.654,0.0,-5.0826,0.1827,-0.1525,24
-1.4769,-0.0107,-0.2371,0.0,-1.7797,0.0214,-0.0764,25
1.0483,-0.0028,-0.0935,0.0,0.9332,0.0015,-0.0203,26
-59.3426,-19.6153,-11.7376,0.0,-16.932899999999997,84.3776,-10.615,27
-35.8226,-7.9663,-8.5687,0.0,-17.263500000000004,39.8589,-4.7648,28
-39.4671,-10.3301,-8.8796,0.0,-19.3181,45.1069,-5.7482,29
4.2772,-0.0301,-1.1422,0.0,3.5368999999999993,0.5771,-0.1451,30
1.0972,-0.0044,-0.1629,0.0,0.9071999999999999,0.0085,-0.0312,31
-5.6508,-0.0998,-1.2475,0.0,-6.786800000000001,0.4741,-0.2628,32
-34.4156,-9.8819,-9.1301,0.0,-13.6391,45.369,-5.5805,33
2.0511,-0.0103,-0.2199,0.0,1.8004000000000002,0.0165,-0.037,34
4.5919,-0.007,-0.3858,0.0,4.128500000000001,0.0632,-0.1338,35
-0.2614,-0.0037,-0.1244,0.0,-0.4093,0.0043,-0.0241,36
-2.984,-0.021,-0.3735,0.0,-3.4244,0.0512,-0.0971,37
0.8426,-0.0018,-0.0412,0.0,0.7863,0.0001,-0.0134,38
-1.5727,-0.0046,-0.104,0.0,-1.7152,0.0028,-0.0367,39
-2.8196,-0.0178,-0.3042,0.0,-3.1847999999999996,0.0369,-0.0801,40
3.6522,-0.104,-1.3578,0.0,2.6019,0.691,-0.2795,41
0.0185,-0.0017,-0.0471,0.0,-0.04220000000000001,0.0001,-0.012,42
-39.929,-10.8823,-9.1806,0.0,-18.039700000000003,47.9512,-5.999,43
-4.6607,-0.0666,-0.9681,0.0,-5.4804,0.3969,-0.1819,44
-2.8877,-0.0215,-0.3916,0.0,-3.3375000000000004,0.0667,-0.1034,45
7.6998,-0.1614,-1.9109,0.0,6.5449,1.3031,-0.3857,46
-29.8322,-5.8936,-7.1463,0.0,-19.439899999999998,27.0149,-3.5827,47
0.2782,-0.0353,-0.8404,0.0,-0.4931,0.2574,-0.153,48
-30.3495,-7.5381,-7.9505,0.0,-16.0372,34.1303,-4.3294,49
-0.5722,-0.0017,-0.0401,0.0,-0.6237000000000001,0.0001,-0.0098,50
0.2394,-0.0019,-0.041,0.0,0.18609999999999996,0.0001,-0.0105,51
-47.3473,-14.7677,-10.3427,0.0,-16.7869,63.5781,-7.9073,52
-37.8089,-10.1368,-8.7401,0.0,-18.8559,43.3279,-5.498,53
0.7241,-0.004,-0.1368,0.0,0.5504999999999999,0.0062,-0.039,54
1.0627,-0.0017,-0.0388,0.0,1.0136,0.0,-0.0086,55
3.4783,-0.0139,-0.4699,0.0,2.9867,0.0798,-0.0876,66
-0.4452,-0.0016,-0.0332,0.0,-0.48879999999999996,0.0,-0.0088,67
7.0265,-0.0833,-1.3347,0.0,5.868399999999999,0.5345,-0.2746,68
0.6579,-0.0012,-0.022,0.0,0.6279,0.0,-0.0068,69
-1.2269,-0.0019,-0.069,0.0,-1.3094,0.0011,-0.0127,70
-36.7312,-9.9481,-8.638,0.0,-17.9954,42.8487,-5.5268,71
0.3527,-0.0004,-0.0155,0.0,0.3341,-0.0,-0.0027,72
-1.9002,-0.0222,-0.4124,0.0,-2.3846,0.0676,-0.1174,73
-0.2928,-0.001,-0.0247,0.0,-0.3237,0.0,-0.0052,74
1.3361,-0.0919,-1.2051,0.0,0.2465,0.5142,-0.3068,75
1.4836,-0.5199,-3.7699,0.0,2.535,5.986,-0.6448,76
-35.2249,-8.6813,-8.6547,0.0,-16.807,40.8619,-5.108,77
-34.8969,-7.4159,-8.4096,0.0,-19.596900000000005,35.1915,-4.066,78
3.055,-0.0379,-0.5715,0.0,2.3923000000000005,0.1118,-0.1651,79
-4.9621,-0.191,-2.1953,0.0,-5.786900000000001,1.9345,-0.373,80
-29.771,-6.3014,-7.7013,0.0,-16.8227,30.6792,-3.7282,81
-1.2424,-0.0223,-0.4685,0.0,-1.7788,0.0748,-0.1204,82
-33.3132,-7.2719,-7.4974,0.0,-20.9378,31.4234,-4.2787,83
-42.8342,-12.5912,-9.704,0.0,-17.6844,54.1801,-6.7351,84
0.8523,-0.0028,-0.0867,0.0,0.7466999999999999,0.0005,-0.0166,85
0.6194,-0.0052,-0.1863,0.0,0.39209999999999995,0.0132,-0.049,86
