ct,ct_iw,ct_iww,ct_ww,ct_www,disp,disp_iw,disp_iww,disp_ww,disp_www,elec,elec_iw,elec_iww,elec_ww,elec_www,ion_labels,num_waters,pauli,pauli_iw,pauli_iww,pauli_ww,pauli_www,pol,pol_iw,pol_iww,pol_ww,pol_www,index
-40.22734225621415,-38.51914435946463,18.840391969407207,-16.045913001912044,1.4130736137667206,-32.91620458891013,-10.65229445506692,1.2483030592734317,-23.986472275334606,0.434655831739949,-342.83369980879536,-308.89904397705544,0.0003585086047686313,-33.934703632887185,0.00023900573613201557,Ca,10.0,172.63166826003823,96.95535372848948,-4.142256214149145,79.97880019120457,-0.20958413001895213,-81.35752868068833,-127.9671606118547,68.08640057361382,-10.560468451242828,-1.173924474187393,11
-41.10791108986616,-38.45305927342257,17.548064053537413,-16.850167304015297,2.067901529636743,-31.24333173996176,-10.607719885277248,1.1915869980879485,-22.031668260038238,0.16039674952202143,-342.59643881453155,-314.8970363288719,-0.0004541108987174005,-27.6993068833652,-0.0004541108986290921,Ca,10.0,169.5812619502868,95.77576481835564,-4.6360181644358835,78.02966061185467,0.3951003824092853,-80.8503346080306,-128.6863527724665,67.63876673040137,-10.687021988527722,0.22954110898660038,12
-40.58520554493308,-37.8541826003824,15.238886233269412,-16.90836520076482,3.1110420650095696,-32.623589866156784,-10.464985659655833,1.2262667304015475,-23.75528202676864,0.340224665391967,-346.5278202676864,-316.5796606118547,0.0001912045886991067,-29.948231357552583,0.0005258126195610809,Ca,10.0,170.56584608030593,93.53250478011472,-4.543379541109014,80.76443594646271,0.9175191204588288,-80.16751912045889,-127.54945028680686,65.047705544933,-10.947872848948377,1.693116634799263,13
-42.1748326959847,-38.398565965583174,18.071247609942624,-17.52456978967495,1.5407026768642602,-32.071558317399614,-10.601314531548756,1.2319072657743766,-22.96015774378585,0.21049235181642767,-343.389603250478,-312.39641491395787,-0.00026290631009301624,-30.993164435946454,-0.00011950286809317958,Ca,10.0,174.27129541108988,96.29232791586998,-4.148159655831744,82.11082695984703,-0.0038479923516656724,-81.71479445506692,-127.37246653919695,67.32057839388176,-11.20889101338432,-0.9177103250477859,14
-37.00831739961759,-38.979660611854676,25.71586998087948,-14.038336520076484,0.40571223709371523,-33.80384799235182,-11.165296367112807,1.6226577437858154,-24.675693116634797,0.4605640535372355,-342.37700764818356,-321.6721797323135,-0.00026290630982469463,-20.70482791586998,0.00019120458894365298,Ca,10.0,164.96042065009559,92.40513862332696,-2.8025095602294225,76.1425669216061,-0.916085086041928,-74.5288240917782,-137.0771271510516,94.5975382409174,-9.713718929254302,-5.401816443594647,15
-40.36828393881453,-38.603943594646275,19.21453154875722,-15.901959847036334,1.3453393881453533,-31.21785372848948,-10.645984703632887,1.2341539196940639,-21.982074569789667,0.12586042065002134,-339.7252390057361,-313.2406787762907,-0.000478011471856454,-26.48446462715106,-0.0006453154874912297,Ca,10.0,168.17617112810706,96.42956500956024,-3.7537523900574103,75.53276768642446,-0.05683556405350842,-78.95568833652007,-128.53343690248562,71.19538718929253,-10.274832695984705,-0.9101099426386003,16
-39.97184512428298,-37.7741395793499,19.98441682600392,-15.89918738049713,0.21156787762902174,-33.72679254302103,-10.489053537284896,1.2043021032504801,-25.018857552581267,0.5074569789675488,-336.2820267686424,-294.62748565965586,-0.00014340344085182784,-41.65446940726577,-0.00033460803061742794,Ca,10.0,175.2281309751434,95.57265774378585,-4.456692160611932,84.47564531548757,-0.48068833651994797,-81.74916347992351,-125.34342734225619,67.77798757170154,-10.730497131931166,-3.6288479923518357,17
-52.33862332695985,-14.768283938814532,0.8911806883365344,-34.50523422562141,-4.0222514340344535,-45.14426386233269,-12.220960803059274,1.309488527724661,-35.50186424474187,1.2098231357552398,-207.17786806883362,-80.29691682600381,-0.00023900573610484375,-126.88095124282982,0.0001673040154174012,Cl,10.0,206.62999521988527,48.243929254302095,-1.7768642447418694,160.19034416826005,-0.36445984703641093,-41.70750478011472,-16.200358508604204,5.358054493307831,-19.999737093690243,-10.743212237093697,18
-42.52021988527724,-13.872251434034416,1.8608986615678846,-27.815033460803054,-2.7012428298279207,-45.26806883365201,-13.36744741873805,1.6864483747610046,-34.96744741873805,1.3887428298279272,-198.1724187380497,-90.64369024856596,-7.170172085047338e-5,-107.52870458891012,-0.0001434034417552904,Cl,10.0,184.5816443594646,48.475860420650086,-2.460946462714918,138.2297323135755,0.10423040152961201,-36.18549235181644,-16.50444550669216,6.614794455066931,-17.03410611854684,-9.21307361376676,19
-48.31837954110898,-14.356190248565962,2.1131931166347515,-32.262165391969404,-3.6245458891013778,-45.72476099426386,-13.35530592734226,1.5994024856596702,-35.205783938814534,1.2039196940727084,-206.4260994263862,-87.35028680688336,0.00023900573610484375,-119.07583652007648,-2.390057355342358e-5,Cl,10.0,198.33831261950286,46.75231835564053,-2.620984703632877,154.00869980879537,-0.15031070745669065,-38.37330305927342,-17.151362332695985,9.044622370936905,-18.991085086042062,-10.771247609942673,20
-45.868475143403444,-13.10360898661568,0.17698374760995897,-30.470076481835555,-3.030449330783963,-44.5809034416826,-11.762715105162522,1.3106596558317472,-35.418260038240916,1.2495697896749558,-199.7005019120459,-83.43133365200764,0.00016730401518644085,-116.2690965583174,-0.000812619502881459,Cl,10.0,190.03833652007648,45.68336520076482,-2.519622370936958,146.2363049713193,0.2782026768644047,-38.135850860420646,-14.751123326959844,1.0498804971319153,-18.327844168260036,-6.990200764818345,21
-46.75664435946462,-14.22208413001912,0.5864005736137577,-30.718953154875713,-2.9074569789674984,-45.26132887189292,-11.99335564053537,1.2702437858508302,-36.01228489483747,1.4330305927342601,-201.14992829827915,-84.01711281070745,0.00011950286810676549,-117.13286328871897,0.000382409178159024,Cl,10.0,192.54502868068832,47.1578154875717,-2.2193116634800156,147.32600382409177,-0.05838910133850238,-37.731381453154874,-15.71077915869981,3.327509560229464,-18.206453154875714,-7.645434990439754,22
-45.91089866156787,-14.596247609942639,0.8160133843212392,-29.560850860420647,-3.0124999999999917,-45.051147227533455,-12.08217017208413,1.281477055449327,-35.709584130019124,1.4189770554493608,-197.69591300191206,-83.6608030592734,-0.00026290630963109554,-114.03506214149137,-0.00011950286841924126,Cl,10.0,189.03508604206502,48.05987093690248,-2.269909177820158,142.9366634799235,-0.025286806883212862,-37.974713193116635,-15.752318355640536,2.9268403441682613,-17.835707456978962,-7.951864244741914,23
-48.92906309751434,-14.535492351816444,0.9251673040153113,-32.20133843212236,-3.4091778202677703,-44.79691682600382,-12.304565009560228,1.3318594646271895,-35.054326003824094,1.148900573613825,-204.14366634799237,-83.50155353728489,0.00016730401521361266,-120.64216061185466,0.00031070745684662993,Cl,10.0,197.4319789674952,47.63434512428299,-2.6621414913958046,152.01622848948375,0.08730879541074797,-38.35320267686424,-16.21902485659656,5.133914913957924,-18.65869980879541,-8.749952198852787,24
-43.87473709369025,-15.435109942638622,2.504039196940764,-28.01792543021033,-2.8363766730400926,-45.36443594646271,-13.780760038240919,1.6219168260038115,-34.61211759082218,1.3753107074569384,-199.16627629063098,-92.7373087954111,-7.170172070102846e-5,-106.4289913957935,0.0002868068835105808,Cl,10.0,186.34022466539196,51.04388145315488,-2.6933795411091177,137.61503346080306,0.04873326959857331,-35.87731835564053,-17.551601338432118,8.795004780114624,-16.922442638623323,-9.91424474187382,25
-44.459655831739965,-14.012260994263864,1.6832934990439845,-29.2791586998088,-2.9919455066921765,-44.92511950286807,-13.112858508604205,1.565654875717005,-34.73709369024856,1.372251434034329,-200.69806405353728,-89.28006692160612,-0.00011950286809317958,-111.41794933078396,-0.0003346080304000535,Cl,10.0,188.80960803059273,48.362260994263856,-2.5328632887189215,142.7161089866157,-0.03735659655888501,-36.46436424474187,-16.333341300191204,5.8574330783938935,-17.47327915869981,-8.69316443594644,26
-48.74397705544933,-15.273565965583174,0.6074091778202158,-31.195602294455067,-3.16871414913954,-44.34813575525813,-12.164196940726576,1.1530353728489333,-34.69655831739962,1.290129063097499,-200.34106118546845,-83.28350860420649,2.390057333604913e-5,-117.05757648183557,0.00026290630984847,Cl,10.0,194.64808795411088,48.53076003824091,-2.1411806883366067,148.19701242829825,-0.25776768642460113,-38.99273422562141,-16.416897705544933,4.351290630975156,-18.38654397705545,-8.731070745697869,27
-41.26995697896749,-4.23788240917782,-0.1483747609942713,-32.86376673040153,-3.6635038240918205,-33.43283938814532,-7.384464627151051,5.165559273422553,-31.94242351816444,0.5857313575526588,-179.63391491395794,-58.84992829827915,0.0001912045886991067,-120.78405831739961,0.00047801147226403113,Cs,10.0,164.29569789674952,23.568403441682598,-4.659703632887064,146.45423040152963,-1.185683556404928,-39.412715105162526,-14.329804015296366,4.847729445506719,-19.062619502868067,-9.51209369024853,28
-39.792901529636715,-3.8033938814531547,-1.5130975143403602,-32.11173518164436,-2.922323135755225,-33.24498087954111,-5.684440726577437,5.751935946462717,-34.448446462715104,1.1029158699809056,-178.67526290630974,-55.12249043977055,-0.00016730401525437037,-123.55272466539198,-2.173744507105469e-13,Cs,10.0,162.1258843212237,22.681739961759074,-6.547394837475947,146.66897705544926,-0.8746175908218549,-37.2644120458891,-10.710492351816443,-1.0630497131931202,-18.95836520076482,-6.934249521988487,29
-39.54280592734226,-3.650167304015296,-1.0736854684512496,-31.80195984703633,-3.364961759082206,-32.407743785850855,-6.173613766730401,5.442997131931149,-32.609584130019115,0.9016730401529119,-176.37026768642448,-58.55583173996177,1.6303083803291017e-13,-117.81443594646272,-2.3900573662110807e-5,Cs,10.0,158.47445028680687,20.879421606118544,-5.918570745697968,143.95621414913956,-0.6046606118543579,-37.37215583173996,-11.732648183556407,0.5473231357552698,-18.518475143403442,-7.910133843212184,30
-38.87129541108986,-3.8984464627151056,-0.7583652007648052,-31.633341300191205,-2.878393881453117,-34.22485659655832,-6.238408221797324,5.870243785850883,-34.922801147227545,1.052557361376841,-175.4580066921606,-53.8913240917782,0.00026290630973978274,-121.56673040152961,2.3900573444736356e-5,Cs,10.0,159.9153202676864,22.129541108986615,-6.652509560229535,145.0647466539197,-0.7930210325052652,-37.723518164435944,-11.959751434034414,1.563408221797318,-18.828465583173998,-8.398207456978943,31
-35.79995219885277,-4.261304971319312,-1.3104923518164453,-28.734966539196936,-2.1068116634799425,-31.882815487571698,-6.605401529636711,5.201888145315468,-31.303680688336513,0.7358986615678115,-172.3660133843212,-64.55097992351816,-0.00019120458897082477,-107.81500956022943,-0.0003107074570640044,Cs,10.0,148.7956500956023,25.11063575525813,-6.023565965583355,130.39103728489485,-0.8070745697901104,-33.7368068833652,-12.57425908221797,0.9030114722753579,-16.969263862332696,-5.255043021032545,32
-34.61802103250478,-3.975071701720841,-0.510348948374768,-28.111496175908215,-2.4885994263862505,-33.94667782026769,-6.460779158699809,6.038169216061205,-34.812213193116634,1.3223470363289207,-170.32038718929255,-56.59266252390057,-0.0001673040153766435,-113.72770076481835,-0.00021510516252424837,Cs,10.0,149.56412523900573,22.32698374760994,-6.470052581262056,134.58236137667305,-1.0376912045888973,-34.211137667304016,-12.619239961759083,2.8884082217973597,-17.270841300191204,-6.986065965583141,33
-36.22626673040153,-4.016539196940727,-2.043785850860392,-28.95461281070746,-1.819287762906226,-31.121869024856593,-5.890941682600382,5.207672084130042,-31.16923996175909,0.6403680688337635,-171.09605640535372,-62.771534416826,-0.00019120458871269263,-108.32454588910133,0.0003107074570640044,Cs,10.0,148.23023422562142,24.431572657743786,-5.868905353728556,130.2701481835564,-0.7152485659657011,-34.397705544933075,-10.782361376673041,-2.9000239005736184,-17.172753346080306,-4.202748565965579,34
-38.16015774378585,-3.581022944550669,-1.0087237093690284,-30.818594646271514,-3.126744741873758,-33.24249521988528,-5.421725621414914,5.811520076481831,-35.01696940726577,1.4047562141491525,-169.96534416826003,-47.645172084130024,4.780114724270619e-5,-122.32017208413001,-2.3900573662110807e-5,Cs,10.0,157.37612332695983,21.030616634799237,-6.617566921606121,143.54051147227534,-0.7765535372848945,-37.625286806883366,-10.437332695984704,-0.30167304015297214,-18.64956978967495,-8.546175908221826,35
-45.166443594646275,-26.01161567877629,9.046749521988522,-25.09734703632887,-1.9033460803059101,-46.39521988527725,-16.176888145315488,2.6839149139579215,-34.09560229445506,1.2470124282982182,-243.0632170172084,-151.3338671128107,-7.170172066027074e-5,-91.72934990439768,-7.170172120370687e-5,F,10.0,209.72270554493306,86.81319311663479,-5.2865678776292055,127.49349904397707,0.41761472275312767,-42.54213671128107,-38.68432122370936,22.66546367112801,-15.817471319311663,-9.798733269598488,36
-53.2248326959847,-27.201362332695986,6.060683556405357,-29.66359942638623,-2.2617351816443994,-46.087069789674956,-14.96725621414914,2.254827915870002,-34.469694072657745,1.1330305927341917,-250.93943594646268,-142.6026051625239,2.3900573295291422e-5,-108.3368307839388,-7.170172109501964e-5,F,10.0,227.92612332695984,88.38632887189293,-4.723279158699729,143.71632409177818,0.11309751434043042,-47.730090822179726,-37.64249521988527,17.499139579349904,-17.8461759082218,-8.873661567877566,37
-53.737954110898656,-27.074521988527724,6.053608986615709,-30.284321223709373,-2.2676625239005386,-46.19414435946462,-14.767351816443593,2.1271032504780383,-34.71524856596558,1.1796845124282371,-251.542758126195,-143.6970363288719,0.00035850860440181186,-107.84569789674953,-0.0004541108984932331,F,10.0,228.34878107074567,87.49655831739962,-4.652820267686451,144.73056883365197,0.35963193116666375,-47.07562141491396,-37.15726577437859,17.578178776290574,-17.99015296367113,-8.693714149139554,38
-44.0347275334608,-25.876625239005733,10.294216061185441,-24.877891969407266,-1.7517447418737753,-47.57798757170172,-17.482385277246653,3.6824808795411017,-34.86080305927342,1.4295889101337635,-246.90774378585084,-156.93338910133843,-4.7801147188362584e-5,-89.97430688336519,-0.0003346080307261152,F,10.0,210.74022466539196,87.53171606118546,-6.821940726577548,128.96950286806882,0.6661089866159587,-40.11445984703633,-40.5560707456979,30.345936902485775,-15.739746653919699,-11.91689770554489,39
-40.60442160611855,-25.516706500956023,12.544526768642433,-22.841300191204592,-1.948040152963684,-46.86878585086042,-18.17657743785851,3.592088910133865,-33.182456978967494,1.1468929254301747,-243.15650095602294,-163.09354684512425,0.0001673040153222999,-80.06297801147224,-0.00011950286831055404,F,10.0,200.79261472275334,86.61398183556405,-6.889627151051469,119.71680210325047,1.1159177820267372,-37.5793499043977,-41.59263862332696,32.95664435946458,-14.808747609942635,-12.196319311663537,40
-54.23044933078394,-27.758150095602293,5.999091778202667,-29.95071701720841,-2.4386472275334636,-45.708269598470366,-14.798565965583172,2.098661567877615,-34.111711281070754,1.1318833652008016,-250.48623326959847,-143.37244263862334,9.56022949337472e-5,-107.11376673040154,-0.0005019120458174547,F,10.0,228.90203154875715,90.13518164435948,-4.384679732313824,142.5287284894837,0.20317877629076625,-48.17141491395794,-37.4399378585086,15.777055449330708,-17.83730879541109,-8.309966539196948,41
-45.99655831739962,-27.31904875717017,9.79340344168257,-25.134034416826,-1.865105162523864,-45.62425908221797,-16.52461759082218,2.5092973231357667,-32.69629541108986,1.113695028680617,-244.92724665391967,-155.97021988527726,4.780114724270619e-5,-88.95702676864244,2.3900573662110807e-5,F,10.0,210.55478011472275,90.08317399617592,-5.141061185468437,124.78814531548754,0.515224665392247,-42.19586520076482,-40.00571223709368,23.805903441682634,-15.579827915869982,-9.478752390057325,42
-46.22531070745698,-26.69163479923518,9.657337476099471,-25.8914913957935,-1.7037045889100717,-46.99648661567877,-16.90910611854685,3.1091061185468583,-34.29053537284894,1.2867829827914878,-248.20996653919696,-155.95898661567878,-4.780114699815994e-5,-92.25088432122368,-0.0008126195030988335,F,10.0,213.61649139579347,88.65461281070746,-6.207337476099479,130.05286806883367,0.7265057361372962,-41.3677103250478,-40.17026768642448,26.280282026768685,-16.12010038240918,-9.929827915869968,43
-46.542232313575525,-27.147944550669212,9.771438814531587,-25.87698374760994,-1.7228967495219996,-46.03910133843212,-16.877127151051624,2.8658460803059556,-32.88728489483747,0.9622848948374259,-248.25458891013386,-156.98413001912044,-0.00021510516240197524,-91.27036328871893,-0.0005975143403572107,F,10.0,211.3421845124283,88.77533460803059,-6.346677820267758,127.69868546845123,0.8388623326961575,-40.01704110898661,-40.420841300191206,25.902103250478035,-15.889077437858509,-8.289794455066966,44
-46.45458891013384,-26.933341300191206,10.147490439770587,-25.91560707456979,-2.1187858508603683,-45.64746653919694,-16.901864244741873,2.74263862332698,-32.4802103250478,1.071175908221748,-245.93678298279156,-155.83640057361373,0.0004063097512097692,-90.10040630975142,-0.00023900573618635917,F,10.0,211.74992829827914,89.65681166347991,-5.933150095602429,127.0121653919694,0.6756931166346841,-41.52370936902485,-40.3395793499044,25.694024856596513,-15.767758126195025,-9.98250478011472,45
-45.44211281070745,-9.30532982791587,-0.9288240917782032,-32.39127629063097,-3.421653919694068,-37.23260038240918,-10.30229445506692,7.179493307839385,-35.5154397705545,1.3990678776290366,-180.29789674952198,-53.03654397705545,0.000406309751522245,-127.26132887189293,-0.0005736137665864127,I,10.0,175.8841778202677,32.07241873804972,-7.809082217973247,151.6810946462715,-0.43783460803062435,-36.56610898661568,-9.459034416826004,-0.26402963671128304,-18.937882409177817,-8.446152007648188,46
-46.8710086042065,-8.797944550669214,-1.5730401529636935,-33.36199808795412,-3.7175908221797833,-35.53293499043977,-9.059536328871891,6.4505019120458895,-33.97282504780114,1.0483986615678942,-181.14242351816443,-54.352174952198844,0.0004063097514135577,-126.7902963671128,-0.00019120458886213757,I,10.0,177.08183556405353,30.18076003824092,-6.965583173996231,153.52872848948368,0.016300191204953404,-37.353704588910134,-8.33217017208413,-3.3139818355640274,-19.345387189292545,-7.398637667304025,47
-46.80195984703633,-8.014842256214148,-1.601314531548774,-33.88754780114723,-3.6627868068833154,-37.44923518164436,-8.9934034416826,7.213814531548752,-37.09180210325047,1.4197179732313645,-183.18372370936902,-51.07502390057361,-0.00026290630982129815,-132.10867590822176,0.00016730401520002674,I,10.0,181.76395793499043,29.6013862332696,-7.329541108986553,159.63037762906313,-0.5100382409180029,-39.609584130019115,-7.919885277246654,-3.248804971319309,-20.107313575525808,-8.9448852772467,48
-43.89746653919694,-8.83166826003824,-0.7448613766730406,-31.552509560229446,-3.3258843212237794,-37.544144359464624,-10.909034416826003,7.4015296367112375,-35.160826959847036,1.1749999999999736,-183.52997131931167,-61.6251912045889,7.170172075537206e-5,-121.90480401529635,7.170172076895797e-5,I,10.0,174.28924474187377,32.84801625239006,-8.071223709369047,148.99954588910128,0.10279636711314598,-35.58585086042065,-9.139842256214148,-1.608006692160596,-18.72409177820268,-6.997586042064966,49
-45.11639579349904,-10.306500956022946,-0.3818355640535576,-31.34837476099426,-3.38150095602302,-38.39421606118547,-11.42913479923518,7.220124282982792,-35.56199808795411,1.3838671128106927,-183.21030114722754,-61.95368068833652,0.0005736137668988884,-121.25666826003823,0.00016730401509133954,I,10.0,177.84459847036328,35.495291586998086,-7.627222753346125,149.58386711281068,-0.004302103250050218,-37.3805449330784,-10.238599426386232,0.6365439770554577,-18.73654397705545,-9.338312619502817,50
-45.43706978967495,-8.889101338432122,-0.8094646271510365,-32.55599904397706,-3.5827198852771884,-37.311591778202676,-10.039005736137668,7.113766730401518,-35.778800191204596,1.3992829827915065,-180.47906309751434,-53.74333173996176,-9.560229443106878e-5,-126.73568355640533,-0.0005258126194795655,I,10.0,176.16065965583172,31.084870936902483,-7.650908221797399,152.38202676864242,-0.006477055449172187,-37.47631453154876,-9.023852772466538,-0.19820745697893774,-19.222108030592732,-9.444407265774405,51
-48.13257648183556,-9.232648183556407,-1.1501434034416598,-34.159560229445496,-3.9440726577439373,-37.32098470363289,-9.449593690248564,6.915798279158692,-36.17588432122371,1.400023900573619,-182.45786328871893,-50.94818355640535,0.0004302103248854659,-131.5097514340344,0.00011950286765843068,I,10.0,182.9609464627151,31.174282982791585,-7.0647944550668536,158.66226099426387,-0.1808795411090134,-39.65666826003824,-8.842112810707457,-1.3383126195028354,-19.997084130019118,-9.931859464627145,52
-42.986902485659655,-9.847801147227534,-0.008508604206498108,-30.173804971319317,-3.335994263862283,-38.06309751434034,-11.620219885277246,7.344144359464655,-35.046319311663474,1.292543021032427,-180.48119024856595,-61.68090344168261,-2.3900573390392744e-5,-118.80028680688338,-0.00014340344153791594,I,10.0,171.34335564053538,35.25368068833652,-8.007361376673062,143.79278202676863,-0.06926386233280797,-34.80700286806883,-9.906381453154873,0.591204588910101,-17.978154875717014,-8.134894837476116,53
-47.93286328871893,-9.249426386233269,-1.180999043977072,-33.96594168260038,-3.904158699808804,-37.403465583174,-9.532002868068833,6.947347036328865,-36.19744263862332,1.3762667304014664,-182.8146271510516,-50.855879541108976,0.0002868068834290654,-131.95884321223707,0.0005975143402485235,I,10.0,183.0603728489484,31.462595602294453,-7.218546845124204,158.6788718929254,-0.23941204588905368,-39.42167782026769,-8.959153919694073,-1.4659655831739862,-19.86290630975143,-9.541037284894845,54
-45.561615678776285,-9.02817877629063,-1.7100382409177874,-32.255473231357556,-3.24796845124284,-36.844622370936904,-9.231596558317401,6.88847992351816,-35.93087954110898,1.4225143403441254,-179.0979445506692,-52.642853728489484,7.170172101350423e-5,-126.45509082217974,-0.000191204589079512,I,10.0,175.57925430210324,30.544431166347987,-7.112476099426414,152.06778202676864,-0.3153202676866686,-37.79502868068833,-8.667543021032504,-3.0077676864244687,-19.27748565965583,-7.653322179732328,55
-33.334249521988525,-3.5125717017208413,-1.0058078393881438,-27.10922562141491,-2.0522705544933233,-35.80860420650096,-6.037834608030592,0.10669216061187774,-30.894478967495218,0.9043021032504185,-183.7260755258126,-82.73185946462714,0.00016730401528154218,-100.99428776290631,0.0005736137668037871,K,10.0,149.02124760994263,25.88902963671128,-0.2788001912045446,124.49792065009561,-1.1451959847039146,-34.88781070745698,-17.62872848948375,5.6950764818356,-16.184297323135755,-6.020363288718854,56
-33.588288718929256,-3.714627151051625,-0.17765296367113947,-27.097060229445507,-2.628226577437878,-35.35267686424474,-6.9251673040152975,0.25989483747610337,-29.430568833652007,0.6281787762906231,-183.4086520076482,-87.7474187380497,4.780114721553439e-5,-95.66123326959845,-7.170172098633243e-5,K,10.0,147.13095124282984,26.377652963671125,0.20518642447426705,121.61730401529633,-1.12583652007608,-34.183221797323135,-20.556118546845124,11.896510516252388,-15.907313575525812,-7.6039435946462355,57
-37.20246175908222,-3.400956022944551,-0.8740200764818373,-30.21395793499044,-2.831214149139565,-37.321964627151054,-5.950693116634798,0.16923996175908262,-32.578107074569786,0.9043021032504185,-188.41928776290632,-75.85760038240919,-9.560229439031106e-5,-112.56168738049713,0.00021510516252424837,K,10.0,161.51567877629063,25.11732791586998,-0.1594646271511283,137.7300191204589,-1.230329827915758,-38.45611854684512,-17.64789674952199,5.934631931166352,-17.84835086042065,-7.78312619502869,58
