cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-54.8551,-1.3467,-3.1156,1.0,-66.3744,13.1505,-20.2075,1
-97.9938,-2.0766,-4.4886,1.0,-100.3604,28.5324,-24.3338,2
-17.0995,-0.1301,-0.1036,1.0,-20.554399999999998,0.0232,-3.2444,3
-96.5854,-2.0326,-4.4437,1.0,-99.15690000000001,28.0377,-24.1329,4
-17.1479,-0.1187,-0.1003,1.0,-20.524200000000004,0.0188,-3.1761,5
-3.1554,-0.193,-0.2203,1.0,-8.545,0.062,-5.0383,6
5.8278,-0.2547,-0.1128,1.0,2.0601,0.0404,-3.4406,7
-84.1659,-1.751,-4.029,1.0,-88.43889999999999,23.9295,-22.4225,8
-15.4364,-0.0995,-0.0815,1.0,-18.3903,0.0117,-2.7846,9
-58.4067,-1.3828,-3.2329,1.0,-68.37,14.9613,-20.3089,10
-54.8551,-1.3467,-3.1156,1.0,-66.3744,13.1505,-20.2075,56
-97.9938,-2.0766,-4.4886,1.0,-100.3604,28.5324,-24.3338,57
-17.0995,-0.1301,-0.1036,1.0,-20.554399999999998,0.0232,-3.2444,58
-96.5854,-2.0326,-4.4437,1.0,-99.15690000000001,28.0377,-24.1329,59
-17.1479,-0.1187,-0.1003,1.0,-20.524200000000004,0.0188,-3.1761,60
-3.1554,-0.193,-0.2203,1.0,-8.545,0.062,-5.0383,61
5.8278,-0.2547,-0.1128,1.0,2.0601,0.0404,-3.4406,62
-84.1659,-1.751,-4.029,1.0,-88.43889999999999,23.9295,-22.4225,63
-15.4364,-0.0995,-0.0815,1.0,-18.3903,0.0117,-2.7846,64
-58.4067,-1.3828,-3.2329,1.0,-68.37,14.9613,-20.3089,65
-91.3371,-1.8813,-4.1134,1.0,-96.8365,23.8262,-23.3309,111
-93.1602,-2.011,-4.4178,1.0,-96.0895,27.5521,-24.0526,112
-1.904,-0.2617,-0.2675,1.0,-7.9807999999999995,0.1129,-5.6605,113
-90.2049,-1.8648,-4.2652,1.0,-92.9992,26.4864,-23.1507,114
-13.6671,-0.1647,-0.1153,1.0,-17.3864,0.0307,-3.47,115
-17.1664,-0.1542,-0.1332,1.0,-21.158599999999996,0.0332,-3.738,116
-23.844,-0.1862,-0.1831,1.0,-28.664499999999997,0.0619,-4.5131,117
-78.9093,-1.6016,-3.552,1.0,-86.53190000000001,18.7197,-21.1887,118
-0.0708,-0.1895,-0.2113,1.0,-5.401199999999999,0.0598,-4.9894,119
-72.8077,-1.5885,-3.7083,1.0,-78.7988,20.6712,-21.3655,120
-89.7906,-1.8577,-4.1002,1.0,-95.25529999999999,23.7193,-23.2261,166
-93.3068,-1.9799,-4.3017,1.0,-97.37629999999999,26.0511,-23.839,167
-0.4907,-0.2295,-0.2316,1.0,-6.1212,0.0828,-5.2522,168
-87.1122,-1.8313,-4.2244,1.0,-90.1126,26.0124,-22.9571,169
-10.939,-0.094,-0.0798,1.0,-13.8481,0.0108,-2.7461,170
-19.9116,-0.185,-0.1607,1.0,-24.3809,0.0508,-4.1744,171
-21.8321,-0.1945,-0.1988,1.0,-26.8641,0.0702,-4.7089,172
-92.1875,-1.8575,-4.1059,1.0,-97.04550000000002,24.1733,-23.0679,173
-17.1216,-0.1003,-0.085,1.0,-20.1583,0.0121,-2.8635,174
-72.6698,-1.5412,-3.5499,1.0,-79.8801,18.9176,-21.0368,175
-77.8505,-1.54,-3.4453,1.0,-86.3216,17.4914,-20.9772,221
-95.3839,-2.0206,-4.3845,1.0,-98.7189,27.1451,-24.075,222
-2.6693,-0.6079,-0.6013,1.0,-12.0204,0.7881,-8.93,223
-97.0419,-2.1091,-4.5654,1.0,-98.70649999999999,29.4772,-24.4673,224
-19.7576,-0.1346,-0.1257,1.0,-23.6013,0.0292,-3.6126,225
-24.02,-0.1607,-0.152,1.0,-28.3494,0.043,-4.0597,226
-17.2805,-0.0714,-0.0669,1.0,-19.881100000000004,0.0083,-2.4706,227
-64.3897,-1.6237,-3.889,1.0,-69.2288,22.3776,-21.704,228
7.1183,-0.0759,-0.1101,1.0,3.369,0.0132,-3.5765,229
-64.4952,-1.4368,-3.3485,1.0,-74.2103,15.8346,-20.7644,230
3.9026,-0.0806,-0.1217,1.0,0.009700000000000042,0.0137,-3.7043,276
-60.4696,-1.4867,-3.4993,1.0,-67.63969999999999,18.5304,-20.7145,277
-79.9657,-1.6667,-3.8361,1.0,-85.4026,21.8708,-21.8049,278
-23.3339,-0.1556,-0.1484,1.0,-27.5978,0.0407,-4.0006,279
-67.3658,-1.5492,-3.6105,1.0,-76.19779999999999,17.984,-21.6563,280
-90.7991,-1.8993,-4.2089,1.0,-95.2924,25.0839,-23.469,281
-51.5598,-1.4458,-3.393,1.0,-59.291000000000004,17.4914,-20.3838,282
-24.0561,-0.159,-0.1507,1.0,-28.362,0.0423,-4.0385,283
-86.1517,-1.7068,-3.7939,1.0,-93.38080000000001,20.5203,-22.2487,284
-10.1933,-0.2578,-0.3072,1.0,-16.6058,0.126,-5.9735,285
-30.2367,-0.1958,-0.1649,1.0,-34.8793,0.0586,-4.3405,331
-77.878,-1.7486,-4.0749,1.0,-81.19869999999999,24.783,-22.2802,332
-28.7218,-0.1927,-0.1704,1.0,-33.422700000000006,0.06,-4.3978,333
-97.4872,-2.156,-4.6377,1.0,-98.5739,30.3837,-24.6767,334
-6.5783,-0.0632,-0.0483,1.0,-8.7114,0.0056,-2.0272,335
-100.1534,-2.1702,-4.6722,1.0,-100.7231,31.0181,-24.7454,336
-11.4054,-0.0551,-0.0446,1.0,-13.411100000000001,0.0048,-1.9108,337
-18.1355,-0.1183,-0.0926,1.0,-21.366300000000006,0.0174,-3.0373,338
-97.275,-2.1299,-4.5917,1.0,-98.74490000000002,29.8009,-24.5492,339
9.9281,-0.0572,-0.0953,1.0,6.416100000000001,0.0097,-3.3692,340
-96.6556,-2.1079,-4.556,1.0,-98.47900000000001,29.309,-24.4685,386
-74.6272,-1.6041,-3.7375,1.0,-81.2124,20.3924,-21.636,387
-20.9204,-0.1802,-0.1822,1.0,-25.6914,0.0584,-4.467,388
-90.4412,-1.9908,-4.3497,1.0,-94.21569999999998,26.5048,-23.9388,389
-73.4564,-1.5119,-3.4377,1.0,-81.7568,17.4685,-20.8193,390
-15.877,-0.1812,-0.1694,1.0,-20.453500000000002,0.0512,-4.2771,391
-15.4761,-0.2729,-0.2868,1.0,-21.655,0.1336,-5.7528,392
-93.9531,-1.8784,-4.0793,1.0,-99.44150000000002,23.6496,-23.1803,393
-6.1439,-0.3671,-0.483,1.0,-14.3842,0.2948,-7.685,394
8.0382,-0.21,-0.2354,1.0,2.2021999999999995,0.0921,-5.4827,395
-84.4887,-2.0344,-4.4014,1.0,-88.4507,26.6221,-24.1483,441
-87.0901,-1.6947,-3.6799,1.0,-94.90760000000002,19.4613,-21.9042,442
-82.2846,-1.6776,-3.8299,1.0,-88.01729999999999,21.6634,-21.8886,443
-25.5576,-0.122,-0.1036,1.0,-29.0622,0.0216,-3.3006,444
5.4831,-0.4177,-0.4009,1.0,-2.3171999999999997,0.3453,-7.327,445
-95.9912,-2.0105,-4.381,1.0,-99.21419999999999,27.2004,-24.0319,446
-8.3287,-0.0241,-0.0401,1.0,-10.1367,0.0027,-1.7465,447
-68.8983,-1.5268,-3.5386,1.0,-76.2222,18.7031,-20.9616,448
1.4729,-0.1577,-0.1442,1.0,-2.8497,0.0357,-4.0564,449
-21.2882,-0.1144,-0.1047,1.0,-24.7542,0.0211,-3.268,450
