cls_elec,cls_elec_3b,ct,ct_3b,disp,disp_3b,has_ion,int,int_3b,mod_pauli,mod_pauli_3b,pol,pol_3b,index
-162.633,-6.217248937900877e-15,-12.0156,0.3771000000000014,-3.7008,0.0031999999999997586,1.0,-182.21030000000002,3.1248999999999874,39.5903,-0.0886000000000023,-43.4512,2.833199999999995,1
-40.4551,0.0,-0.4216,0.007900000000000039,-0.9303,-0.00019999999999997797,1.0,-47.5251,0.6901999999999998,0.3601,-0.005400000000000071,-6.0782,0.6878999999999998,2
-11.1312,1.7763568394002505e-15,-1.0507,0.02809999999999993,-1.6415,-0.0035000000000000586,1.0,-25.2232,1.2865000000000018,1.1201,0.0908000000000001,-12.5199,1.1710999999999998,3
-60.8003,-9.999999999821263e-5,-0.5306,0.04430000000000004,-0.1581,-0.0006999999999999784,1.0,-70.5484,0.820900000000002,0.0689,0.00040000000000000257,-9.1283,0.7770000000000001,4
-190.9036,-0.00010000000001042508,-24.4345,-3.2407000000000004,-12.287,-0.0012000000000025324,1.0,-204.08770000000004,-9.45580000000002,78.2165,-0.7738000000000014,-54.6791,-5.440000000000005,5
-62.6976,-0.00010000000000021103,-0.4814,0.06160000000000002,-0.3315,-0.0009000000000000119,1.0,-71.02879999999999,1.4136999999999997,0.0934,0.006199999999999994,-7.6117,1.3468999999999998,6
-155.0555,1.021405182655144e-14,-10.9758,0.3143000000000012,-3.5367,-0.00140000000000029,1.0,-177.10549999999998,3.351900000000003,34.2099,-0.06970000000000437,-41.7474,3.1086999999999967,7
-190.3549,1.4210854715202004e-14,-21.5686,-2.4680999999999997,-11.4791,0.0005999999999986017,1.0,-202.8052,-6.665199999999997,74.5106,-0.5859000000000023,-53.9132,-3.6118000000000077,8
-82.3137,7.105427357601002e-15,-14.5246,-1.25,-9.9385,-0.000600000000000378,1.0,-69.2149,-5.330599999999995,55.4756,-0.20430000000000348,-17.9137,-3.8756999999999984,9
-135.8243,6.744604874597826e-15,-12.0346,0.0006000000000013161,-3.5956,-0.00040000000000027514,1.0,-153.2435,0.21810000000000418,39.6247,-0.0033000000000029672,-41.4137,0.22119999999999934,10
-95.2686,-5.995204332975845e-15,-12.5451,0.38080000000000086,-6.1211,0.01159999999999961,1.0,-118.72540000000001,2.5967999999999947,42.2991,0.19780000000000264,-47.0897,2.0065999999999975,11
-192.1305,-1.4210854715202004e-14,-28.4112,-4.273200000000001,-12.9809,-0.010699999999999932,1.0,-205.18710000000004,-15.499000000000017,89.2409,-1.7246999999999986,-60.9054,-9.490400000000003,12
-233.5183,-8.881784197001252e-15,-19.4839,2.478700000000002,-8.7629,0.5870999999999991,1.0,-253.04930000000002,16.59769999999999,73.3943,-0.6939999999999995,-64.6785,14.225899999999994,13
-156.3117,-1.7763568394002505e-15,-12.2206,0.01940000000000138,-4.1629,-0.0015999999999997128,1.0,-176.13029999999998,0.9499999999999993,39.7849,0.004900000000000265,-43.22,0.9272999999999991,14
