cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-12.6735,-3.094,-7.0492,0.0,-4.951400000000002,20.4428,-2.5775,11
0.4426,-0.0019,-0.0846,0.0,0.33869999999999995,0.0016,-0.019,12
-0.0113,-0.0003,-0.0124,0.0,-0.0263,-0.0,-0.0023,13
-31.1657,-7.7028,-8.1502,0.0,-15.476899999999999,35.9076,-4.3658,14
-0.9505,-0.0016,-0.0765,0.0,-1.0545,0.0013,-0.0272,15
4.5755,-0.0748,-1.0097,0.0,3.746099999999999,0.4483,-0.1932,16
-4.349,-0.07,-0.9726,0.0,-5.152800000000001,0.417,-0.1782,17
0.9696,-0.0005,-0.0436,0.0,0.9108,0.0002,-0.0149,18
-26.5091,-4.558,-7.1837,0.0,-15.755000000000003,25.9291,-3.4333,19
2.5246,-0.0224,-0.7152,0.0,1.9176,0.2211,-0.0905,20
-0.5533,-0.0021,-0.0831,0.0,-0.6497999999999999,0.0018,-0.0131,21
-4.5628,-0.07,-1.132,0.0,-5.5305,0.4812,-0.2469,22
-26.7395,-7.0592,-7.7628,0.0,-13.074000000000002,32.611,-4.1235,23
-43.801,-13.4888,-10.5045,0.0,-13.012899999999998,61.7991,-7.0177,24
-3.2849,-0.0404,-0.5976,0.0,-3.8648,0.1652,-0.1071,25
-0.0545,-0.1063,-1.2489,0.0,-1.1016,0.625,-0.3169,26
-35.2109,-11.118,-9.2208,0.0,-13.2336,48.0581,-5.742,27
-39.0663,-9.5524,-8.9814,0.0,-18.607100000000003,44.3313,-5.3383,28
-0.2812,-0.0224,-0.496,0.0,-0.8065,0.1124,-0.1193,29
2.7845,-0.0197,-0.4817,0.0,2.2711,0.085,-0.097,30
-39.4273,-10.9201,-9.2356,0.0,-17.1214,48.3573,-5.8957,31
-27.3363,-5.3347,-6.9672,0.0,-17.576900000000002,25.752,-3.6907,32
-5.2618,-0.1352,-1.8576,0.0,-6.119,1.4189,-0.2833,33
-0.0143,-0.0733,-1.1032,0.0,-0.9643,0.4361,-0.2096,34
0.5665,-0.0013,-0.0462,0.0,0.5098,0.0003,-0.0095,35
-3.1625,-0.0166,-0.267,0.0,-3.4933,0.0263,-0.0735,36
-5.8524,-0.1452,-1.4317,0.0,-6.8119000000000005,0.8806,-0.2632,37
-0.9962,-0.004,-0.1014,0.0,-1.132,0.0037,-0.0341,38
-47.6213,-13.7737,-10.3201,0.0,-17.6279,61.4098,-7.3226,39
-0.9549,-0.001,-0.0368,0.0,-0.9995,0.0001,-0.0069,40
-1.2335,-0.0008,-0.0412,0.0,-1.2891,0.0001,-0.0137,41
-30.7854,-7.5392,-8.4187,0.0,-14.110699999999996,36.886,-4.2534,42
-37.3448,-10.2157,-9.3232,0.0,-15.003199999999998,47.295,-5.4145,43
2.4332,-0.0037,-0.1036,0.0,2.2777999999999996,0.0031,-0.0512,44
-5.4519,-0.107,-1.2585,0.0,-6.420000000000001,0.6274,-0.23,45
-0.2737,-0.0557,-1.0119,0.0,-1.1415000000000002,0.3989,-0.1991,46
-0.6506,-0.0015,-0.053,0.0,-0.7132,0.0003,-0.0084,47
-30.9341,-6.3894,-7.3901,0.0,-18.816700000000004,29.999,-4.1021,48
2.5598,-0.0099,-0.3181,0.0,2.2207000000000003,0.043,-0.0541,49
-0.1118,-0.3438,-2.5429,0.0,-1.0120000000000002,2.5378,-0.5513,50
-35.9162,-9.9578,-9.5359,0.0,-12.738500000000004,48.0319,-5.3605,51
-1.7146,-0.0885,-1.1802,0.0,-2.6534,0.5736,-0.2437,52
0.4659,-0.0015,-0.0752,0.0,0.3692,0.0012,-0.0212,53
-44.8818,-13.3985,-10.0929,0.0,-16.964299999999998,58.3108,-6.9019,54
-0.6447,-0.0014,-0.0779,0.0,-0.7408,0.0014,-0.0182,55
-12.6735,-3.094,-7.0492,0.0,-4.951400000000002,20.4428,-2.5775,66
0.4426,-0.0019,-0.0846,0.0,0.33869999999999995,0.0016,-0.019,67
-0.0113,-0.0003,-0.0124,0.0,-0.0263,-0.0,-0.0023,68
-31.1657,-7.7028,-8.1502,0.0,-15.476899999999999,35.9076,-4.3658,69
-0.9505,-0.0016,-0.0765,0.0,-1.0545,0.0013,-0.0272,70
4.5755,-0.0748,-1.0097,0.0,3.746099999999999,0.4483,-0.1932,71
-4.349,-0.07,-0.9726,0.0,-5.152800000000001,0.417,-0.1782,72
0.9696,-0.0005,-0.0436,0.0,0.9108,0.0002,-0.0149,73
-26.5091,-4.558,-7.1837,0.0,-15.755000000000003,25.9291,-3.4333,74
2.5246,-0.0224,-0.7152,0.0,1.9176,0.2211,-0.0905,75
-0.5533,-0.0021,-0.0831,0.0,-0.6497999999999999,0.0018,-0.0131,76
-4.5628,-0.07,-1.132,0.0,-5.5305,0.4812,-0.2469,77
-26.7395,-7.0592,-7.7628,0.0,-13.074000000000002,32.611,-4.1235,78
-43.801,-13.4888,-10.5045,0.0,-13.012899999999998,61.7991,-7.0177,79
-3.2849,-0.0404,-0.5976,0.0,-3.8648,0.1652,-0.1071,80
-0.0545,-0.1063,-1.2489,0.0,-1.1016,0.625,-0.3169,81
-35.2109,-11.118,-9.2208,0.0,-13.2336,48.0581,-5.742,82
-39.0663,-9.5524,-8.9814,0.0,-18.607100000000003,44.3313,-5.3383,83
-0.2812,-0.0224,-0.496,0.0,-0.8065,0.1124,-0.1193,84
2.7845,-0.0197,-0.4817,0.0,2.2711,0.085,-0.097,85
-39.4273,-10.9201,-9.2356,0.0,-17.1214,48.3573,-5.8957,86
-27.3363,-5.3347,-6.9672,0.0,-17.576900000000002,25.752,-3.6907,87
-5.2618,-0.1352,-1.8576,0.0,-6.119,1.4189,-0.2833,88
-0.0143,-0.0733,-1.1032,0.0,-0.9643,0.4361,-0.2096,89
0.5665,-0.0013,-0.0462,0.0,0.5098,0.0003,-0.0095,90
-3.1625,-0.0166,-0.267,0.0,-3.4933,0.0263,-0.0735,91
-5.8524,-0.1452,-1.4317,0.0,-6.8119000000000005,0.8806,-0.2632,92
-0.9962,-0.004,-0.1014,0.0,-1.132,0.0037,-0.0341,93
-47.6213,-13.7737,-10.3201,0.0,-17.6279,61.4098,-7.3226,94
-0.9549,-0.001,-0.0368,0.0,-0.9995,0.0001,-0.0069,95
-1.2335,-0.0008,-0.0412,0.0,-1.2891,0.0001,-0.0137,96
-30.7854,-7.5392,-8.4187,0.0,-14.110699999999996,36.886,-4.2534,97
-37.3448,-10.2157,-9.3232,0.0,-15.003199999999998,47.295,-5.4145,98
2.4332,-0.0037,-0.1036,0.0,2.2777999999999996,0.0031,-0.0512,99
-5.4519,-0.107,-1.2585,0.0,-6.420000000000001,0.6274,-0.23,100
-0.2737,-0.0557,-1.0119,0.0,-1.1415000000000002,0.3989,-0.1991,101
-0.6506,-0.0015,-0.053,0.0,-0.7132,0.0003,-0.0084,102
-30.9341,-6.3894,-7.3901,0.0,-18.816700000000004,29.999,-4.1021,103
2.5598,-0.0099,-0.3181,0.0,2.2207000000000003,0.043,-0.0541,104
-0.1118,-0.3438,-2.5429,0.0,-1.0120000000000002,2.5378,-0.5513,105
-35.9162,-9.9578,-9.5359,0.0,-12.738500000000004,48.0319,-5.3605,106
-1.7146,-0.0885,-1.1802,0.0,-2.6534,0.5736,-0.2437,107
0.4659,-0.0015,-0.0752,0.0,0.3692,0.0012,-0.0212,108
-44.8818,-13.3985,-10.0929,0.0,-16.964299999999998,58.3108,-6.9019,109
-0.6447,-0.0014,-0.0779,0.0,-0.7408,0.0014,-0.0182,110
-48.2222,-14.6141,-10.6305,0.0,-15.685299999999998,65.4881,-7.7066,121
-1.3496,-0.002,-0.0713,0.0,-1.4525,0.001,-0.0306,122
-42.4269,-12.373,-9.974,0.0,-14.908100000000005,56.5117,-6.6459,123
0.4489,-0.0017,-0.0816,0.0,0.34550000000000003,0.0015,-0.0216,124
-5.0416,-0.0419,-0.7862,0.0,-5.86,0.2448,-0.2351,125
-1.8362,-0.0437,-0.6591,0.0,-2.4762000000000004,0.1921,-0.1293,126
-0.9087,-0.3793,-3.0657,0.0,-1.3719000000000003,3.6104,-0.6286,127
-0.8437,-0.0011,-0.0673,0.0,-0.9302,0.001,-0.0191,128
-20.0432,-4.2037,-6.7699,0.0,-11.422799999999999,22.7585,-3.1645,129
0.3996,-0.0014,-0.0254,0.0,0.36460000000000004,0.0,-0.0082,130
-3.6601,-0.0498,-0.7905,0.0,-4.3995,0.2672,-0.1663,131
-1.3458,-0.0038,-0.0949,0.0,-1.4722,0.0032,-0.0309,132
