cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-61.8748,-3.295,-5.8692,1.0,-59.83290000000001,23.7017,-12.4956,1
-49.48,-2.1557,-4.2219,1.0,-52.3326,13.7236,-10.1986,2
11.8509,-0.2812,-0.7926,1.0,7.361799999999999,0.4103,-3.8256,3
-39.631,-2.3066,-4.726,1.0,-42.1404,15.3185,-10.7953,4
-5.095,-0.0939,-0.5696,1.0,-8.754,0.1009,-3.0964,5
-44.0406,-1.8283,-3.9838,1.0,-48.3527,11.3836,-9.8836,6
-36.6097,-2.8303,-4.8126,1.0,-35.8941,18.9317,-10.5732,7
-52.4189,-1.9906,-4.2147,1.0,-56.269999999999996,12.7122,-10.358,8
-15.81,-0.089,-0.4852,1.0,-19.1348,0.0836,-2.8342,9
-10.7354,-0.2122,-1.13,1.0,-16.1895,0.4946,-4.6065,10
0.7623,-0.0652,-1.3609,0.0,-0.2001000000000001,0.7126,-0.2489,11
-0.5167,-0.0007,-0.0258,0.0,-0.5513000000000001,0.0,-0.0081,12
1.6086,-0.0031,-0.0945,0.0,1.4784,0.0024,-0.035,13
0.3623,-0.002,-0.0503,0.0,0.30019999999999997,0.0002,-0.01,14
6.6807,-0.103,-1.6932,0.0,5.7124,1.1227,-0.2948,15
0.7958,-0.0036,-0.1265,0.0,0.644,0.0036,-0.0253,16
1.9723,-0.0021,-0.0587,0.0,1.8844999999999998,0.0005,-0.0275,17
0.5512,-0.0009,-0.0167,0.0,0.5279999999999999,0.0,-0.0056,18
-29.2093,-6.5376,-7.5403,0.0,-17.3337,29.7644,-3.8109,19
2.5443,-0.0416,-0.6773,0.0,1.8499999999999996,0.2017,-0.1771,20
1.5291,-0.0096,-0.4107,0.0,1.0951999999999997,0.0782,-0.0918,21
-45.8017,-13.2765,-10.0137,0.0,-18.528199999999995,57.664,-7.1003,22
-1.5293,-0.0342,-0.6404,0.0,-2.2213,0.1309,-0.1483,23
-2.3307,-0.0977,-1.4469,0.0,-3.4138000000000006,0.7558,-0.2943,24
1.3884,-0.0027,-0.0713,0.0,1.2954,0.001,-0.02,25
1.1924,-0.0022,-0.076,0.0,1.1016999999999997,0.0009,-0.0134,26
-39.6986,-11.7912,-9.3539,0.0,-16.483199999999997,50.6781,-6.3176,27
-34.5128,-7.6817,-7.9822,0.0,-19.7652,34.7987,-4.3872,28
-32.3423,-6.5695,-7.6246,0.0,-19.7767,30.7165,-3.9568,29
0.328,-0.0018,-0.0588,0.0,0.25229999999999997,0.0005,-0.0156,30
-6.8188,-0.1975,-2.5048,0.0,-7.5424,2.3793,-0.4006,31
-6.287,-0.1082,-1.3035,0.0,-7.2972,0.6555,-0.254,32
-56.5821,-17.9616,-11.36,0.0,-18.246100000000002,77.2276,-9.57,33
0.8368,-0.0006,-0.0355,0.0,0.7920999999999999,0.0001,-0.0087,34
2.7538,-0.0049,-0.2243,0.0,2.4741999999999997,0.0168,-0.0672,35
0.5181,-0.0021,-0.0512,0.0,0.4488,0.0002,-0.0162,36
3.1262,-0.0082,-0.3452,0.0,2.7469999999999994,0.0437,-0.0695,37
-33.0022,-8.8067,-8.6198,0.0,-14.9797,40.2402,-4.7912,38
-4.197,-0.0699,-0.8752,0.0,-5.0289,0.2948,-0.1816,39
-0.5458,-0.0013,-0.0328,0.0,-0.5902,0.0,-0.0103,40
-2.476,-0.0135,-0.2772,0.0,-2.8135,0.0285,-0.0753,41
-44.1769,-13.8389,-10.1625,0.0,-15.428500000000005,60.1622,-7.4124,42
0.9464,-0.0027,-0.0878,0.0,0.8405,0.0007,-0.0161,43
-4.0683,-0.0623,-0.7501,0.0,-4.793599999999999,0.2454,-0.1583,44
-3.0162,-0.026,-0.4033,0.0,-3.4591,0.0784,-0.092,45
-31.1976,-7.5539,-8.3276,0.0,-14.514600000000002,36.9619,-4.3974,46
1.5092,-0.0044,-0.1639,0.0,1.3019000000000003,0.0101,-0.0491,47
2.4343,-0.0029,-0.1217,0.0,2.2649,0.004,-0.0488,48
-37.2234,-9.688,-8.6487,0.0,-18.6301,42.2951,-5.3651,49
5.1081,-0.0918,-1.3548,0.0,4.1491999999999996,0.7356,-0.2479,50
-35.0134,-8.1458,-8.4858,0.0,-18.918699999999994,37.3316,-4.6053,51
-3.5484,-0.0247,-0.5118,0.0,-4.094,0.0912,-0.1003,52
-42.5692,-12.3252,-9.6714,0.0,-17.8057,53.3537,-6.5936,53
