cls_elec,cls_elec_3b,ct,ct_3b,disp,disp_3b,has_ion,int,int_3b,mod_pauli,mod_pauli_3b,pol,pol_3b,index
8.004,0.0,-0.0559,0.0015000000000000083,-1.0341,-0.0029000000000000137,0.0,6.768199999999999,-0.08080000000000004,0.2231,-0.00040000000000001146,-0.3689,-0.07900000000000001,46
12.7446,-1.7763568394002505e-15,-0.1019,-0.0011000000000000107,-3.3387,-0.017799999999999816,0.0,10.4096,-0.41810000000000147,2.1016,-0.029199999999999893,-0.996,-0.37,47
-36.3184,0.0,-10.7518,0.1097999999999999,-9.4326,-0.003200000000001424,0.0,-14.460599999999996,0.5890000000000031,47.6092,0.0847000000000051,-5.567,0.3976999999999995,48
-1.7076,-3.3306690738754696e-16,-0.0543,-0.0006999999999999992,-1.343,-0.012499999999999845,0.0,-3.0970999999999997,0.0021999999999997924,0.2689,-0.0021000000000000463,-0.2611,0.017500000000000016,49
-1.888,0.0,-0.0925,0.001899999999999999,-1.5782,-0.0042999999999999705,0.0,-3.0246999999999997,0.09970000000000011,0.7395,0.000500000000000056,-0.2055,0.10160000000000002,50
-20.3522,0.0001000000000015433,-6.5548,-0.031200000000000564,-9.3612,-0.016600000000000614,0.0,-5.9105,-0.4753000000000008,34.7301,-0.10410000000000108,-4.3724,-0.32350000000000007,51
2.4573,0.0,-0.0125,0.0013,-0.4807,-0.0026000000000000467,0.0,1.8413,-0.008800000000000037,0.0229,-0.00039999999999999975,-0.1457,-0.007099999999999992,52
-17.9922,-0.00010000000000065512,-6.3478,0.03069999999999959,-10.4376,-0.008599999999999497,0.0,-3.660400000000002,-0.10660000000000339,35.4428,-0.028300000000002656,-4.3256,-0.10030000000000017,53
-33.6934,7.105427357601002e-15,-9.5222,0.06810000000000116,-9.7196,-0.009800000000000253,0.0,-16.376099999999997,0.47860000000000635,41.7885,0.13929999999999865,-5.2294,0.2809999999999997,54
-44.2435,7.105427357601002e-15,-13.282,-0.03700000000000081,-10.0147,-0.001800000000001134,0.0,-17.779499999999995,-0.21429999999998994,56.9688,-0.017399999999994975,-7.2081,-0.15810000000000013,55
-3.43,-5.551115123125783e-17,-0.0256,0.0001999999999999975,-0.5752,-0.0014000000000000123,0.0,-4.0834,-0.014000000000000082,0.0824,-0.0004000000000000057,-0.135,-0.012400000000000005,56
-5.794,8.881784197001252e-16,-0.1033,9.999999999998899e-5,-1.3077,-0.002200000000000202,0.0,-6.8839999999999995,0.014700000000000879,0.5681,0.000400000000000178,-0.2471,0.016400000000000026,57
-28.9643,9.999999999865672e-5,-6.6066,-0.0745000000000001,-8.9503,-0.007600000000001272,0.0,-14.1265,-0.37310000000000354,34.6591,-0.0015000000000003622,-4.2644,-0.2896000000000004,58
-39.0553,0.0,-10.1028,-0.08530000000000015,-8.9155,-0.0039999999999995595,0.0,-20.731500000000004,-0.4224000000000032,43.1488,-0.026000000000003354,-5.8067,-0.30710000000000015,59
-27.9679,-1.9984014443252818e-15,-6.3526,-0.03869999999999934,-8.2754,-0.0022999999999996773,0.0,-12.9497,-0.3080000000000043,33.6879,-0.007800000000003138,-4.0417,-0.25920000000000015,60
1.6087,-2.220446049250313e-16,-0.0662,0.0005000000000000004,-1.7437,-0.0029000000000000137,0.0,0.11109999999999991,-0.04860000000000016,0.7145,0.0028000000000000663,-0.4022,-0.04899999999999999,61
-0.7846,-4.163336342344337e-17,-0.0603,-0.0004000000000000032,-1.7346,-0.005999999999999936,0.0,-2.2552,-0.046199999999999894,0.6863,-0.004899999999999932,-0.362,-0.03489999999999998,62
2.4454,9.99999999995449e-5,-0.0419,0.0008999999999999963,-1.4418,-0.004399999999999987,0.0,1.3205999999999998,-0.008600000000000338,0.6216,0.0018000000000000897,-0.2627,-0.006999999999999982,63
-17.7048,3.552713678800501e-15,-6.6695,-0.019700000000000426,-11.7613,0.05669999999999842,0.0,-4.059699999999999,-0.6773000000000016,36.8187,-0.4175000000000031,-4.7428,-0.29680000000000006,64
7.6092,0.0,-0.1126,0.003599999999999992,-2.4374,-0.011499999999999844,0.0,5.6083,-0.06729999999999978,1.1005,-0.0044999999999999485,-0.5514,-0.05489999999999998,65
-23.3749,-2.220446049250313e-16,-6.4385,-0.08760000000000025,-9.591,-0.014799999999999813,0.0,-9.772099999999998,-0.7569000000000025,34.2344,-0.08510000000000167,-4.6021,-0.5694000000000005,66
-5.3751,-9.999999999976694e-5,-0.0356,0.0007999999999999986,-0.7378,-0.0014999999999999736,0.0,-6.252399999999999,-0.032199999999999715,0.1028,-0.0007999999999999986,-0.2067,-0.030599999999999974,67
-58.8024,0.0,-19.8369,0.059899999999998954,-11.9505,-0.001900000000000901,0.0,-15.658400000000002,0.24459999999999305,85.4545,-0.019400000000004525,-10.5231,0.20599999999999952,68
-24.4069,9.999999999998899e-5,-6.5,0.0178000000000002,-8.6853,-0.005000000000000726,0.0,-8.816,0.10829999999999564,34.5188,-0.04930000000000424,-3.7426,0.1447000000000004,69
-5.8946,0.0,-0.0803,0.0006999999999999923,-1.1108,-0.0014999999999999458,0.0,-6.983099999999999,-0.006199999999999997,0.3539,-0.0011000000000000454,-0.2513,-0.004299999999999998,70
-26.8587,-6.661338147750939e-16,-6.3231,-0.008599999999999655,-8.2992,-0.002600000000001032,0.0,-11.6885,-0.12620000000000398,33.689,-0.007500000000002615,-3.8965,-0.1075,71
-33.8821,-0.00010000000000331966,-6.3284,-0.028600000000000847,-7.7827,-0.008000000000000007,0.0,-23.2031,-0.25620000000000154,29.2863,0.028000000000002245,-4.4962,-0.2474999999999996,72
-66.602,-7.105427357601002e-15,-15.9753,-0.8209999999999997,-17.4371,0.022699999999996834,0.0,-36.2868,-3.238000000000019,74.9971,-0.008800000000007913,-11.2695,-2.430900000000001,73
-0.6834,0.0,-0.0324,0.0005000000000000013,-0.9319,-0.007299999999999973,0.0,-1.7178,0.04060000000000004,0.1328,0.0,-0.2029,0.04740000000000001,74
-62.0701,-9.999999999976694e-5,-14.7121,-0.9296999999999995,-16.3791,0.029299999999999216,0.0,-37.1904,-3.703800000000009,66.9234,-0.04390000000000782,-10.9525,-2.759400000000001,75
-19.3713,0.0,-6.9298,0.10249999999999992,-11.9941,-0.0268000000000006,0.0,-2.939799999999999,0.6711999999999965,38.993,-0.2391000000000032,-3.6376,0.8346000000000003,76
-32.4361,-3.552713678800501e-15,-6.3956,0.05520000000000014,-7.6281,-0.005199999999999427,0.0,-20.327600000000004,0.28830000000000133,29.9112,0.018300000000003536,-3.779,0.22000000000000064,77
-28.8714,-0.00010000000000220943,-6.3369,-0.01519999999999951,-8.4781,-0.006500000000000117,0.0,-13.962000000000002,-0.16170000000000714,33.7151,0.0013999999999945653,-3.9907,-0.14129999999999987,78
-67.1849,9.999999999621423e-5,-16.6079,-0.7649000000000008,-17.3527,-0.04359999999999964,0.0,-33.59559999999999,-2.6750000000000025,78.9539,0.21280000000000143,-11.404,-2.0793999999999997,79
-57.4002,1.7763568394002505e-15,-13.8764,-0.8837000000000002,-18.7187,0.22550000000000114,0.0,-31.085399999999993,-3.9266999999999994,69.8169,-0.36020000000000185,-10.907,-2.9083,80
-27.9284,4.440892098500626e-16,-6.3282,-0.010599999999999945,-8.3694,-0.004500000000000295,0.0,-12.828199999999999,-0.10040000000000537,33.6845,-0.016000000000005808,-3.8867,-0.06929999999999978,81
-22.577,-7.105427357601002e-15,-9.3852,0.27930000000000277,-11.1716,0.0007000000000019213,0.0,-5.277299999999999,1.2128999999999994,42.8502,0.09570000000000078,-4.9937,0.837200000000001,82
-78.1336,0.00010000000000331966,-22.5779,1.5702999999999978,-19.7407,0.14679999999999893,0.0,-26.636000000000006,3.9531999999999963,104.264,-0.43780000000000285,-10.4478,2.673799999999999,83
5.5021,0.00010000000000071063,-0.0798,0.00020000000000000443,-1.4703,-0.004399999999999904,0.0,4.0718000000000005,0.06970000000000076,0.3777,-0.0024000000000000354,-0.2579,0.07619999999999999,84
-5.3947,9.999999999976694e-5,-0.2551,-0.016499999999999987,-3.2845,-0.03489999999999993,0.0,-7.922,0.12489999999999993,1.5112,0.01440000000000008,-0.4989,0.1618,85
8.2048,0.00010000000000043308,-0.0962,0.002300000000000007,-2.1613,-0.0234000000000002,0.0,6.0473,-0.0654999999999998,0.6199,-0.004600000000000021,-0.5199,-0.03990000000000002,86
-30.1959,0.00010000000000331966,-9.9892,0.07629999999999981,-9.6696,-0.014200000000000657,0.0,-11.783300000000004,0.43390000000000484,43.3527,-0.026899999999997704,-5.2813,0.39860000000000007,87
