cls_elec,ct,disp,has_ion,int,mod_pauli,pol,index
-30.801,-0.6915,-2.3847,1.0,-36.53959999999999,2.6952,-5.3576,1
-108.4636,-19.7759,-12.0631,1.0,-99.6551,68.3703,-27.7228,2
-126.9874,-29.6378,-13.9345,1.0,-108.047,97.3893,-34.8766,3
-9.4149,-0.0185,-0.1889,1.0,-10.7755,0.0365,-1.1897,4
-104.3847,-21.1442,-11.8449,1.0,-97.88789999999999,67.8459,-28.36,5
-6.4527,-0.2074,-1.0051,1.0,-10.1348,0.6887,-3.1583,6
-106.0536,-21.3416,-11.848,1.0,-99.7488,68.0808,-28.5864,7
-28.7109,-0.5122,-1.7755,1.0,-33.8063,1.688,-4.4957,8
-16.1191,-0.3516,-1.5936,1.0,-20.756,1.3901,-4.0818,9
-95.793,-15.1519,-11.0458,1.0,-90.9754,55.0416,-24.0263,10
0.876,-0.0045,-0.1574,0.0,0.6907000000000001,0.0088,-0.0322,11
-36.4183,-10.0457,-9.3848,0.0,-13.676600000000004,47.6857,-5.5135,12
-21.068,-2.777,-6.2569,0.0,-14.3228,18.2184,-2.4393,13
3.4738,-0.0411,-0.9792,0.0,2.7222,0.3979,-0.1292,14
1.9448,-0.1551,-1.4499,0.0,0.7990000000000002,0.828,-0.3688,15
-41.7996,-11.1994,-10.2607,0.0,-13.1247,56.2925,-6.1575,16
-28.779,-8.3787,-8.412,0.0,-11.779699999999998,38.3605,-4.5705,17
-3.1002,-0.0494,-0.6913,0.0,-3.7548999999999997,0.2183,-0.1323,18
1.7327,-0.0617,-0.8457,0.0,0.9096999999999998,0.2817,-0.1973,19
3.0105,-0.0137,-0.2431,0.0,2.6599,0.0268,-0.1206,20
0.0308,-0.0005,-0.0418,0.0,-0.021899999999999996,0.0002,-0.0106,21
-2.3311,-1.6616,-5.513,0.0,-0.035400000000000986,11.1456,-1.6753,22
-0.6968,-0.0015,-0.0859,0.0,-0.8053999999999999,0.002,-0.0232,23
2.5622,-0.3379,-2.1104,0.0,1.339,1.8595,-0.6344,24
4.6489,-0.0869,-1.2463,0.0,3.7679000000000005,0.6521,-0.1999,25
-34.1028,-8.4905,-8.6866,0.0,-15.404900000000001,40.6792,-4.8042,26
3.1214,-0.0156,-0.2623,0.0,2.742,0.0315,-0.133,27
0.2931,-0.0228,-0.598,0.0,-0.29129999999999995,0.1588,-0.1224,28
4.5776,-0.6444,-2.7824,0.0,3.3160000000000003,3.0583,-0.8931,29
-29.5204,-5.6763,-7.2578,0.0,-18.389,27.9845,-3.919,30
6.0596,-0.2599,-1.888,0.0,4.9384999999999994,1.5106,-0.4838,31
-0.8973,-0.0384,-0.6254,0.0,-1.5660999999999998,0.148,-0.153,32
0.0747,-0.0032,-0.1014,0.0,-0.04660000000000001,0.0028,-0.0195,33
-9.0131,-2.0295,-6.7873,0.0,-1.6358999999999997,18.0868,-1.8928,34
-4.088,-0.0685,-0.9916,0.0,-4.8881,0.4324,-0.1724,35
-31.5996,-7.9411,-8.1914,0.0,-15.715799999999996,36.4534,-4.4371,36
-0.8389,-0.0042,-0.1464,0.0,-1.0196999999999998,0.0078,-0.038,37
-22.9281,-5.7225,-8.663,0.0,-6.545000000000001,34.253,-3.4844,38
1.6356,-0.0027,-0.1056,0.0,1.4833,0.0028,-0.0468,39
0.6572,-0.0004,-0.0297,0.0,0.6211000000000001,0.0001,-0.0061,40
-33.9206,-8.6074,-8.8995,0.0,-14.265699999999999,41.9251,-4.7633,41
2.6332,-0.0585,-0.7397,0.0,1.8666,0.2543,-0.2227,42
