cls_elec,cls_elec_3b,ct,ct_3b,disp,disp_3b,has_ion,int,int_3b,mod_pauli,mod_pauli_3b,pol,pol_3b,index
-215.9526,-3.552713678800501e-15,-24.6369,0.29650000000000026,-7.1003,-0.0028999999999997778,1.0,-270.50070000000005,2.0160999999999887,61.2633,-0.0559000000000021,-84.0742,1.7783999999999938,1
-247.3728,-1.4210854715202004e-14,-37.4421,-6.275100000000007,-14.7644,-0.03810000000000091,1.0,-317.3107,-28.252900000000025,92.5634,-3.019499999999997,-110.2948,-18.920200000000005,2
-215.8162,-1.9984014443252818e-15,-24.3013,0.3791000000000012,-7.0657,-0.0039000000000000423,1.0,-270.7089,2.5679999999999894,60.1881,-0.05740000000000117,-83.7138,2.2501999999999915,3
-97.3675,9.999999999221743e-5,-1.9893,0.059399999999999925,-0.7689,-0.0024999999999999467,1.0,-122.94120000000001,0.978799999999995,0.2564,-0.0008999999999999737,-23.0719,0.9227000000000029,4
-104.5787,0.0,-7.2233,-0.25509999999999966,-7.5216,-0.004600000000000826,1.0,-107.2338,1.6129000000000016,28.7029,0.20860000000000056,-16.6131,1.6640000000000015,5
-220.6169,1.6653345369377348e-15,-26.116,0.523800000000003,-7.3774,-0.0008999999999994776,1.0,-273.23789999999997,2.2906000000000057,67.166,-0.020600000000001728,-86.2936,1.7883000000000022,6
-225.2954,9.999999998433484e-5,-29.2728,0.24149999999999983,-8.0079,-0.002899999999999431,1.0,-270.56,1.703199999999993,80.1637,-0.04969999999999145,-88.1476,1.5141999999999998,7
-95.6555,-3.219646771412954e-15,-1.3788,0.06309999999999996,-0.3203,-9.99999999999994e-5,1.0,-115.8472,0.5980999999999993,0.0843,-0.005299999999999999,-18.5769,0.5404000000000025,8
-215.5065,9.999999999887876e-5,-26.5431,0.19290000000000193,-7.5911,-0.005499999999999894,1.0,-268.33959999999996,2.2437999999999936,67.397,-0.06679999999999447,-86.0959,2.123099999999987,9
-359.2798,-0.00010000000003085319,-45.3664,5.9524,-17.2947,0.555600000000001,1.0,-428.27380000000005,27.639499999999988,134.5026,-0.5837999999999894,-140.8355,21.715400000000006,10
-355.8071,8.881784197001252e-15,-43.439,5.765300000000002,-16.1818,0.4605000000000006,1.0,-431.2076,26.21910000000002,123.8995,-0.5839999999999961,-139.6792,20.5773,11
-236.6371,9.999999998777653e-5,-24.9949,1.3790999999999987,-7.4364,-0.0031999999999997655,1.0,-301.22170000000006,5.44309999999999,61.4975,-0.030299999999999012,-93.6508,4.097400000000002,12
-221.0324,-4.884981308350689e-15,-24.7118,0.5503999999999997,-7.1755,-0.003700000000000328,1.0,-277.7433,2.9413999999999922,61.2725,-0.05720000000000043,-86.0961,2.451899999999998,13
-357.8245,-1.9539925233402755e-14,-45.2567,5.8336,-16.2376,0.46850000000000014,1.0,-430.9027,26.136700000000005,130.2196,-0.7069999999999768,-141.8035,20.5416,14
-362.6861,-3.2862601528904634e-14,-47.3318,6.543599999999998,-15.7293,0.2786999999999997,1.0,-430.6042,23.568399999999983,141.6202,-0.4991999999999783,-146.4772,17.245299999999997,15
