dma_elec,cls_elec,ct,disp,int,mod_pauli,pol,index
-90.396875,-94.1134,-1.9011,-4.1321,-99.333,24.192,-23.3784,153
-92.683936,-96.3799,-1.9688,-4.3427,-100.0689,26.6991,-24.0766,154
-99.497787,-106.2534,-2.431,-5.2121,-100.25200000000001,39.2385,-25.594,155
-107.396621,-115.3046,-2.9634,-5.922,-100.80600000000001,51.1856,-27.8016,156
-109.966179,-120.3099,-3.2783,-6.4039,-97.7743,60.4424,-28.2246,157
-106.799257,-116.3647,-3.0914,-6.1549,-97.90020000000001,55.5916,-27.8808,158
-97.112115,-102.5375,-2.2633,-4.8717,-100.6748,33.9225,-24.9248,159
-88.341529,-91.3994,-1.7774,-3.888,-98.63010000000001,21.3428,-22.9081,160
-76.389315,-79.4486,-1.481,-3.3463,-89.0077,16.1445,-20.8763,161
-73.487345,-78.0787,-1.5811,-3.5331,-85.7499,18.5424,-21.0994,162
-80.251651,-84.3951,-1.6852,-3.8104,-90.95320000000001,20.9827,-22.0452,163
-92.376374,-97.0327,-2.138,-4.6048,-99.50600000000001,29.717,-25.4475,164
-91.85757,-103.3184,-2.4093,-5.7117,-88.7889,48.3457,-25.6952,165
-94.602577,-107.4015,-2.5705,-6.0507,-88.85679999999999,54.1685,-27.0026,166
-98.465834,-103.8507,-2.3148,-5.0461,-100.288,36.5511,-25.6275,167
-88.014722,-93.2075,-1.9135,-4.3094,-95.85469999999998,26.8918,-23.3161,168
-73.393552,-79.5059,-1.6662,-3.9359,-84.415,23.0179,-22.3249,169
-81.386195,-86.3416,-1.7671,-3.9373,-91.6063,22.6312,-22.1915,170
-90.447253,-93.5819,-1.8688,-4.1332,-99.4325,23.9316,-23.7802,171
-84.315558,-91.9277,-1.988,-4.6844,-90.69030000000001,32.1955,-24.2857,172
-80.519113,-90.2314,-2.1474,-5.1878,-82.3455,39.7574,-24.5363,173
-94.524614,-100.8023,-2.2971,-4.997,-98.456,35.4636,-25.8232,174
-87.373732,-94.8272,-2.0761,-4.8271,-92.1627,34.0488,-24.4811,175
-69.982029,-77.7009,-1.8122,-4.3941,-77.6941,28.865,-22.6519,176
-84.672005,-89.1673,-1.812,-4.1601,-94.3505,24.7752,-23.9863,177
-92.836241,-97.0886,-2.0091,-4.3666,-100.17190000000001,27.0956,-23.8032,178
-95.806663,-103.1571,-2.34,-5.2566,-96.56620000000001,39.9089,-25.7214,179
-91.830543,-100.7479,-2.6445,-5.422,-94.6381,41.7618,-27.5855,180
-95.574083,-102.9416,-2.4399,-5.1839,-97.20069999999997,38.6398,-25.2751,181
-92.159488,-95.9514,-2.0389,-4.426,-100.1328,27.388,-25.1045,182
-82.461844,-87.2081,-1.8747,-4.0698,-92.9689,23.1794,-22.9957,183
-90.884332,-94.8047,-1.9442,-4.2873,-98.72789999999999,25.9867,-23.6784,184
-91.445838,-97.8401,-2.1476,-4.9049,-95.8824,34.5393,-25.5291,185
-83.514294,-91.4905,-2.3228,-5.3595,-83.52629999999999,41.2687,-25.6222,186
-99.956599,-106.6105,-2.503,-5.3877,-99.16219999999998,41.9248,-26.5858,187
-97.549011,-103.9762,-2.3428,-5.113,-99.7714,37.5831,-25.9225,188
-81.710426,-89.9231,-1.994,-4.7906,-86.6084,33.9269,-23.8276,189
-79.621169,-87.2522,-1.9345,-4.5698,-86.6172,30.8142,-23.6749,190
-92.187143,-96.465,-1.9885,-4.4012,-99.65010000000001,27.5936,-24.389,191
-93.323046,-97.2543,-2.0059,-4.4658,-99.339,28.2376,-23.8506,192
-93.602022,-101.4165,-2.2523,-5.1029,-96.69360000000002,37.7863,-25.7082,193
-104.325913,-113.6119,-2.7138,-5.9507,-97.56880000000001,52.0854,-27.3778,194
-112.930917,-124.6421,-3.5367,-6.7997,-94.57399999999998,68.9813,-28.5768,195
-111.165922,-123.231,-3.3794,-6.657,-97.7601,65.1433,-29.636,196
-96.625745,-101.8341,-2.316,-4.9242,-99.86019999999999,34.5302,-25.3161,197
-89.536463,-93.1905,-1.8461,-4.0841,-98.39250000000001,23.6998,-22.9716,198
-88.818259,-91.8978,-1.8218,-3.9345,-99.5052,21.8356,-23.6867,199
-89.928086,-93.9092,-1.8832,-4.2267,-97.7064,25.4284,-23.1157,200
-94.603416,-100.7956,-2.2068,-4.9041,-98.5949,34.5836,-25.272,201
-105.074288,-112.4248,-2.793,-5.7573,-99.97120000000001,48.3359,-27.332,202
-107.339293,-120.9969,-3.4092,-6.8143,-91.055,68.797,-28.6316,203
-105.439155,-118.447,-3.0814,-6.7197,-90.7189,66.8785,-29.3493,204
-101.993061,-109.0635,-2.5496,-5.4311,-100.2782,42.8408,-26.0748,205
-95.014943,-100.7565,-2.2988,-4.8714,-99.8343,33.7585,-25.6661,206
-93.418239,-98.7205,-2.1065,-4.7195,-98.5358,31.7338,-24.7231,207
-95.051288,-100.5792,-2.1648,-4.7422,-99.6559,32.2358,-24.4055,208
-91.462156,-96.1645,-2.1044,-4.5036,-99.4593,28.4497,-25.1365,209
-91.87964,-95.7213,-1.9427,-4.2917,-99.2462,26.082,-23.3725,210
-87.564392,-91.6033,-1.893,-4.1044,-97.5815,23.7799,-23.7607,211
-82.17401,-86.3232,-1.6995,-3.933,-92.82159999999999,21.8043,-22.6702,212
-87.797618,-92.1987,-1.928,-4.1987,-96.4184,25.1912,-23.2842,213
-95.677255,-100.3614,-2.2241,-4.779,-100.88210000000001,32.1863,-25.7039,214
-99.803539,-107.8728,-2.5372,-5.5493,-97.82740000000001,44.781,-26.6491,215
-100.836153,-108.2521,-2.5395,-5.4135,-100.03479999999999,42.4869,-26.3166,216
-99.541869,-104.6783,-2.4051,-5.1225,-101.135,37.5576,-26.4867,217
-92.030727,-100.1401,-2.2284,-5.1197,-94.2467,38.1009,-24.8594,218
-93.587536,-100.094,-2.1552,-4.9475,-96.66720000000001,35.5229,-24.9934,219
-97.634676,-102.2092,-2.301,-4.8635,-102.0413,33.5026,-26.1702,220
-83.610789,-90.869,-2.2401,-5.0366,-87.4325,36.0075,-25.2943,221
-77.541821,-84.4622,-2.2187,-5.0074,-82.25189999999999,34.8649,-25.4285,222
-94.687754,-100.7107,-2.1664,-4.8751,-98.8374,34.2545,-25.3397,223
-76.682856,-83.3035,-2.0941,-4.6366,-84.93549999999999,29.8964,-24.7977,224
-71.892078,-79.9644,-2.1336,-4.5598,-83.9724,27.8079,-25.1225,225
-94.280247,-101.038,-2.3239,-5.0434,-97.81649999999999,36.2514,-25.6626,226
-87.842112,-96.216,-2.219,-5.189,-89.341,39.1066,-24.8236,227
-80.845419,-86.9444,-2.0383,-4.6948,-87.95830000000001,31.05,-25.3308,228
-80.425914,-85.8495,-1.8899,-4.1401,-91.7479,23.6645,-23.5329,229
-83.069209,-88.2705,-1.8711,-4.3114,-90.9843,26.697,-23.2283,230
-80.188425,-88.29,-1.9322,-4.6208,-87.41050000000001,31.4935,-24.061,231
-78.207758,-82.681,-1.7501,-4.07,-87.8477,23.6559,-23.0025,232
-83.420461,-87.4899,-1.7377,-3.8935,-94.46900000000002,21.207,-22.5549,233
-75.543735,-81.4012,-1.6978,-3.9658,-86.1735,23.2523,-22.361,234
-64.586868,-67.8574,-1.5391,-3.6686,-75.2688,19.289,-21.4927,235
-77.04573,-80.5202,-1.5367,-3.4588,-90.92559999999999,16.4346,-21.8445,236
-83.494782,-87.7366,-1.7192,-3.9215,-93.89439999999999,22.2692,-22.7863,237
-73.267645,-78.7221,-1.846,-4.3848,-80.06559999999999,27.7746,-22.8873,238
-96.538154,-103.1462,-2.3665,-5.1728,-98.8306,38.427,-26.5721,239
-103.551764,-114.6374,-3.1656,-6.3424,-93.7508,59.1026,-28.708,240
-87.809957,-99.8129,-3.0153,-6.544,-75.025,62.1043,-27.7571,241
-95.595405,-105.04,-2.374,-5.4976,-95.04820000000001,44.2657,-26.4023,242
-81.858947,-87.9551,-1.9687,-4.413,-91.38419999999999,27.0518,-24.0992,243
-70.925762,-76.5727,-1.8941,-4.1022,-83.30030000000001,22.7637,-23.495,244
-85.981983,-89.9396,-1.7926,-4.0716,-95.98310000000001,23.5935,-23.7728,245
-78.046465,-82.2165,-1.7034,-3.891,-88.53630000000001,21.4515,-22.1769,246
-77.815225,-82.3133,-1.7196,-3.7877,-91.0668,19.6847,-22.9309,247
-91.228696,-95.7391,-1.9915,-4.4551,-98.49669999999999,28.1521,-24.4631,248
-95.312177,-106.3087,-2.5383,-5.8846,-89.4265,51.2492,-25.9441,249
-97.874258,-109.9805,-2.9863,-6.3911,-88.9364,59.5178,-29.0963,250
-104.311687,-113.6147,-2.897,-5.9465,-97.6643,51.8117,-27.0178,251
-101.294345,-108.0947,-2.5024,-5.3972,-100.06660000000001,42.2519,-26.3242,252
-93.870374,-100.2473,-2.2079,-4.9249,-97.75189999999998,34.841,-25.2128,253
-89.75904,-94.7889,-2.0187,-4.4406,-96.97259999999999,28.0375,-23.7619,254
-91.531258,-94.8497,-1.9323,-4.2246,-100.2995,25.0083,-24.3012,255
-91.7306,-96.2182,-1.9958,-4.3239,-99.3209,26.6569,-23.4399,256
-91.442686,-95.8412,-2.0394,-4.4497,-99.2356,27.7982,-24.7035,257
-95.983896,-101.8201,-2.3105,-4.9486,-99.5062,34.9584,-25.3854,258
-102.99796,-109.8339,-2.6226,-5.4639,-100.98910000000001,43.2928,-26.3615,259
-103.677771,-110.8596,-2.7866,-5.6311,-101.0309,45.8619,-27.6155,260
-108.578374,-119.5679,-3.15,-6.3388,-97.0081,59.3311,-27.2825,261
-107.63884,-114.713,-3.0751,-5.9856,-100.3514,52.1692,-28.7469,262
-101.353116,-108.7399,-2.5369,-5.3476,-100.85230000000001,41.4708,-25.6987,263
-94.623357,-98.7626,-2.1119,-4.5411,-101.26170000000002,29.0987,-24.9448,264
-89.955233,-93.2542,-1.8641,-4.1394,-99.11499999999998,23.985,-23.8423,265
-86.679733,-91.0851,-1.8894,-4.0332,-96.25949999999999,23.3801,-22.6319,266
-89.248353,-92.0909,-1.7919,-4.0171,-98.7585,22.6751,-23.5337,267
-87.921972,-93.5539,-2.0774,-4.5029,-95.50809999999998,28.5951,-23.969,268
-96.213794,-102.9071,-2.4049,-5.1269,-99.12530000000001,37.5671,-26.2535,269
-99.275579,-107.5423,-2.4862,-5.6011,-96.78290000000001,45.7673,-26.9206,270
-84.187547,-92.0705,-2.4059,-5.1616,-87.3923,37.7026,-25.4569,271
-85.848953,-94.3817,-2.3961,-5.0346,-92.88619999999999,35.377,-26.4508,272
-99.061926,-106.6217,-2.4292,-5.3665,-98.5053,41.8434,-25.9313,273
-73.365427,-82.8129,-2.4916,-5.124,-80.6048,35.9883,-26.1646,274
-69.868718,-78.343,-2.2548,-4.7748,-80.7962,30.4534,-25.877,275
-87.158235,-92.4142,-1.9521,-4.3713,-94.44609999999999,27.5422,-23.2507,276
-79.048086,-83.393,-1.7503,-3.8434,-91.7048,20.446,-23.1641,277
-73.845376,-79.004,-1.6996,-3.7589,-88.40110000000001,19.0449,-22.9835,278
-94.55242,-99.9311,-2.1865,-4.7279,-99.5272,31.8705,-24.5522,279
-98.041482,-108.7523,-2.9876,-5.9937,-93.86550000000001,51.9864,-28.1183,280
-88.503986,-105.5338,-3.5991,-6.552,-83.7752,62.0697,-30.16,281
-100.270036,-112.6649,-3.1338,-6.3648,-90.97730000000001,59.0552,-27.869,282
-97.013805,-103.6987,-2.3205,-5.0853,-99.2978,37.2037,-25.397,283
-78.946403,-83.9866,-1.8105,-4.0148,-91.47949999999999,22.2445,-23.9121,284
-76.560189,-80.6272,-1.6692,-3.6677,-89.3471,18.5747,-21.9577,285
-85.132054,-87.9472,-1.6402,-3.725,-95.95639999999999,19.6407,-22.2847,286
-86.590722,-91.8257,-1.9106,-4.3229,-94.8752,26.819,-23.635,287
-94.314533,-101.4965,-2.2449,-5.105,-96.2313,37.8883,-25.2732,288
-103.546117,-109.5167,-2.6824,-5.4655,-101.8619,43.063,-27.2603,289
-95.771444,-102.7966,-2.3113,-5.111,-97.93140000000001,37.7705,-25.483,290
-83.470756,-88.9157,-1.9023,-4.4005,-90.93209999999999,27.6351,-23.3487,291
-89.754226,-94.4786,-1.9622,-4.3692,-98.1402,27.2382,-24.5684,292
-93.77631,-98.5544,-2.0727,-4.5276,-99.69760000000002,29.2416,-23.7845,293
-89.966655,-94.4671,-1.998,-4.421,-97.85310000000001,27.6233,-24.5903,294
-89.412036,-94.5605,-1.963,-4.414,-96.88660000000002,27.9831,-23.9322,295
-94.099116,-99.3324,-2.113,-4.6281,-99.46780000000001,30.7089,-24.1032,296
-97.76767,-103.8613,-2.5159,-5.1945,-100.47500000000001,38.3126,-27.2159,297
-102.179272,-112.6179,-2.9467,-6.1131,-94.14510000000001,54.9168,-27.3842,298
-103.138623,-112.3573,-2.8569,-5.8957,-98.2021,50.5735,-27.6657,299
-103.977183,-109.8655,-2.7317,-5.5158,-102.3144,43.7791,-27.9805,300
-97.750265,-104.6823,-2.3988,-5.1629,-98.0607,38.6598,-24.4765,301
-97.596986,-102.8967,-2.3396,-5.0114,-101.07309999999998,35.7593,-26.5847,302
-97.106249,-101.9339,-2.2316,-4.772,-101.6137,32.4053,-25.0815,303
-99.966135,-106.6901,-2.437,-5.215,-100.2027,39.3838,-25.2444,304
-105.573737,-111.7509,-2.9322,-5.7718,-101.70859999999999,48.0573,-29.311,305
-104.756495,-115.5771,-3.021,-6.183,-95.3895,56.3102,-26.9186,306
-102.867856,-110.208,-2.7038,-5.6555,-99.33250000000001,46.4922,-27.2574,307
-96.360701,-102.646,-2.2587,-4.9446,-100.3166,35.1547,-25.622,308
-85.1988,-88.3096,-1.6948,-3.7035,-96.083,19.4671,-21.8422,309
-82.085391,-83.5413,-1.4309,-3.2443,-95.25829999999999,14.5494,-21.5912,310
-80.108914,-83.1351,-1.6063,-3.3049,-92.4825,15.8305,-20.2667,311
-83.852032,-85.9854,-1.5437,-3.4513,-96.12530000000001,16.5954,-21.7403,312
-89.319169,-92.6619,-1.8386,-4.0753,-98.955,23.2615,-23.6407,313
-98.514328,-106.1829,-2.4192,-5.2243,-99.19120000000001,39.6507,-25.0155,314
-103.394036,-111.1075,-2.9508,-5.8784,-98.4687,50.1216,-28.6536,315
-103.890447,-113.4103,-2.8222,-5.9034,-97.8602,51.0675,-26.7918,316
-100.827882,-109.4356,-2.5227,-5.6061,-98.65459999999999,45.8692,-26.9594,317
