dma_elec,cls_elec,ct,disp,int,mod_pauli,pol,index
-44.297483,-48.9671,-7.06,-6.8795,-53.180200000000006,18.8966,-9.1702,73
-41.555914,-47.2703,-6.202,-7.2671,-49.9673,19.6831,-8.911,74
-53.007218,-61.5718,-10.622,-9.069,-61.525200000000005,31.3301,-11.5925,75
-52.473856,-64.0952,-12.9712,-10.4471,-57.2382,42.7715,-12.4962,76
-58.947942,-75.2079,-17.6026,-12.4484,-59.33929999999999,61.3106,-15.391,77
-65.694997,-88.9497,-25.1905,-14.5343,-61.13600000000001,86.9089,-19.3704,78
-71.506835,-99.2697,-25.8692,-15.7739,-60.1118,100.999,-20.198,79
-61.924124,-89.1149,-17.4085,-15.123,-51.73760000000001,85.533,-15.6242,80
-77.08209,-102.099,-24.8401,-14.9634,-71.50280000000001,89.8701,-19.4704,81
-58.184963,-79.2947,-17.1915,-13.5314,-56.83540000000001,68.208,-15.0258,82
-65.34335,-80.7798,-19.1979,-12.1718,-67.54379999999999,60.7079,-16.1022,83
-53.435476,-64.3587,-16.3705,-10.7555,-58.825399999999995,47.0056,-14.3463,84
-48.904289,-57.4922,-15.1797,-9.8573,-56.8539,39.0657,-13.3904,85
-50.225145,-59.3472,-13.2634,-9.7318,-56.9961,38.0379,-12.6916,86
-54.705967,-65.5697,-10.9696,-10.0413,-59.497699999999995,38.6957,-11.6128,87
-59.372284,-74.6146,-10.2436,-11.5217,-61.8962,46.1308,-11.6471,88
-65.349415,-88.6485,-12.102,-14.2061,-62.274800000000006,65.7182,-13.0364,89
-62.494347,-92.4751,-10.7906,-15.4382,-51.5016,79.6163,-12.414,90
-76.331877,-112.9557,-21.0665,-17.6369,-59.87159999999999,109.5597,-17.7722,91
-75.403588,-108.4284,-23.859,-16.766,-61.749599999999994,106.4577,-19.1539,92
-63.34,-85.5683,-19.3913,-14.0904,-57.05319999999999,78.3431,-16.3463,93
-56.94551,-70.2251,-16.6593,-11.5138,-58.889,54.1785,-14.6693,94
-44.173872,-52.5476,-12.0778,-9.4387,-50.6002,35.277,-11.8131,95
-46.729048,-53.609,-10.6137,-8.536,-54.871,29.1065,-11.2188,96
-51.272749,-57.2477,-7.2267,-7.4749,-61.0219,20.6743,-9.7469,97
-40.637407,-45.2495,-2.5562,-6.1634,-48.417899999999996,12.206,-6.6548,98
-43.775067,-47.6068,-2.6661,-5.7796,-51.8851,10.9394,-6.772,99
-43.057446,-46.6782,-3.908,-5.6968,-52.12479999999999,11.6029,-7.4447,100
-40.288477,-43.5396,-4.2854,-5.5278,-49.165600000000005,11.7639,-7.5767,101
-38.297885,-42.0719,-5.5379,-6.0923,-47.626,14.3943,-8.3182,102
-41.300799,-45.833,-7.294,-6.8494,-50.888,18.4435,-9.3551,103
-47.422253,-54.005,-8.1604,-7.9443,-55.972500000000004,24.2256,-10.0884,104
-50.304113,-58.6917,-7.2698,-8.6669,-57.23289999999999,27.094,-9.6985,105
-52.235115,-64.2804,-7.7957,-10.1947,-58.395599999999995,34.2016,-10.3264,106
-59.733455,-72.0897,-7.5509,-10.482,-64.0431,36.5591,-10.4796,107
-46.190047,-61.5616,-5.5263,-11.0067,-49.2779,38.0064,-9.1897,108
-71.040965,-89.8089,-13.7945,-13.1286,-72.18959999999998,58.5461,-14.0037,109
-64.271607,-88.8356,-16.9488,-14.4769,-56.759899999999995,78.6457,-15.1443,110
-76.860026,-106.3669,-31.139,-16.635,-57.65370000000001,120.3384,-23.8512,111
-77.474133,-107.3611,-37.4741,-17.2367,-54.62889999999999,135.0985,-27.6555,112
-74.521125,-101.4846,-39.9208,-16.7264,-61.22359999999999,125.8692,-28.961,113
-66.02044,-87.0601,-28.9062,-14.4741,-62.6442,88.9829,-21.1867,114
-64.974788,-80.8236,-19.3151,-12.2494,-68.62790000000001,59.9659,-16.2057,115
-48.096689,-58.9646,-7.0431,-9.6268,-51.8753,33.4045,-9.6453,116
-55.831167,-67.4466,-11.4097,-10.1967,-63.9169,37.133,-11.9969,117
-62.030771,-76.5007,-17.3313,-11.5573,-70.2361,50.2375,-15.0843,118
-60.805634,-75.4864,-16.9942,-11.9786,-60.21060000000001,59.0207,-14.7721,119
-62.006586,-79.2602,-17.2383,-12.8887,-56.134,68.5461,-15.2929,120
-72.25367,-95.7962,-29.832,-15.11,-64.5887,98.4909,-22.3414,121
-70.702842,-98.5386,-32.5652,-15.8627,-65.1668,105.1935,-23.3938,122
-73.325207,-98.1524,-25.3619,-14.9281,-69.93029999999999,88.1757,-19.6636,123
-62.816123,-81.4854,-11.3672,-12.6805,-60.69670000000001,57.2459,-12.4095,124
-60.627852,-79.9153,-10.7852,-12.8021,-59.806200000000004,55.7504,-12.054,125
-65.085381,-87.2994,-16.0758,-13.8553,-63.4352,68.5036,-14.7083,126
-64.312824,-85.5141,-20.6704,-13.8478,-60.2501,76.6569,-16.8747,127
-58.074582,-73.7535,-20.7981,-12.5974,-58.4784,65.4581,-16.7875,128
-44.618411,-54.4215,-13.0454,-10.2207,-48.5689,41.5388,-12.4201,129
-47.549339,-55.2396,-12.3715,-9.0765,-55.9757,32.8597,-12.1478,130
-49.883067,-56.823,-8.2903,-8.0758,-59.37650000000001,24.0899,-10.2773,131
-46.065309,-51.3582,-3.3306,-6.7398,-53.635999999999996,15.1667,-7.3741,132
-44.418781,-49.2334,-2.9346,-6.4814,-52.64600000000001,13.1269,-7.1235,133
-44.229574,-48.1868,-3.1061,-5.8973,-52.5327,11.7197,-7.0622,134
-39.254753,-42.6333,-3.4771,-5.4557,-47.5434,10.9874,-6.9647,135
-39.220224,-42.6584,-5.5104,-5.8107,-49.6654,12.8182,-8.5041,136
-35.318725,-38.2252,-4.7364,-5.447,-44.1067,11.8941,-7.5922,137
-33.17587,-36.3762,-4.4653,-5.6117,-41.7902,12.2292,-7.5662,138
-41.805329,-45.4741,-5.6325,-6.0008,-51.369899999999994,14.1623,-8.4248,139
-37.742692,-42.1129,-3.7958,-6.1422,-45.9848,13.3856,-7.3195,140
-44.649864,-49.252,-4.056,-6.3899,-53.453799999999994,13.966,-7.7219,141
-42.364988,-46.5588,-3.5713,-6.0117,-50.776799999999994,12.6536,-7.2886,142
-37.012998,-41.5082,-4.0771,-6.2557,-45.9349,13.4907,-7.5846,143
-46.610043,-51.3035,-6.4126,-6.6782,-56.309200000000004,17.1074,-9.0223,144
-43.506189,-48.7895,-7.0222,-7.2156,-52.1201,20.2602,-9.353,145
-49.992493,-57.441,-10.8257,-8.7311,-57.909,30.4672,-11.3784,146
-57.159159,-68.5911,-12.7467,-10.3672,-62.60359999999999,41.7343,-12.6329,147
-61.317986,-78.6404,-13.8397,-12.41,-62.4508,55.8773,-13.438,148
-71.483086,-94.1658,-18.0554,-14.1037,-68.6553,73.4589,-15.7893,149
-64.292088,-92.5373,-17.2989,-15.3766,-52.85980000000001,87.7477,-15.3947,150
-77.880044,-111.1867,-27.4802,-17.0858,-59.994,117.5712,-21.8125,151
-73.112388,-105.5615,-28.7649,-16.7588,-57.580600000000004,115.2346,-21.73,152
-71.029023,-95.369,-27.2307,-14.9111,-68.4549,89.8024,-20.7465,153
-59.444983,-72.398,-15.589,-11.2878,-60.8244,52.432,-13.9816,154
-48.975048,-58.076,-10.671,-9.5777,-53.1492,36.5906,-11.4151,155
-55.079651,-63.9209,-12.2899,-9.2949,-63.643100000000004,34.117,-12.2544,156
-46.63657,-54.6199,-7.8147,-8.4681,-55.1238,25.7714,-9.9925,157
-51.0427,-57.3872,-5.3854,-7.6122,-59.7804,19.4968,-8.8924,158
-37.060413,-42.2124,-2.1866,-6.2935,-44.1471,12.8262,-6.2808,159
-49.389841,-54.018,-3.4901,-6.5971,-58.3137,13.5621,-7.7706,160
-42.953956,-47.8615,-2.619,-6.4153,-50.6932,13.0491,-6.8465,161
-36.225517,-41.5845,-2.091,-6.3837,-43.3737,12.9574,-6.2719,162
-54.949623,-61.2255,-6.386,-7.7448,-65.29419999999999,19.7317,-9.6696,163
-42.364304,-49.0663,-4.5212,-7.5483,-48.969699999999996,20.1057,-7.9396,164
-51.919503,-59.7617,-10.2076,-8.751,-59.887699999999995,30.0358,-11.2032,165
-52.019349,-61.8806,-16.7549,-10.3437,-60.1392,43.2333,-14.3933,166
-60.542491,-74.2202,-22.3067,-12.1685,-63.88440000000001,62.1978,-17.3868,167
-69.682593,-90.9962,-24.7705,-14.327,-62.8648,86.7251,-19.4962,168
-72.98101,-103.1424,-22.8735,-16.1098,-58.572199999999995,102.1144,-18.5609,169
-75.639494,-107.7272,-19.0875,-16.6236,-60.8116,99.4502,-16.8235,170
-65.580582,-94.3132,-15.5874,-15.4179,-56.80219999999999,83.043,-14.5267,171
-65.722053,-87.7054,-15.6305,-13.8133,-62.158199999999994,69.4601,-14.4691,172
-60.353612,-75.3898,-14.8669,-11.8102,-61.4903,54.4277,-13.8511,173
-55.320798,-65.6011,-13.8821,-10.1503,-60.93690000000001,41.7622,-13.0656,174
-49.789194,-58.5482,-13.0016,-9.5782,-57.047200000000004,36.6113,-12.5305,175
-50.491552,-59.8527,-12.7221,-9.6216,-58.0008,36.6057,-12.4101,176
-50.704054,-60.6802,-10.9526,-9.8009,-55.401700000000005,37.5886,-11.5566,177
-54.635714,-67.6963,-11.3112,-10.7498,-59.1859,42.4954,-11.924,178
-62.277246,-76.7364,-12.9243,-11.445,-68.38990000000001,45.8505,-13.1347,179
-49.633712,-65.2459,-8.5197,-11.3095,-51.91630000000001,43.7202,-10.5614,180
-65.169948,-81.3447,-13.8258,-12.0725,-67.6213,53.2006,-13.5789,181
-54.542878,-68.0395,-12.4999,-11.1103,-57.2531,46.9413,-12.5447,182
-53.092302,-63.2011,-13.7117,-10.0928,-58.70479999999999,41.0969,-12.7961,183
-50.582812,-59.6689,-12.9818,-9.4662,-59.994400000000006,34.7788,-12.6563,184
-51.274868,-59.8732,-9.9091,-8.9748,-59.4773,30.3305,-11.0507,185
-52.040782,-61.3878,-6.2888,-9.0035,-58.25020000000001,27.833,-9.4031,186
-55.852203,-67.0783,-6.9245,-9.9789,-61.867,32.2421,-10.1274,187
-49.556881,-63.0442,-6.3841,-10.4693,-52.6376,36.6913,-9.4313,188
-60.072951,-78.613,-13.8439,-12.6928,-60.45119999999999,58.1634,-13.4649,189
-77.699256,-102.7373,-30.6185,-15.2719,-72.2247,99.3888,-22.9858,190
-71.346938,-94.4876,-33.6852,-15.7962,-58.400400000000005,110.1766,-24.608,191
-58.559982,-83.0702,-27.454,-15.6019,-44.3258,102.736,-20.9357,192
-65.678254,-88.2057,-23.3002,-14.703,-53.219199999999994,91.5411,-18.5514,193
-66.514825,-90.3638,-15.7264,-14.3167,-62.9387,72.1141,-14.6459,194
-58.780118,-77.415,-9.2521,-12.5994,-60.164500000000004,50.7577,-11.6557,195
-57.087501,-70.5732,-13.2269,-11.0166,-61.4924,46.0187,-12.6944,196
-45.747419,-54.9301,-12.6436,-9.714,-52.5039,37.174,-12.3902,197
-36.762267,-43.6392,-9.462,-8.6043,-43.4848,28.6205,-10.3998,198
-50.649005,-58.4915,-12.6503,-9.0572,-59.5516,32.8599,-12.2125,199
-52.386149,-62.8129,-8.2808,-9.6309,-60.63819999999999,30.8695,-10.7831,200
-45.220339,-57.7752,-4.1417,-9.8475,-48.6665,31.3069,-8.209,201
-61.189019,-79.7791,-14.752,-12.761,-61.82430000000001,59.5817,-14.1139,202
-75.746908,-99.0765,-39.3911,-15.582,-72.8707,108.9988,-27.8199,203
-46.363637,-68.388,-23.4355,-14.6527,-39.874300000000005,84.6112,-18.0093,204
-56.980592,-77.5618,-22.9014,-14.5527,-44.234700000000004,89.079,-18.2978,205
-63.335728,-84.6313,-18.2321,-13.8099,-56.224900000000005,76.0915,-15.6431,206
-65.270086,-85.7951,-13.3306,-13.5128,-67.10830000000001,59.0642,-13.534,207
-49.687873,-65.5034,-6.173,-11.2302,-52.325,40.2926,-9.711,208
-58.167789,-69.869,-9.6978,-10.2687,-63.2312,37.8934,-11.2891,209
-54.395657,-64.2542,-14.0585,-9.9439,-62.3249,39.2409,-13.3092,210
-46.531349,-54.6655,-12.8226,-9.4163,-53.4958,35.5358,-12.1272,211
-42.373923,-49.5324,-10.2662,-8.7615,-49.325300000000006,30.2995,-11.0647,212
-56.727212,-65.8079,-13.2636,-9.3689,-66.94200000000001,34.3071,-12.8087,213
-51.832497,-60.3207,-4.986,-8.6884,-59.1041,23.755,-8.864,214
-54.806295,-64.2809,-7.7538,-9.1974,-62.312200000000004,29.1195,-10.1996,215
-50.02491,-58.5058,-8.9873,-9.0387,-55.368700000000004,31.746,-10.5829,216
-48.759228,-56.3331,-11.0103,-8.9197,-55.2379,32.3319,-11.3067,217
-52.949192,-61.9829,-14.5496,-9.5538,-63.7455,35.9349,-13.5941,218
-53.612851,-63.1876,-11.1537,-9.4277,-62.107800000000005,33.3425,-11.6813,219
-52.012654,-61.3139,-6.5785,-9.0216,-57.06049999999999,29.308,-9.4545,220
-57.373291,-70.0842,-10.5527,-10.6917,-63.5292,39.5802,-11.7808,221
-62.081994,-80.3142,-17.5581,-12.6499,-65.44170000000001,60.0331,-14.9526,222
-68.903797,-88.7377,-27.5018,-13.9065,-69.33520000000001,81.6747,-20.8639,223
-56.252223,-71.2059,-19.7648,-12.8398,-50.71060000000001,69.2003,-16.1004,224
-55.742039,-71.7356,-19.0617,-12.8023,-51.3193,68.1443,-15.864,225
-61.370359,-79.7099,-20.395,-13.1765,-59.6257,70.334,-16.6783,226
-62.643819,-80.5896,-15.6428,-12.5391,-65.1045,57.9393,-14.2723,227
-58.873112,-73.8041,-8.386,-11.4354,-61.7774,42.8121,-10.964,228
-53.060275,-68.1437,-6.7932,-11.1871,-56.0387,40.0725,-9.9872,229
-54.286799,-68.692,-8.1312,-11.0418,-57.985499999999995,40.5369,-10.6574,230
-58.39537,-71.9751,-9.9284,-10.973,-61.7303,42.6612,-11.515,231
-47.028736,-62.0724,-9.8553,-11.1084,-50.2175,43.9466,-11.128,232
-66.619687,-83.1741,-19.807,-12.4378,-72.0423,60.0496,-16.673,233
-42.508794,-56.2991,-10.1702,-10.842,-44.3811,44.0779,-11.1477,234
-52.213622,-63.5136,-13.8472,-10.6413,-55.7596,45.3684,-13.1259,235
-45.545274,-58.8058,-11.8313,-10.7441,-51.0877,42.359,-12.0655,236
-65.080437,-81.2404,-19.131,-12.1731,-71.3025,57.1544,-15.9124,237
-50.057977,-67.0446,-10.7872,-11.8606,-52.052499999999995,49.5589,-11.919,238
-61.384659,-77.3338,-13.2183,-11.9581,-60.058499999999995,55.4514,-12.9997,239
-60.694346,-81.0052,-18.8504,-13.3859,-61.7957,67.4962,-16.0504,240
-66.399917,-88.1174,-23.2805,-14.0161,-64.88200000000002,78.6021,-18.0701,241
-60.380354,-79.9751,-17.315,-13.1516,-58.247299999999996,67.4612,-15.2668,242
-60.591099,-76.295,-14.2037,-12.0579,-60.091,56.1066,-13.641,243
-56.738018,-72.4335,-16.2288,-11.8944,-59.91369999999999,54.7776,-14.1346,244
-65.435203,-79.7329,-17.6551,-11.5668,-73.4939,50.935,-15.4741,245
-42.067169,-52.4996,-6.5881,-9.2994,-47.169200000000004,30.5379,-9.32,246
-50.099066,-58.8071,-8.1403,-8.8519,-56.7883,29.1737,-10.1627,247
-54.322761,-64.2884,-13.3548,-9.6968,-65.34779999999999,35.0019,-13.0097,248
-48.714425,-56.6135,-9.0077,-8.621,-56.094800000000006,28.5722,-10.4248,249
-51.649927,-60.294,-7.5563,-8.8865,-57.504799999999996,29.2003,-9.9683,250
-53.204436,-65.9878,-10.7476,-10.5729,-59.23769999999999,39.637,-11.5664,251
-67.828945,-84.1297,-17.8952,-12.1998,-73.73209999999999,56.1008,-15.6082,252
-57.923368,-76.6005,-13.3744,-12.7886,-55.1947,60.6984,-13.1296,253
-68.509339,-91.2776,-19.3336,-14.1735,-61.56110000000001,79.7315,-16.5079,254
-79.463054,-109.1134,-35.2171,-16.3732,-73.6736,112.599,-25.5689,255
-62.655936,-90.4245,-24.928,-15.4156,-56.665000000000006,93.109,-19.0059,256
-70.069512,-91.3385,-21.9558,-14.0565,-64.41239999999999,80.9292,-17.9908,257
-51.502944,-66.5106,-11.9148,-11.5066,-51.336099999999995,50.8348,-12.2389,258
-54.356998,-67.2246,-14.1435,-10.9016,-60.0579,45.4308,-13.219,259
-56.367367,-66.6962,-14.0877,-9.946,-65.8137,38.2628,-13.3466,260
-52.609724,-60.8606,-10.4938,-8.9625,-59.87969999999999,31.7141,-11.2769,261
-50.900362,-59.5831,-10.5436,-9.1761,-57.754099999999994,32.8331,-11.2844,262
-60.012183,-71.2969,-13.4153,-10.297,-67.40959999999998,40.7047,-13.1051,263
-56.84349,-70.0709,-11.2772,-10.8862,-59.751099999999994,44.3615,-11.8783,264
-61.880129,-76.712,-15.961,-11.7861,-64.19489999999999,54.7079,-14.4437,265
-67.076576,-84.3247,-25.1605,-13.0633,-70.0447,71.6146,-19.1108,266
-65.31537,-83.0647,-26.2789,-13.5692,-64.3552,78.4758,-19.9182,267
-67.396321,-87.3518,-26.3131,-14.1978,-60.7612,87.2093,-20.1078,268
-64.654753,-84.7201,-23.1392,-14.1343,-56.143499999999996,84.3585,-18.5084,269
-69.611799,-89.8749,-21.4319,-13.7216,-64.7333,77.8163,-17.5212,270
-62.799021,-83.1795,-16.0406,-13.3813,-61.2336,65.9143,-14.5465,271
-60.662388,-79.0414,-14.4343,-12.5923,-62.1031,57.4966,-13.5317,272
-63.670451,-77.208,-11.4593,-11.1368,-67.7089,44.5425,-12.4473,273
-50.248992,-60.6189,-7.4116,-9.5081,-55.52369999999999,31.8491,-9.8342,274
-57.23733,-66.0163,-11.7747,-9.1153,-67.39139999999999,31.6773,-12.1624,275
-46.00337,-52.1063,-8.715,-7.8559,-54.65119999999999,24.2517,-10.2257,276
-39.77834,-44.2098,-5.7503,-6.6062,-47.7599,17.2473,-8.4409,277
-45.011131,-49.6213,-7.7423,-6.8132,-55.803700000000006,18.1195,-9.7464,278
-44.921935,-49.7674,-7.2127,-6.8106,-56.0683,17.2812,-9.5588,279
-41.473911,-45.2329,-3.3516,-5.7255,-48.876099999999994,12.388,-6.9541,280
-42.674226,-47.2062,-3.9749,-6.3318,-51.4734,13.6606,-7.6211,281
-48.267707,-53.2749,-5.3108,-6.7716,-58.6629,15.2853,-8.5909,282
-42.154918,-47.2159,-2.6768,-6.4725,-49.57599999999999,13.6457,-6.8565,283
-46.802129,-53.9206,-4.1175,-7.8364,-54.810199999999995,19.2165,-8.1522,284
-50.407374,-59.6432,-4.812,-8.9541,-57.33599999999999,24.8171,-8.7438,285
-50.193818,-61.3511,-5.2474,-9.6374,-55.7054,29.4773,-8.9468,286
-57.306384,-70.4061,-9.4547,-10.8289,-61.8106,40.149,-11.2699,287
-50.621988,-64.0473,-10.0398,-10.7487,-53.64660000000001,42.4299,-11.2407,288
-61.629936,-77.1234,-18.0346,-12.0196,-65.806,56.7705,-15.3989,289
-66.881493,-85.0294,-26.8517,-13.3959,-70.2666,75.2208,-20.2104,290
-67.810122,-86.1434,-26.7157,-13.8383,-63.8138,82.9689,-20.0853,291
-62.583253,-80.2282,-17.1398,-12.9382,-58.8299,66.872,-15.3957,292
-63.34062,-82.0309,-14.6622,-12.7297,-63.2889,59.9716,-13.8377,293
-59.334559,-80.2465,-14.0499,-13.3573,-61.4493,59.7639,-13.5595,294
-63.882888,-83.4864,-11.9378,-12.9847,-62.037800000000004,59.1807,-12.8096,295
-56.77917,-74.3365,-10.7811,-12.2085,-54.2988,54.8036,-11.7763,296
-69.687302,-89.4972,-24.7843,-13.6077,-72.7844,74.4387,-19.3339,297
-68.80671,-85.7755,-27.1684,-13.0311,-73.8119,72.1007,-19.9376,298
-57.090237,-70.1737,-16.8749,-11.484,-60.026999999999994,53.3519,-14.8463,299
-58.085734,-70.1055,-13.1027,-10.6834,-60.904,45.832,-12.8444,300
-55.095684,-69.9574,-14.9581,-11.6661,-58.10940000000001,52.1211,-13.6489,301
-71.532815,-92.8901,-24.3074,-13.9981,-72.9297,77.3567,-19.0908,302
-63.611085,-86.4042,-15.7564,-13.9394,-56.6726,73.9656,-14.5382,303
-67.212562,-91.5833,-20.5725,-14.8316,-56.066399999999994,88.1686,-17.2476,304
-69.728336,-91.3271,-27.8231,-14.5956,-62.57640000000001,92.2597,-21.0903,305
-66.301033,-83.6682,-28.5805,-13.7619,-65.4523,81.4944,-20.9361,306
-61.837095,-78.9949,-24.9767,-13.2648,-62.473,73.8435,-19.0801,307
-54.718193,-69.4039,-13.578,-11.6127,-54.41159999999999,53.1901,-13.0071,308
-54.619501,-68.8348,-8.9838,-11.0553,-58.8759,41.0478,-11.0498,309
-54.333774,-65.7109,-5.8046,-9.9591,-60.03789999999999,31.0368,-9.6001,310
-40.973947,-50.9397,-4.054,-8.7608,-46.705799999999996,25.0255,-7.9768,311
-58.923938,-68.8901,-9.4925,-9.6465,-67.3983,32.03,-11.3992,312
-51.707903,-60.6962,-9.7107,-9.1302,-58.408300000000004,31.9938,-10.865,313
-52.281598,-61.7928,-13.5029,-9.9311,-58.3353,39.7479,-12.8564,314
-53.895081,-65.5989,-16.7602,-10.9068,-59.789300000000004,48.0106,-14.534,315
-61.187055,-75.6059,-17.9562,-11.8257,-63.90100000000001,56.7086,-15.2218,316
-65.350082,-84.7293,-17.9052,-13.3274,-62.951800000000006,68.714,-15.7039,317
