dma_elec,cls_elec,ct,disp,int,mod_pauli,pol,index
-149.104833,-208.3295,-85.2732,-19.2339,-155.98990000000003,234.1975,-77.3508,1
-107.341107,-145.6345,-30.911,-16.0801,-108.6564,121.0727,-37.1035,2
-110.70622,-146.8215,-32.7309,-15.536,-118.84069999999997,114.6945,-38.4468,3
-105.485117,-138.0676,-34.0451,-14.9085,-115.36,110.4297,-38.7685,4
-107.845796,-137.8247,-41.797,-14.8282,-122.45070000000001,115.6583,-43.6591,5
-114.845983,-146.9353,-47.9203,-15.4898,-128.0886,129.9587,-47.7019,6
-124.647148,-169.3703,-53.1969,-17.0177,-133.55569999999997,158.829,-52.7998,7
-133.829833,-189.0627,-61.2862,-18.757,-129.3585,198.442,-58.6946,8
-134.810257,-191.0543,-68.3064,-19.3346,-123.6075,218.7962,-63.7084,9
-192.879451,-272.1838,-153.2427,-21.3648,-230.72790000000006,370.6935,-154.6301,10
-121.706913,-168.1474,-51.1422,-18.3603,-100.6198,186.4171,-49.387,11
-170.758948,-256.2286,-120.3867,-21.4766,-183.823,327.0506,-112.7817,12
-158.306083,-233.7805,-103.0172,-20.8605,-168.37089999999998,284.3029,-95.0156,13
-133.44221,-186.0575,-65.5153,-19.1436,-116.76010000000001,214.6907,-60.7344,14
-185.829043,-249.6031,-136.653,-20.8742,-211.2149,325.87,-129.9546,15
-159.022746,-225.308,-105.1802,-20.4235,-167.87210000000002,279.8024,-96.7628,16
-155.235057,-226.6541,-93.6242,-20.5666,-154.79649999999998,271.9094,-85.861,17
-169.336252,-254.36,-118.8556,-21.4579,-185.1364,321.1327,-111.5956,18
-142.643373,-202.0754,-78.856,-19.9381,-130.96079999999998,241.7862,-71.8775,19
-152.508284,-218.6486,-95.4688,-20.9858,-137.80489999999998,283.3727,-86.0744,20
-180.86272,-255.0166,-133.8225,-21.3204,-201.74479999999997,337.0008,-128.5861,21
-114.173388,-156.3677,-46.1121,-17.4752,-100.8709,165.0917,-46.0076,22
-144.024607,-197.1789,-81.9698,-18.7802,-155.2181,217.6437,-74.9329,23
-129.600364,-173.9057,-64.5472,-17.306,-144.43179999999998,172.0568,-60.7297,24
-101.994085,-138.142,-38.9177,-15.7542,-110.99600000000001,124.372,-42.5541,25
-110.700601,-152.1902,-47.2153,-16.8427,-117.84129999999999,146.548,-48.1411,26
-150.381777,-213.821,-90.901,-19.8459,-155.8472,252.1904,-83.4697,27
-134.924072,-192.5002,-71.032,-19.9363,-112.48710000000001,235.8945,-64.9131,28
-160.822518,-223.6209,-103.2113,-20.7238,-161.83719999999997,278.5821,-92.8633,29
-158.294392,-234.4968,-107.3628,-21.4087,-153.309,308.9479,-98.9886,30
-136.218383,-192.7159,-65.5692,-19.4986,-116.77999999999999,221.8839,-60.8802,31
-149.051867,-213.3671,-92.4084,-19.6555,-166.16160000000002,244.7986,-85.5292,32
