dma_elec,cls_elec,ct,disp,int,mod_pauli,pol,index
-271.509223,-280.036,-19.86,-6.8853,-341.8913,131.0248,-166.1348,1
-266.281847,-270.2841,-18.5849,-6.3159,-347.22270000000003,107.5644,-159.6022,2
-250.143511,-246.9475,-17.1908,-5.6631,-347.6533,84.2158,-162.0677,3
-258.930793,-265.9563,-18.3622,-6.209,-343.6895,102.8653,-156.0273,4
-268.587475,-267.3796,-18.9905,-6.4036,-343.9142,112.5238,-163.6643,5
-272.323876,-272.0368,-19.4499,-6.4392,-359.33810000000005,112.1526,-173.5648,6
-253.867292,-256.5172,-17.5906,-5.7822,-346.67449999999997,87.8644,-154.6489,7
-242.598853,-242.134,-16.4342,-5.4987,-336.8105,79.2283,-151.9719,8
-275.780882,-285.4478,-20.0024,-6.7954,-354.15959999999995,125.3971,-167.3111,9
-271.42286,-272.8043,-20.1466,-6.8035,-340.8807,130.2723,-171.3986,10
-256.858585,-258.5536,-17.6578,-5.9107,-344.86199999999997,92.7427,-155.4826,11
-225.68487,-228.9993,-16.375,-4.921,-337.3908,61.0251,-148.1206,12
-240.133274,-237.9221,-15.8971,-5.2219,-338.55039999999997,70.2663,-149.7756,13
-257.024912,-268.959,-19.4211,-6.8652,-329.04049999999995,130.0066,-163.8018,14
-291.352316,-290.1328,-21.4932,-7.2087,-352.6571,147.7223,-181.5447,15
-234.922979,-241.5316,-16.9147,-5.8447,-326.7036,90.0872,-152.4998,16
-230.432055,-235.9299,-17.1124,-5.2232,-332.34400000000005,70.2892,-144.3677,17
-237.061549,-238.1985,-16.9805,-5.5295,-345.4801,79.508,-164.2796,18
-283.794751,-291.6973,-20.1686,-7.1895,-336.8194,145.8836,-163.6476,19
-287.883275,-296.8193,-21.4833,-7.507,-338.5664,161.5229,-174.2797,20
-252.95463,-252.9686,-17.6438,-5.8913,-349.00559999999996,91.6298,-164.1317,21
-223.134414,-225.6241,-15.4099,-4.7859,-329.16009999999994,57.7878,-141.128,22
-239.761719,-241.649,-16.5738,-5.2633,-338.8108,71.3865,-146.7112,23
-271.726598,-275.8151,-20.7133,-6.9493,-344.0603,136.3181,-176.9007,24
-289.241406,-295.7685,-20.683,-7.264,-342.17040000000003,149.2997,-167.7546,25
-248.208207,-252.1389,-17.3147,-5.7966,-338.69230000000005,88.637,-152.0791,26
-239.449247,-236.7287,-16.4139,-5.1416,-347.94180000000006,67.3323,-156.9899,27
-241.642692,-247.5066,-17.2203,-5.7336,-334.5987,86.198,-150.3362,28
-277.553238,-276.8423,-20.0703,-6.7596,-344.35570000000007,127.8365,-168.52,29
-274.463968,-284.1951,-20.5472,-7.0351,-346.4485,137.0679,-171.739,30
-250.53447,-250.1581,-16.9555,-5.6667,-340.58729999999997,84.6476,-152.4546,31
-233.469795,-235.4788,-16.1125,-5.1243,-334.85490000000004,67.2502,-145.3895,32
-263.707072,-265.6906,-18.6206,-6.1663,-354.35130000000004,101.4134,-165.2872,33
-290.053367,-292.5433,-21.9057,-7.4077,-336.0723,159.3392,-173.5548,34
