cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-188.8085,-77.863,-26.4331,10.31349999999999,366.8834,-63.4653,1,2.5189790118854156
-160.1564,-60.2993,-23.3562,-21.86510000000002,269.3622,-47.4154,2,2.622979011885415
-136.5026,-47.0526,-20.5702,-42.2165,197.8141,-35.9052,3,2.726979011885416
-117.1616,-36.852,-18.0602,-54.4693,145.3811,-27.7766,4,2.8309790118854155
-101.4018,-28.8788,-15.8114,-61.20289999999999,106.9721,-22.083,5,2.934979011885415
-88.5526,-22.6002,-13.8068,-64.2176,78.8246,-18.0826,6,3.0389790118854156
-78.0405,-17.6508,-12.0295,-64.75009999999999,58.1937,-15.223,7,3.1429790118854157
-69.3927,-13.7607,-10.46,-63.68000000000001,43.0488,-13.1154,8,3.2469790118854163
-62.2274,-10.719,-9.0808,-61.599900000000005,31.9229,-11.4956,9,3.350979011885415
-56.2409,-8.3531,-7.8715,-58.931,23.7303,-10.1958,10,3.4549790118854156
-51.1934,-6.5222,-6.8137,-55.948599999999985,17.6923,-9.1116,11,3.5589790118854148
-46.8971,-5.1112,-5.8918,-52.8505,13.2255,-8.1759,12,3.6629790118854166
-43.2048,-4.0247,-5.0876,-49.747800000000005,9.9255,-7.3562,13,3.766979011885416
-40.002,-3.1887,-4.3891,-46.7401,7.4664,-6.6267,14,3.8709790118854146
-37.1989,-2.5438,-3.7823,-43.856,5.6431,-5.9741,15,3.974979011885416
-34.7254,-2.0441,-3.2566,-41.1363,4.28,-5.3902,16,4.078979011885416
-32.5261,-1.6546,-2.8015,-38.5928,3.256,-4.8666,17,4.182979011885416
-30.5571,-1.349,-2.4079,-36.2169,2.4952,-4.3981,18,4.286979011885416
-28.7833,-1.1071,-2.0677,-34.023599999999995,1.914,-3.9795,19,4.390979011885416
-27.1766,-0.9142,-1.7764,-31.996000000000002,1.4745,-3.6033,20,4.494979011885415
-25.7139,-0.7585,-1.5243,-30.1187,1.1478,-3.2698,21,4.598979011885416
-24.3764,-0.632,-1.3084,-28.393900000000002,0.8933,-2.9704,22,4.702979011885415
-23.1485,-0.5282,-1.1235,-26.8066,0.6966,-2.703,23,4.806979011885415
-22.0173,-0.4422,-0.9642,-25.3374,0.5509,-2.4646,24,4.910979011885415
-20.9718,-0.3706,-0.8289,-23.984300000000005,0.4366,-2.2496,25,5.014979011885415
-20.0027,-0.3105,-0.7134,-22.742,0.3424,-2.0578,26,5.118979011885416
-19.1022,-0.26,-0.6141,-21.590700000000002,0.2717,-1.8861,27,5.222979011885417
-18.2635,-0.2175,-0.5297,-20.520699999999998,0.2205,-1.7305,28,5.326979011885415
-17.4806,-0.1812,-0.4579,-19.5326,0.1781,-1.591,29,5.430979011885414
-16.7484,-0.1505,-0.3961,-18.620500000000003,0.1404,-1.4659,30,5.534979011885413
-16.0624,-0.1247,-0.3437,-17.7699,0.1126,-1.3517,31,5.638979011885415
-15.4187,-0.1027,-0.2992,-16.9752,0.0937,-1.2483,32,5.742979011885415
-14.8136,-0.0842,-0.2607,-16.2369,0.0769,-1.1553,33,5.846979011885415
-14.2441,-0.0688,-0.2275,-15.551499999999999,0.0596,-1.0707,34,5.950979011885414
-13.7074,-0.0558,-0.1997,-14.910199999999998,0.0454,-0.9927,35,6.054979011885415
-13.2008,-0.0447,-0.1761,-14.3054,0.0381,-0.9219,36,6.158979011885415
-12.7223,-0.0356,-0.1554,-13.737400000000003,0.0339,-0.858,37,6.262979011885416
-12.2696,-0.0282,-0.1372,-13.2062,0.0284,-0.7996,38,6.366979011885415
-11.8409,-0.0222,-0.1217,-12.7091,0.0212,-0.7455,39,6.470979011885414
-11.4346,-0.0173,-0.1084,-12.241,0.0152,-0.6959,40,6.574979011885414
-11.049,-0.0135,-0.0967,-11.796600000000002,0.0132,-0.6506,41,6.678979011885417
-10.6828,-0.0106,-0.0862,-11.3757,0.0131,-0.6092,42,6.782979011885415
-10.3347,-0.0085,-0.0771,-10.9795,0.0115,-0.5707,43,6.8869790118854155
-10.0035,-0.0069,-0.0695,-10.6071,0.0077,-0.5349,44,6.990979011885415
-9.6881,-0.0058,-0.0628,-10.2552,0.0035,-0.502,45,7.094979011885416
-9.3875,-0.0052,-0.0569,-9.92,0.0014,-0.4718,46,7.198979011885416
-9.1008,-0.0048,-0.0515,-9.598600000000001,0.0025,-0.444,47,7.302979011885414
-8.8271,-0.0046,-0.0467,-9.2917,0.0048,-0.4181,48,7.406979011885416
-8.5657,-0.0046,-0.0424,-9.001100000000001,0.0056,-0.394,49,7.510979011885415
-8.3157,-0.0046,-0.0386,-8.726500000000001,0.004,-0.3716,50,7.614979011885417
-8.0767,-0.0046,-0.0352,-8.4659,0.0014,-0.3508,51,7.7189790118854145
