cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-393.8277,-229.929,-38.3807,262.5405,1414.7199,-490.042,1,1.8458184455120585
-391.8828,-207.3552,-33.6151,67.06630000000013,1021.4863,-321.5669,2,1.9498184455120586
-351.2665,-176.3793,-29.7208,-37.42490000000001,731.87,-211.9283,3,2.0538184455120576
-301.5976,-142.4053,-26.3329,-92.47039999999998,521.9514,-144.086,4,2.157818445512058
-254.5914,-110.7878,-23.2946,-119.68420000000003,371.4752,-102.4856,5,2.261818445512058
-214.0847,-84.1642,-20.5413,-130.87619999999995,264.3844,-76.4704,6,2.365818445512058
-180.6098,-63.089,-18.0426,-132.7853,188.4752,-59.5191,7,2.4698184455120584
-153.4601,-47.0421,-15.7825,-129.39700000000002,134.7449,-47.8572,8,2.5738184455120585
-131.585,-35.1105,-13.7504,-123.12390000000002,96.6938,-39.3718,9,2.677818445512058
-113.9501,-26.3482,-11.9351,-115.44060000000002,69.6945,-32.9017,10,2.7818184455120583
-99.6623,-19.9395,-10.3273,-107.2414,50.4826,-27.7949,11,2.8858184455120584
-87.9954,-15.24,-8.9121,-99.0594,36.7642,-23.6761,12,2.9898184455120584
-78.3777,-11.7702,-7.6752,-91.1995,26.9269,-20.3033,13,3.093818445512058
-70.3671,-9.1828,-6.5985,-83.8243,19.8407,-17.5166,14,3.197818445512058
-63.6244,-7.2321,-5.6659,-77.0052,14.7117,-15.1945,15,3.301818445512058
-57.8902,-5.7435,-4.8579,-70.7655,10.9762,-13.2501,16,3.405818445512057
-52.966,-4.5951,-4.162,-65.08890000000001,8.2418,-11.6076,17,3.5098184455120576
-48.6988,-3.6977,-3.5621,-59.947399999999995,6.2254,-10.2142,18,3.6138184455120586
-44.9702,-2.9899,-3.0453,-55.3013,4.7309,-9.0268,19,3.7178184455120578
-41.6873,-2.4269,-2.6034,-51.1085,3.6129,-8.0038,20,3.8218184455120583
-38.7772,-1.974,-2.2222,-47.3257,2.7732,-7.1255,21,3.925818445512057
-36.1815,-1.6082,-1.8972,-43.911100000000005,2.1376,-6.3618,22,4.029818445512057
-33.8535,-1.3106,-1.618,-40.8276,1.6527,-5.6982,23,4.133818445512058
-31.755,-1.0677,-1.3804,-38.0373,1.2827,-5.1169,24,4.237818445512058
-29.8549,-0.8686,-1.177,-35.513,0.9963,-4.6088,25,4.341818445512058
-28.1276,-0.7055,-1.0039,-33.221700000000006,0.775,-4.1597,26,4.4458184455120575
-26.5514,-0.5713,-0.8558,-31.1384,0.6051,-3.765,27,4.5498184455120585
-25.1083,-0.4613,-0.7299,-29.243700000000004,0.4713,-3.4155,28,4.653818445512059
-23.7832,-0.3713,-0.6238,-27.5147,0.3669,-3.1033,29,4.757818445512059
-22.5629,-0.2977,-0.5327,-25.933099999999996,0.2874,-2.8272,30,4.861818445512058
-21.4364,-0.2379,-0.4552,-24.4867,0.2236,-2.5808,31,4.965818445512058
-20.3939,-0.1894,-0.3903,-23.1603,0.1723,-2.359,32,5.069818445512057
-19.427,-0.1499,-0.3346,-21.9385,0.1343,-2.1613,33,5.173818445512058
-18.5285,-0.1184,-0.2867,-20.812500000000004,0.1055,-1.9844,34,5.277818445512058
-17.6918,-0.0932,-0.2468,-19.774700000000003,0.081,-1.8239,35,5.381818445512058
-16.9114,-0.0731,-0.2134,-18.815900000000003,0.0613,-1.6793,36,5.485818445512058
-16.1822,-0.0574,-0.1842,-17.925100000000004,0.048,-1.5493,37,5.589818445512057
-15.4998,-0.0452,-0.1593,-17.0972,0.0382,-1.4311,38,5.693818445512058
-14.8601,-0.0357,-0.1387,-16.3293,0.0286,-1.3234,39,5.797818445512058
-14.2597,-0.0283,-0.1211,-15.615,0.0202,-1.2261,40,5.901818445512059
-13.6952,-0.0228,-0.1056,-14.9464,0.0151,-1.1379,41,6.005818445512058
-13.164,-0.0187,-0.0922,-14.3193,0.0127,-1.0571,42,6.109818445512058
-12.6634,-0.0156,-0.081,-13.732699999999998,0.0104,-0.9831,43,6.213818445512058
-12.191,-0.0133,-0.0715,-13.1843,0.0071,-0.9156,44,6.3178184455120565
-11.7447,-0.0115,-0.0632,-12.6693,0.0041,-0.854,45,6.421818445512058
-11.3227,-0.0101,-0.0558,-12.183199999999998,0.0029,-0.7975,46,6.525818445512058
-10.9232,-0.009,-0.0494,-11.723700000000001,0.0032,-0.7453,47,6.629818445512059
-10.5446,-0.0081,-0.0441,-11.290700000000003,0.0033,-0.6972,48,6.7338184455120595
-10.1854,-0.0073,-0.0395,-10.883000000000001,0.0022,-0.653,49,6.837818445512059
-9.8444,-0.0066,-0.0354,-10.4984,0.0004,-0.6124,50,6.941818445512058
-9.5203,-0.006,-0.0318,-10.1339,-0.0008,-0.575,51,7.045818445512057
