cls_elec,ct,disp,int,mod_pauli,pol,index,distances
-262.9797,-90.7217,-14.8403,178.52299999999997,662.2828,-115.2181,1,1.236572784021594
-233.1704,-64.4905,-11.9889,29.924099999999967,427.1824,-87.6085,2,1.3405727840215944
-207.3139,-46.2894,-9.64,-57.922099999999986,276.4909,-71.1697,3,1.444572784021594
-185.0706,-33.6533,-7.744,-107.57110000000003,179.5596,-60.6628,4,1.5485727840215944
-165.9302,-24.8221,-6.2215,-133.3207,116.9715,-53.3184,5,1.6525727840215942
-149.4118,-18.5608,-4.9979,-144.2469,76.4092,-47.6856,6,1.7565727840215941
-135.1043,-14.0377,-4.0122,-146.1204,50.0339,-43.0001,7,1.8605727840215947
-122.6633,-10.7093,-3.2015,-142.627,32.8338,-38.8867,8,1.9645727840215943
-111.8005,-8.2221,-2.5374,-136.103,21.5895,-35.1325,9,2.068572784021595
-102.2746,-6.3486,-1.9959,-128.0369,14.2231,-31.6409,10,2.1725727840215945
-93.8845,-4.9311,-1.5528,-119.36390000000002,9.3881,-28.3836,11,2.276572784021594
-86.4625,-3.8596,-1.1973,-110.64920000000001,6.2079,-25.3377,12,2.3805727840215942
-79.8693,-3.048,-0.9133,-102.23760000000001,4.1125,-22.5195,13,2.484572784021594
-73.989,-2.4329,-0.6907,-94.31300000000002,2.7291,-19.9295,14,2.5885727840215944
-68.7245,-1.9629,-0.519,-86.97210000000001,1.8144,-17.5801,15,2.692572784021594
-63.9944,-1.6003,-0.3878,-80.2444,1.208,-15.4699,16,2.796572784021594
-59.7301,-1.3163,-0.2901,-74.1236,0.8054,-13.5925,17,2.9005727840215942
-55.8733,-1.09,-0.2162,-68.5818,0.5381,-11.9404,18,3.0045727840215943
-52.3744,-0.9077,-0.1615,-63.575599999999994,0.3601,-10.4921,19,3.108572784021594
-49.1911,-0.7576,-0.1222,-59.0608,0.2416,-9.2315,20,3.2125727840215945
-46.2868,-0.6329,-0.0926,-54.98799999999999,0.1625,-8.1382,21,3.3165727840215937
-43.6303,-0.5289,-0.0716,-51.3112,0.1093,-7.1897,22,3.420572784021594
-41.1943,-0.4412,-0.0559,-47.987300000000005,0.0738,-6.3697,23,3.524572784021594
-38.9552,-0.3678,-0.0436,-44.9758,0.0502,-5.6594,24,3.6285727840215944
-36.8926,-0.3062,-0.0348,-42.241499999999995,0.0342,-5.0421,25,3.7325727840215936
-34.9884,-0.2542,-0.0284,-39.75349999999999,0.0234,-4.5059,26,3.8365727840215937
-33.227,-0.2107,-0.0232,-37.4835,0.0163,-4.0389,27,3.9405727840215947
-31.5945,-0.1744,-0.0193,-35.4073,0.0113,-3.6304,28,4.044572784021595
-30.0787,-0.1439,-0.0163,-33.5036,0.0077,-3.2724,29,4.148572784021595
-28.6687,-0.1186,-0.0137,-31.753600000000002,0.0052,-2.9578,30,4.252572784021594
-27.3551,-0.0976,-0.0116,-30.140800000000002,0.0038,-2.6803,31,4.356572784021593
-26.1292,-0.08,-0.01,-28.651,0.0029,-2.4347,32,4.460572784021594
-24.9835,-0.0654,-0.0086,-27.2723,0.002,-2.2168,33,4.5645727840215935
-23.9111,-0.0534,-0.0075,-25.9937,0.0014,-2.0231,34,4.6685727840215945
-22.906,-0.0434,-0.0066,-24.805199999999996,0.0011,-1.8503,35,4.772572784021595
-21.9626,-0.0352,-0.0058,-23.698299999999996,0.001,-1.6957,36,4.876572784021594
-21.0761,-0.0284,-0.0051,-22.6659,0.0007,-1.557,37,4.980572784021594
-20.2419,-0.0228,-0.0045,-21.701300000000003,0.0003,-1.4324,38,5.084572784021594
-19.4561,-0.0182,-0.0039,-20.7981,0.0002,-1.3201,39,5.188572784021594
-18.7149,-0.0145,-0.0035,-19.9513,0.0003,-1.2187,40,5.292572784021593
-18.0151,-0.0115,-0.0031,-19.156200000000002,0.0004,-1.1269,41,5.396572784021593
-17.3537,-0.009,-0.0028,-18.408900000000003,0.0003,-1.0437,42,5.500572784021593
-16.7279,-0.0071,-0.0025,-17.705300000000005,0.0002,-0.968,43,5.604572784021594
-16.1353,-0.0055,-0.0022,-17.0421,0.0001,-0.8992,44,5.708572784021594
-15.5734,-0.0043,-0.002,-16.416,0.0001,-0.8364,45,5.812572784021595
-15.0403,-0.0033,-0.0018,-15.8242,0.0002,-0.779,46,5.916572784021595
-14.534,-0.0025,-0.0016,-15.2644,0.0002,-0.7265,47,6.020572784021593
-14.0527,-0.002,-0.0015,-14.7345,0.0001,-0.6784,48,6.124572784021595
-13.5949,-0.0015,-0.0013,-14.231900000000001,0.0,-0.6342,49,6.228572784021595
-13.159,-0.0012,-0.0012,-13.755000000000003,-0.0,-0.5936,50,6.332572784021594
-12.7437,-0.0009,-0.0011,-13.3019,0.0,-0.5562,51,6.4365727840215925
